,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
206,Erase,DXA,"['killjoy', 'cypher', 'viper']",312,0.87,179.6,0.82,63%,120.8,0.65,0.19,0.06,0.10,28%,18%
207,Yuna,GZL,"['breach', 'kayo', 'sage']",984,0.87,185.5,0.82,65%,123.3,0.63,0.25,0.10,0.11,23%,9%
208,Mazino,(+2),"['fade', 'tejo', 'sova']",620,0.87,165.2,0.82,66%,110.5,0.57,0.27,0.07,0.08,24%,19%
209,Chax,BOBO,"['killjoy', 'cypher', 'chamber']",922,0.87,185.3,0.89,64%,120.1,0.68,0.15,0.11,0.11,37%,10%
210,Strame,CDMD,"['cypher', 'sova', 'viper']",831,0.87,175.5,0.87,64%,118.8,0.64,0.16,0.10,0.09,35%,12%
211,azoh,HSW,"['skye', 'viper', 'cypher']",1694,0.87,183.4,0.81,67%,120.1,0.62,0.36,0.09,0.11,20%,12%
212,onob,Unde,"['jett', 'raze', 'clove']",754,0.87,201.9,0.86,62%,135.4,0.69,0.16,0.12,0.17,29%,11%
213,Layline,K16,"['sova', 'fade']",237,0.87,175.7,0.79,65%,114.3,0.59,0.28,0.05,0.06,20%,18%
214,Nila,DVN,"['killjoy', 'cypher', 'breach']",292,0.87,185.9,0.83,66%,125.4,0.65,0.20,0.05,0.08,22%,6%
215,vina,JFT,"['viper', 'omen', 'brimstone']",1586,0.87,176.0,0.83,68%,117.6,0.61,0.32,0.08,0.09,33%,8%
216,xtoroki,20XX,"['omen', 'neon', 'brimstone']",344,0.86,172.8,0.75,67%,116.3,0.59,0.30,0.08,0.10,27%,5%
217,AnF,(+2),"['neon', 'omen', 'jett']",352,0.86,198.8,0.88,67%,134.2,0.70,0.20,0.13,0.16,31%,11%
218,Shinobu,(+4),"['viper', 'omen', 'brimstone']",587,0.86,177.5,0.80,67%,114.2,0.62,0.33,0.07,0.08,33%,13%
219,Apreggi,(+2),"['tejo', 'cypher', 'viper']",247,0.86,174.9,0.75,63%,114.3,0.60,0.23,0.04,0.08,28%,9%
220,maine,iPGN,"['omen', 'sage', 'raze']",524,0.85,182.5,0.79,64%,118.5,0.62,0.33,0.09,0.12,20%,8%
221,VycoN,HERO,"['astra', 'brimstone', 'skye']",401,0.85,159.9,0.72,63%,110.8,0.55,0.25,0.07,0.06,22%,4%
222,Ronin,Ligh,"['sage', 'killjoy', 'jett']",329,0.85,187.7,0.80,63%,124.5,0.65,0.21,0.10,0.12,30%,16%
223,Zeo,TTS,"['astra', 'brimstone', 'omen']",281,0.85,185.9,0.79,61%,125.0,0.66,0.28,0.06,0.10,24%,6%
224,Jesse,BONK,"['raze', 'killjoy', 'sova']",1191,0.85,169.7,0.82,65%,114.4,0.60,0.24,0.07,0.10,23%,17%
225,kwon,MEC,"['omen', 'astra', 'kayo']",346,0.85,177.2,0.74,70%,114.3,0.60,0.35,0.04,0.08,24%,9%
226,R3gen,Bara,"['sova', 'raze', 'jett']",319,0.85,188.0,0.81,64%,125.0,0.64,0.25,0.06,0.12,23%,11%
227,mays,BFG,"['cypher', 'killjoy', 'iso']",240,0.85,185.3,0.84,70%,127.6,0.65,0.23,0.11,0.10,29%,13%
228,cman,ALE,"['cypher', 'killjoy', 'viper']",261,0.85,186.1,0.84,58%,128.5,0.66,0.10,0.07,0.15,29%,14%
229,Astin,(+1),"['astra', 'harbor', 'viper']",281,0.85,178.9,0.83,68%,117.9,0.62,0.27,0.05,0.07,30%,12%
230,WisdomCats,in,"['viper', 'skye', 'omen']",282,0.85,177.1,0.80,65%,117.1,0.61,0.24,0.07,0.09,28%,7%
231,Noir,(+9),"['jett', 'brimstone', 'astra']",1301,0.85,176.4,0.79,65%,122.6,0.60,0.30,0.07,0.10,24%,12%
232,Spirit,BITE,"['cypher', 'iso', 'viper']",299,0.84,186.9,0.80,59%,116.6,0.65,0.18,0.08,0.12,30%,7%
233,Mikey,OG,"['killjoy', 'breach', 'cypher']",425,0.84,188.1,0.82,68%,120.2,0.62,0.21,0.10,0.09,21%,16%
234,Stash,GD,"['cypher', 'brimstone', 'sova']",281,0.84,188.2,0.79,69%,132.5,0.63,0.32,0.06,0.11,22%,9%
235,777,(+1),"['raze', 'jett', 'viper']",210,0.84,193.0,0.80,68%,128.6,0.63,0.33,0.12,0.18,22%,15%
236,WATER,MEAT,"['omen', 'kayo', 'breach']",888,0.83,176.5,0.79,66%,119.8,0.60,0.28,0.09,0.14,26%,22%
237,blobblob,RNP,"['fade', 'sova', 'breach']",395,0.83,170.0,0.77,64%,119.5,0.58,0.24,0.06,0.10,23%,18%
238,Jawsy,RNP,"['phoenix', 'raze', 'sage']",785,0.83,172.0,0.76,66%,117.2,0.60,0.35,0.07,0.09,31%,14%
239,Exirst,MEAT,"['raze', 'jett', 'iso']",1451,0.83,193.5,0.83,63%,126.7,0.66,0.18,0.13,0.15,26%,9%
240,Rags2Riches,KTS,"['omen', 'astra', 'harbor']",479,0.83,174.2,0.75,65%,116.9,0.61,0.33,0.07,0.10,25%,9%
241,HoangBao2,(+1),"['raze', 'jett', 'gekko']",251,0.82,175.0,0.79,72%,121.1,0.62,0.20,0.10,0.13,26%,13%
242,indie,HSW,"['jett', 'raze', 'reyna']",1788,0.82,183.9,0.80,64%,122.9,0.64,0.20,0.12,0.14,25%,9%
243,MirzAA,WH,"['cypher', 'killjoy', 'skye']",968,0.82,177.9,0.80,66%,117.1,0.61,0.26,0.08,0.11,26%,12%
244,Peanut,(+2),"['killjoy', 'viper', 'fade']",316,0.82,190.7,0.84,63%,125.2,0.67,0.19,0.11,0.14,34%,21%
245,dylusion,LA,"['sova', 'yoru', 'viper']",1004,0.82,166.8,0.73,63%,114.1,0.56,0.26,0.08,0.11,26%,16%
246,xen1x,(+2),"['viper', 'brimstone', 'sova']",326,0.82,174.2,0.75,64%,108.7,0.60,0.25,0.07,0.11,28%,11%
247,nez,CDMD,"['cypher', 'viper', 'omen']",368,0.82,151.6,0.76,65%,101.5,0.52,0.32,0.03,0.07,23%,10%
248,pyua,Bara,"['sova', 'omen', 'viper']",325,0.81,163.6,0.71,62%,112.0,0.56,0.24,0.07,0.09,32%,13%
249,Mythical,RAND,"['reyna', 'chamber']",281,0.81,178.4,0.82,58%,118.3,0.65,0.15,0.10,0.17,24%,13%
250,wisp,ANF,"['vyse', 'killjoy', 'cypher']",218,0.81,160.9,0.71,62%,96.1,0.56,0.28,0.06,0.08,29%,11%
251,Dynasty,MCOM,"['sova', 'killjoy', 'viper']",312,0.81,171.1,0.76,63%,114.4,0.57,0.23,0.06,0.12,21%,13%
252,Whats,Wong,"['brimstone', 'omen', 'sova']",486,0.81,158.5,0.76,70%,106.7,0.57,0.34,0.03,0.07,26%,17%
253,Spartabang,Team,"['breach', 'skye', 'kayo']",357,0.81,160.0,0.70,68%,105.4,0.54,0.43,0.06,0.06,21%,4%
254,kyi,DVN,"['sova', 'omen']",212,0.81,154.2,0.74,66%,103.3,0.53,0.24,0.07,0.12,28%,19%
255,JUN,FC,"['omen', 'kayo', 'cypher']",564,0.81,159.8,0.74,63%,104.8,0.56,0.27,0.06,0.13,24%,18%
256,kitana,RIE,"['cypher', 'gekko', 'sova']",214,0.81,167.7,0.84,65%,113.6,0.61,0.15,0.09,0.16,43%,5%
257,Alucard,iPGN,"['viper', 'omen', 'brimstone']",1131,0.81,157.5,0.72,66%,108.3,0.53,0.30,0.06,0.08,22%,9%
258,Zetik,club,"['gekko', 'cypher', 'brimstone']",228,0.81,158.7,0.74,66%,106.8,0.55,0.33,0.09,0.09,23%,10%
259,kyoto,FC,"['breach', 'viper', 'astra']",912,0.80,155.7,0.71,64%,102.5,0.53,0.36,0.04,0.06,24%,5%
260,eezy,FC,"['sova', 'skye', 'raze']",2675,0.80,171.9,0.74,66%,112.3,0.56,0.30,0.07,0.10,16%,12%
261,Wojtek,314,"['vyse', 'viper', 'killjoy']",314,0.80,167.7,0.77,59%,104.4,0.59,0.24,0.08,0.08,32%,5%
262,FakeTile,331,"['breach', 'skye', 'omen']",331,0.80,170.3,0.69,66%,109.5,0.56,0.37,0.04,0.05,25%,13%
263,cybxr,(+2),"['omen', 'sova', 'skye']",276,0.79,170.9,0.71,66%,115.2,0.58,0.32,0.08,0.08,26%,10%
264,Cryptic,Shog,"['sova', 'gekko', 'harbor']",212,0.79,189.4,0.75,58%,127.6,0.62,0.25,0.09,0.12,28%,
265,orlence,club,"['skye', 'sova', 'chamber']",412,0.79,164.7,0.70,67%,109.9,0.54,0.25,0.08,0.08,24%,3%
266,Rossi,NLG,"['jett', 'raze', 'killjoy']",217,0.79,197.9,0.82,63%,106.5,0.69,0.18,0.17,0.22,22%,18%
267,koro,Mc,"['omen', 'phoenix', 'reyna']",1016,0.78,175.8,0.76,65%,114.7,0.60,0.22,0.09,0.13,20%,19%
268,sungy,club,"['jett', 'raze', 'skye']",202,0.78,210.0,0.81,56%,130.7,0.70,0.12,0.14,0.24,34%,10%
269,azuliate,ANTC,"['cypher', 'killjoy', 'skye']",357,0.78,171.8,0.75,58%,114.0,0.60,0.18,0.09,0.15,25%,14%
270,Dazeryuf,CD,"['kayo', 'gekko', 'fade']",426,0.78,180.7,0.71,62%,119.4,0.60,0.26,0.09,0.16,23%,11%
271,sommboiii,KISS,"['sova', 'killjoy', 'viper']",209,0.78,161.2,0.64,61%,109.5,0.53,0.24,0.04,0.11,27%,3%
272,Ahren,222,"['sage', 'raze', 'skye']",222,0.78,168.7,0.72,62%,107.3,0.57,0.24,0.08,0.09,15%,6%
273,XIAOXIN,229,"['raze', 'jett', 'neon']",229,0.78,186.6,0.79,61%,129.6,0.63,0.16,0.16,0.20,31%,13%
274,Hainzu,Infe,"['kayo', 'cypher', 'skye']",447,0.78,164.7,0.69,63%,108.9,0.57,0.29,0.06,0.09,33%,6%
275,Noisia,WC,"['omen', 'breach', 'astra']",310,0.77,141.2,0.62,67%,91.9,0.49,0.22,0.05,0.12,23%,11%
276,Rayzey,Slic,"['viper', 'omen', 'brimstone']",327,0.77,146.1,0.66,70%,95.9,0.47,0.40,0.05,0.08,19%,17%
277,TOUT,(+3),"['jett', 'phoenix', 'omen']",294,0.77,164.0,0.80,62%,109.6,0.60,0.20,0.10,0.13,29%,8%
278,zenk0k0,PEAC,"['sova', 'breach', 'astra']",882,0.77,172.1,0.81,62%,108.7,0.59,0.28,0.06,0.09,18%,13%
279,irena,(+2),"['omen', 'astra', 'raze']",346,0.77,158.7,0.71,64%,100.8,0.56,0.27,0.06,0.10,25%,8%
280,Lomu,KTS,"['fade', 'breach', 'sova']",396,0.77,159.1,0.66,64%,106.3,0.53,0.34,0.03,0.09,21%,12%
281,Hackstie,(+1),"['fade', 'viper', 'omen']",206,0.76,160.8,0.70,67%,108.7,0.55,0.30,0.08,0.08,33%,15%
282,sumii,(+1),"['omen', 'astra', 'tejo']",352,0.76,149.7,0.77,67%,84.9,0.53,0.34,0.04,0.07,18%,21%
283,Howie,FH,"['breach', 'viper', 'sova']",607,0.76,162.8,0.72,69%,105.7,0.56,0.35,0.05,0.12,27%,14%
284,wilted,FURY,"['harbor', 'omen', 'breach']",306,0.76,150.7,0.66,63%,104.5,0.52,0.33,0.05,0.12,28%,14%
285,fish,(+1),"['raze', 'neon', 'yoru']",211,0.75,178.3,0.70,64%,118.2,0.62,0.18,0.11,0.22,22%,6%
286,arct0,201,"['reyna', 'neon']",201,0.74,157.6,0.73,63%,106.8,0.58,0.16,0.12,0.13,28%,8%
287,BAZZ,(+1),"['sage', 'viper', 'kayo']",323,0.74,148.6,0.63,64%,98.7,0.48,0.41,0.05,0.08,19%,5%
288,Dariari,346,"['sova', 'breach', 'kayo']",346,0.73,143.9,0.62,64%,92.7,0.49,0.33,0.03,0.05,35%,11%
289,Jacyn,BITE,"['raze', 'sage', 'deadlock']",356,0.73,165.2,0.72,59%,101.0,0.60,0.14,0.10,0.18,26%,11%
290,loubert,BOBO,"['omen', 'kayo', 'breach']",1128,0.73,147.3,0.65,65%,96.1,0.50,0.36,0.05,0.09,26%,12%
291,Tisoyy,RNP,"['brimstone', 'omen', 'sova']",392,0.73,146.6,0.70,61%,99.6,0.52,0.20,0.02,0.10,36%,11%
292,aerose,ALE,"['omen', 'skye', 'astra']",238,0.73,162.3,0.63,62%,103.3,0.52,0.26,0.07,0.09,27%,9%
293,trungkb,SamP,"['astra', 'brimstone', 'omen']",363,0.73,186.1,0.81,64%,122.3,0.63,0.22,0.06,0.06,18%,10%
294,alex,ARMR,"['deadlock', 'breach', 'sova']",456,0.72,142.4,0.65,62%,87.0,0.49,0.26,0.04,0.10,22%,11%
295,BREW,Bara,"['kayo', 'omen', 'jett']",284,0.72,183.3,0.69,58%,121.7,0.61,0.17,0.13,0.18,20%,5%
296,starlight,ARC.GC,"['fade', 'breach', 'brimstone']",202,0.72,161.3,0.66,72%,106.1,0.53,0.42,0.06,0.12,25%,12%
297,Kash,(+3),"['omen', 'brimstone', 'breach']",243,0.72,156.5,0.62,60%,101.5,0.52,0.25,0.09,0.14,29%,
298,ZenSan1ty,NOOB.GC,"['omen', 'harbor', 'kayo']",256,0.71,158.0,0.64,62%,107.7,0.54,0.30,0.06,0.10,21%,5%
299,ferg,MF,"['cypher', 'raze', 'killjoy']",1015,0.71,175.3,0.75,62%,116.0,0.59,0.26,0.11,0.17,16%,9%
300,Capy,(+4),"['sova', 'fade', 'sage']",308,0.70,167.2,0.64,59%,107.6,0.54,0.17,0.05,0.09,29%,2%
301,ZENZKI,Monk,"['raze', 'iso', 'phoenix']",238,0.70,171.8,0.67,59%,110.4,0.58,0.19,0.11,0.19,27%,7%
302,Hina,(+3),"['tejo', 'sova', 'vyse']",331,0.69,149.4,0.61,62%,103.9,0.49,0.24,0.02,0.14,27%,8%
303,Ponk,Para,"['gekko', 'fade', 'skye']",261,0.68,137.2,0.59,59%,89.5,0.47,0.29,0.05,0.07,27%,7%
304,DellTero,K16,"['omen', 'astra', 'viper']",317,0.68,151.8,0.62,61%,100.4,0.50,0.26,0.06,0.10,33%,10%
305,Walli,FURY,"['sova', 'fade', 'tejo']",357,0.67,134.7,0.57,64%,95.6,0.45,0.27,0.03,0.12,18%,9%
306,BRU,(+2),"['sage', 'killjoy', 'jett']",213,0.59,155.8,0.58,51%,99.3,0.52,0.15,0.11,0.23,21%,9%
307,Eloweno,211,"['cypher', 'killjoy', 'viper']",211,0.59,150.7,0.59,55%,105.0,0.49,0.17,0.08,0.15,22%,10%
308,RealBuckBorris,(+1),"['kayo', 'skye', 'fade']",210,0.59,134.0,0.53,62%,87.3,0.44,0.42,0.06,0.06,28%,7%
309,M1ST,KNG,"['sage', 'brimstone', 'breach']",482,0.57,133.1,0.54,55%,86.8,0.45,0.22,0.04,0.11,19%,9%
310,deoxiDE,LGC,"['cypher', 'omen']",218,,207.3,1.21,,135.0,0.76,0.28,0.03,0.05,17%,11%
311,gazR,LGC,"['jett', 'breach', 'cypher']",360,,183.8,0.88,,117.3,0.63,0.26,0.11,0.09,19%,8%
312,Karmzy,WC,"['cypher', 'killjoy', 'omen']",279,,133.6,0.66,,84.2,0.47,0.19,0.04,0.11,19%,9%
313,pixeL,WC,"['sage', 'raze']",279,,195.4,0.84,,124.2,0.65,0.32,0.10,0.12,14%,3%
314,Spesh,AV,"['sage', 'sova', 'breach']",254,,175.3,0.77,,121.1,0.57,0.26,0.06,0.07,23%,10%
315,Exxy,AV,"['cypher', 'breach', 'skye']",232,,151.8,0.71,,96.2,0.55,0.21,0.08,0.09,20%,12%
316,DickStacy,ORD,"['sova', 'breach', 'cypher']",718,,206.8,1.00,,141.7,0.71,0.30,0.07,0.06,23%,15%
317,Bob,FLY,"['jett', 'sova', 'breach']",592,,181.7,1.09,,114.3,0.65,0.41,0.06,0.07,20%,14%
318,iyen,HU,"['cypher', 'viper', 'killjoy']",592,,187.9,0.99,,116.5,0.65,0.25,0.08,0.11,15%,19%
319,void,KNG,"['omen', 'jett', 'raze']",313,,204.2,0.85,,126.6,0.71,0.19,0.10,0.15,17%,6%
320,Jasper,MF,"['sage', 'sova', 'breach']",202,,173.3,0.81,,115.9,0.58,0.33,0.04,0.09,17%,17%
321,Jax,MF,"['jett', 'raze', 'omen']",202,,182.5,0.75,,114.1,0.58,0.27,0.08,0.11,15%,24%
