,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
383,aplycs,TSA,"['cypher', 'killjoy', 'brimstone']",1109,0.98,190.5,0.92,72%,127.0,0.66,0.34,0.06,0.06,27%,10%
384,dispenser,KDM,"['killjoy', 'cypher', 'viper']",3748,0.98,199.8,1.02,69%,130.5,0.70,0.21,0.10,0.10,21%,16%
385,bes,HYPA,"['omen', 'astra', 'raze']",2152,0.98,192.4,0.96,73%,124.8,0.67,0.38,0.08,0.09,26%,15%
386,skillZ,RVNT,"['raze', 'phoenix', 'cypher']",6284,0.98,196.9,1.01,71%,126.7,0.70,0.25,0.07,0.09,23%,14%
387,rosey,NE,"['killjoy', 'brimstone', 'viper']",1007,0.98,197.8,0.94,71%,132.4,0.67,0.32,0.08,0.09,18%,13%
388,Divine,SGP,"['sova', 'cypher', 'omen']",1701,0.98,187.2,0.91,70%,119.7,0.65,0.39,0.07,0.08,28%,14%
389,SHINSEI,GE,"['jett', 'sage', 'phoenix']",1201,0.98,237.4,1.03,65%,152.7,0.83,0.14,0.22,0.23,32%,20%
390,carrace,DOM,"['chamber', 'killjoy', 'omen']",481,0.98,193.6,0.94,71%,127.8,0.68,0.23,0.07,0.09,23%,22%
391,Crus,FCY,"['omen', 'cypher', 'kayo']",2252,0.98,187.5,0.92,73%,122.2,0.66,0.36,0.07,0.06,34%,12%
392,Angela,FSC,"['breach', 'kayo', 'chamber']",1462,0.97,208.3,0.96,69%,135.8,0.72,0.26,0.12,0.16,21%,17%
393,fausTao,NMSS,"['raze', 'jett', 'yoru']",1175,0.97,225.6,1.00,68%,149.3,0.78,0.20,0.19,0.18,23%,22%
394,Amaterasu,T69,"['phoenix', 'breach', 'omen']",5881,0.97,184.2,0.96,71%,120.4,0.65,0.30,0.08,0.08,31%,11%
395,Pichy,SAVA,"['kayo', 'cypher', 'chamber']",443,0.97,204.3,0.91,69%,132.1,0.69,0.33,0.08,0.09,19%,22%
396,FireSaiyajiN,ZLS,"['raze', 'jett', 'phoenix']",1065,0.97,223.1,0.99,65%,142.1,0.78,0.18,0.14,0.17,26%,21%
397,Retla,RVL,"['cypher', 'omen', 'reyna']",2953,0.97,192.5,1.01,70%,126.4,0.69,0.23,0.07,0.08,22%,15%
398,psy,MDL,"['jett', 'killjoy', 'brimstone']",5770,0.97,198.5,0.92,70%,132.2,0.68,0.29,0.09,0.11,22%,9%
399,DarknessOfLove,UR,"['cypher', 'killjoy', 'viper']",405,0.97,192.5,0.83,67%,125.1,0.65,0.28,0.10,0.13,14%,9%
400,Nicc,DRG,"['omen', 'astra', 'viper']",302,0.97,189.7,0.92,70%,118.7,0.68,0.30,0.07,0.08,24%,9%
401,SSSami,MLT,"['jett', 'omen', 'reyna']",1439,0.97,215.9,0.98,66%,136.6,0.75,0.18,0.14,0.13,23%,12%
402,Kakarot,ZOL,"['jett', 'phoenix', 'raze']",3987,0.97,199.5,0.94,69%,131.6,0.69,0.32,0.09,0.10,21%,15%
403,LEXY,LVR,"['raze', 'phoenix', 'jett']",4912,0.97,209.4,0.98,71%,136.0,0.71,0.29,0.10,0.12,18%,18%
404,StrwbryBagel,(+1),"['killjoy', 'chamber', 'cypher']",841,0.97,192.5,0.99,68%,126.3,0.67,0.20,0.08,0.09,20%,16%
405,S1Eugene,Erit,"['kayo', 'skye', 'breach']",422,0.97,182.4,0.81,65%,121.5,0.63,0.28,0.05,0.08,22%,15%
406,k1Ng,NBL,"['skye', 'breach', 'killjoy']",2085,0.97,208.9,0.95,69%,140.5,0.72,0.23,0.10,0.10,24%,18%
407,KiNo,JDG,"['brimstone', 'jett', 'reyna']",245,0.97,208.1,0.98,68%,137.5,0.75,0.15,0.19,0.15,31%,12%
408,bobae,TEAR,"['reyna', 'skye', 'cypher']",395,0.97,196.3,0.92,70%,131.4,0.68,0.30,0.06,0.07,28%,12%
409,Juu,2K,"['chamber', 'cypher', 'killjoy']",570,0.97,191.7,0.96,66%,126.5,0.66,0.16,0.10,0.09,20%,14%
410,mmoopingx,FS.P,"['killjoy', 'phoenix', 'skye']",494,0.97,181.9,0.87,70%,125.5,0.62,0.29,0.08,0.07,17%,13%
411,nTK,BAAM,"['omen', 'jett', 'breach']",3068,0.97,202.4,0.96,68%,131.1,0.70,0.23,0.13,0.11,23%,13%
412,n9sty,AIM,"['jett', 'cypher', 'killjoy']",291,0.97,228.3,0.99,63%,146.1,0.82,0.10,0.17,0.14,35%,18%
413,kitkatwc,MY,"['raze', 'omen', 'brimstone']",1780,0.97,199.0,0.96,71%,131.5,0.69,0.33,0.09,0.10,22%,13%
414,jazper,SDB,"['viper', 'fade', 'breach']",706,0.97,195.9,0.92,71%,129.7,0.68,0.26,0.05,0.07,28%,7%
415,SecreT,LIT,"['sova', 'omen', 'jett']",325,0.97,214.5,0.99,66%,135.9,0.75,0.27,0.12,0.14,31%,15%
416,PPDBJ,RSG,"['omen', 'sova', 'killjoy']",1695,0.97,188.0,0.96,69%,124.7,0.67,0.20,0.09,0.10,27%,16%
417,LoyDreaM,GLAB,"['skye', 'jett', 'cypher']",1091,0.97,204.8,0.93,71%,135.7,0.72,0.30,0.09,0.11,21%,12%
418,Sampphire,CBD,"['breach', 'fade', 'sova']",1695,0.97,175.5,0.90,73%,119.3,0.62,0.36,0.04,0.05,27%,16%
419,izze,LLX,"['killjoy', 'sova', 'viper']",1759,0.97,192.2,0.93,72%,132.2,0.64,0.25,0.07,0.06,19%,16%
420,traNz,PURR,"['killjoy', 'skye', 'astra']",697,0.97,205.6,0.95,66%,139.1,0.73,0.15,0.12,0.13,32%,9%
421,LoRangeZ,SP,"['kayo', 'killjoy', 'neon']",1477,0.97,195.4,0.93,72%,125.5,0.67,0.38,0.08,0.10,31%,12%
422,Zoid,SUS,"['omen', 'sova', 'phoenix']",628,0.97,187.2,0.82,64%,122.3,0.63,0.19,0.10,0.10,22%,8%
423,bittersweet,BIGG.S,"['omen', 'astra', 'brimstone']",675,0.97,167.7,0.90,72%,112.3,0.62,0.42,0.04,0.04,28%,10%
424,fishball,OPY,"['jett', 'raze', 'kayo']",1280,0.97,203.1,0.94,70%,133.0,0.71,0.30,0.10,0.13,25%,15%
425,d0rf,FPT,"['cypher', 'kayo', 'skye']",3903,0.97,188.1,0.96,71%,123.1,0.67,0.28,0.07,0.08,26%,19%
426,BBC,TEAR,"['omen', 'fade', 'skye']",362,0.97,196.1,0.93,68%,129.9,0.71,0.32,0.10,0.07,31%,14%
427,FrostyZ,TDK,"['skye', 'yoru', 'raze']",2517,0.97,204.8,0.96,69%,132.8,0.72,0.20,0.15,0.14,23%,12%
428,Spyko,ARF,"['omen', 'brimstone', 'astra']",1088,0.97,185.5,0.90,71%,121.1,0.65,0.27,0.10,0.10,22%,12%
429,AiShou,XIAO,"['jett', 'raze']",210,0.97,205.1,0.87,71%,127.2,0.69,0.22,0.16,0.20,13%,13%
430,qqGOD,FS,"['reyna', 'breach', 'omen']",4101,0.97,201.7,0.95,70%,131.3,0.69,0.28,0.12,0.13,21%,14%
431,Aly,BRNV,"['sova', 'viper', 'killjoy']",851,0.97,182.2,0.94,72%,123.3,0.64,0.26,0.05,0.07,21%,13%
432,tr1ck,p5,"['jett', 'sage', 'reyna']",1139,0.97,201.9,0.94,64%,133.6,0.73,0.17,0.13,0.12,23%,8%
433,delbisky,BOBA,"['raze', 'omen', 'sage']",1829,0.96,199.3,0.97,69%,131.2,0.70,0.21,0.11,0.10,27%,12%
434,nenuay,FS.P,"['astra', 'brimstone', 'omen']",458,0.96,190.4,0.93,72%,122.7,0.70,0.34,0.08,0.07,24%,15%
435,Polvi,FMG,"['raze', 'jett', 'gekko']",639,0.96,218.5,0.96,67%,144.7,0.74,0.19,0.19,0.20,23%,18%
436,Fidelwow,BME,"['killjoy', 'jett', 'cypher']",1071,0.96,190.6,0.92,72%,124.8,0.67,0.26,0.06,0.10,23%,7%
437,Sa1koro,S2,"['omen', 'astra', 'viper']",1081,0.96,175.5,0.94,68%,116.0,0.64,0.31,0.06,0.06,26%,18%
438,diky,IHC,"['jett', 'raze', 'omen']",558,0.96,208.6,0.97,70%,138.5,0.75,0.26,0.12,0.13,34%,12%
439,Quetz,(+4),"['sova', 'gekko', 'skye']",296,0.96,172.1,0.85,67%,113.9,0.61,0.25,0.03,0.04,24%,17%
440,Tweeya,(+4),"['omen', 'astra', 'brimstone']",941,0.96,193.1,0.90,72%,126.7,0.65,0.41,0.05,0.07,18%,10%
441,Cinjvv,IHC,"['killjoy', 'cypher', 'tejo']",519,0.96,200.5,0.95,62%,138.1,0.71,0.16,0.09,0.09,36%,13%
442,P1nA,BAAM,"['breach', 'phoenix', 'sage']",2828,0.96,183.7,0.93,71%,120.6,0.67,0.35,0.06,0.07,33%,12%
443,Xeunayy,NYB.F,"['omen', 'chamber', 'sova']",553,0.96,191.5,0.96,69%,125.0,0.69,0.24,0.09,0.09,26%,15%
444,srh,(+1),"['omen', 'clove', 'iso']",214,0.96,198.9,0.94,67%,137.1,0.71,0.28,0.07,0.09,36%,6%
445,Redneval,WX,"['killjoy', 'breach', 'raze']",2436,0.96,225.3,0.98,69%,142.9,0.77,0.23,0.18,0.18,22%,14%
446,SCar,NMSS,"['brimstone', 'omen', 'viper']",1193,0.96,175.8,0.90,73%,115.7,0.62,0.41,0.06,0.07,34%,16%
447,kibojn,AST,"['breach', 'kayo', 'sage']",1621,0.96,176.8,0.89,71%,114.5,0.62,0.35,0.05,0.06,30%,12%
448,xfaded,SS,"['killjoy', 'kayo', 'viper']",294,0.96,195.1,0.98,76%,130.3,0.67,0.32,0.08,0.07,22%,
449,anotherrr,(+2),"['raze', 'jett', 'omen']",436,0.96,220.4,1.01,65%,141.7,0.78,0.17,0.19,0.19,25%,19%
450,Russ,VLT,"['breach', 'brimstone', 'fade']",1259,0.96,175.5,0.90,73%,113.3,0.61,0.44,0.07,0.07,34%,20%
451,Ace,KBG,"['cypher', 'phoenix', 'reyna']",632,0.96,211.0,0.92,66%,137.7,0.72,0.26,0.11,0.13,24%,13%
452,heyNF,Bin,"['jett', 'raze', 'killjoy']",2306,0.96,192.2,0.95,69%,124.4,0.69,0.26,0.09,0.09,27%,16%
453,Amaya,ORIO,"['omen', 'harbor', 'brimstone']",368,0.96,181.2,0.96,67%,116.8,0.65,0.33,0.02,0.06,36%,20%
454,Danah,FLCV,"['raze', 'kayo', 'sova']",1174,0.96,193.1,0.96,72%,127.3,0.68,0.36,0.10,0.11,28%,18%
455,Newky,Baby,"['breach', 'reyna', 'skye']",2023,0.96,201.1,0.94,70%,133.0,0.72,0.34,0.10,0.10,31%,15%
456,JoshS,MEOW,"['phoenix', 'breach', 'raze']",2613,0.96,203.8,0.94,68%,133.1,0.71,0.27,0.11,0.11,26%,14%
457,superkata,STR,"['chamber', 'raze', 'jett']",428,0.96,212.3,0.98,66%,142.9,0.75,0.15,0.19,0.21,30%,16%
458,Uta,OF,"['omen', 'killjoy', 'cypher']",2395,0.96,195.2,0.93,68%,127.6,0.68,0.24,0.11,0.12,22%,12%
459,Wild0reoo,TS,"['skye', 'reyna', 'raze']",4343,0.96,198.9,0.93,69%,132.4,0.70,0.27,0.11,0.12,28%,16%
460,Emman,XIP,"['skye', 'kayo', 'raze']",4782,0.96,189.2,0.95,72%,124.7,0.68,0.32,0.07,0.08,30%,19%
461,blackhawk,AR,"['cypher', 'breach', 'omen']",5659,0.96,184.1,0.92,70%,122.6,0.66,0.30,0.07,0.08,31%,13%
462,harddora,Z11,"['omen', 'cypher', 'deadlock']",1603,0.96,187.3,0.94,70%,121.6,0.66,0.27,0.09,0.08,32%,11%
463,bioforst,(+5),"['harbor', 'cypher', 'viper']",307,0.96,211.0,0.97,69%,137.8,0.75,0.27,0.12,0.13,29%,31%
464,jeed,5BG,"['sage', 'phoenix', 'cypher']",2627,0.96,186.4,0.92,70%,122.5,0.66,0.28,0.06,0.06,30%,12%
465,Changee,SHIN,"['chamber', 'killjoy', 'sage']",1531,0.96,212.0,0.96,67%,139.2,0.73,0.18,0.13,0.14,24%,17%
466,markL,OPY,"['jett', 'sova', 'chamber']",1761,0.96,202.2,0.97,67%,132.5,0.71,0.20,0.11,0.11,22%,12%
467,Symbol,Jopa,"['raze', 'reyna', 'sova']",1113,0.96,184.7,0.93,72%,123.9,0.65,0.28,0.06,0.05,27%,14%
468,Lee,VYG,"['sova', 'skye', 'killjoy']",331,0.96,187.6,0.91,76%,125.7,0.65,0.39,0.05,0.07,27%,14%
469,SimoN,NXGA,"['phoenix', 'raze', 'reyna']",242,0.95,219.8,0.82,66%,138.6,0.71,0.30,0.10,0.13,18%,7%
470,Peekaboo,CHK,"['reyna', 'viper', 'astra']",891,0.95,177.5,0.86,72%,117.5,0.61,0.36,0.05,0.06,24%,10%
471,HellrangeR,S8UL,"['omen', 'breach', 'brimstone']",5243,0.95,174.3,0.96,70%,113.1,0.63,0.28,0.06,0.07,28%,18%
472,newgen,SP,"['jett', 'raze', 'kayo']",2089,0.95,209.8,0.97,70%,133.2,0.71,0.21,0.12,0.12,24%,13%
473,Fluky,FS,"['reyna', 'raze', 'sova']",2339,0.95,200.1,0.93,70%,133.0,0.69,0.26,0.11,0.11,27%,13%
474,dipsy,(+2),"['killjoy', 'fade', 'breach']",445,0.95,170.7,0.92,69%,118.3,0.63,0.29,0.05,0.07,32%,20%
475,Aowha,Empt,"['skye', 'sage', 'breach']",666,0.95,208.8,0.95,67%,134.3,0.73,0.21,0.09,0.12,32%,20%
476,Salvestro,FAT,"['jett', 'sage', 'omen']",1401,0.95,221.5,1.09,67%,135.3,0.78,0.18,0.16,0.14,21%,12%
477,Raye,Exodus,"['phoenix', 'reyna', 'raze']",261,0.95,189.2,0.86,63%,138.8,0.64,0.27,0.07,0.11,25%,34%
478,deecee,DXE,"['chamber', 'kayo', 'skye']",2229,0.95,188.0,0.96,67%,126.7,0.67,0.21,0.10,0.10,30%,15%
479,klipp,(+10),"['jett', 'breach', 'viper']",1611,0.95,205.5,0.92,68%,134.9,0.71,0.24,0.12,0.13,25%,11%
480,GGHuiii,OF,"['jett', 'neon', 'raze']",1019,0.95,216.6,1.01,68%,142.1,0.77,0.17,0.16,0.17,23%,14%
481,RoLEX,XIA,"['jett', 'raze', 'chamber']",2162,0.95,197.5,0.94,69%,131.1,0.67,0.23,0.10,0.10,22%,14%
482,Pretzel,FS.P,"['sova', 'fade', 'skye']",458,0.95,200.0,0.97,65%,131.3,0.71,0.17,0.13,0.12,26%,7%
483,Pashasahil,RES,"['jett', 'sage', 'astra']",1332,0.95,179.1,0.92,69%,121.9,0.67,0.24,0.08,0.08,24%,15%
484,RvK,DXE,"['viper', 'killjoy', 'omen']",7901,0.95,188.6,0.95,68%,124.5,0.66,0.24,0.08,0.09,32%,13%
485,Flynch,LFM,"['sova', 'jett', 'omen']",3083,0.95,201.1,0.91,66%,130.4,0.70,0.21,0.13,0.13,26%,15%
486,Garv,GEA,"['skye', 'kayo', 'sova']",480,0.95,203.9,1.00,70%,133.4,0.73,0.21,0.11,0.11,27%,8%
487,Vee,UNC.DN,"['jett', 'raze', 'sage']",268,0.95,211.8,0.97,62%,139.0,0.77,0.14,0.15,0.14,25%,31%
488,rAb1q,FA,"['sova', 'breach', 'viper']",1092,0.95,186.0,0.89,72%,124.4,0.64,0.35,0.06,0.06,23%,16%
489,KillAA,ZETA.AC,"['brimstone', 'omen', 'astra']",657,0.95,179.3,0.87,67%,121.2,0.64,0.34,0.05,0.09,34%,10%
490,jarpiX,FAT,"['jett', 'sova', 'skye']",1847,0.95,196.4,0.93,69%,129.5,0.68,0.32,0.08,0.09,22%,14%
491,Real8,LAZY,"['viper', 'astra', 'omen']",789,0.95,192.9,0.94,69%,122.8,0.68,0.31,0.06,0.07,26%,9%
492,zeeq,HB,"['cypher', 'killjoy', 'kayo']",2857,0.95,185.4,0.92,68%,124.0,0.66,0.22,0.07,0.08,25%,12%
493,zhar,RRQA,"['sova', 'gekko', 'omen']",3932,0.95,189.4,0.91,69%,121.3,0.66,0.35,0.08,0.08,24%,15%
494,alyssa,MY,"['jett', 'raze', 'sova']",2004,0.95,190.5,0.96,70%,126.4,0.68,0.22,0.08,0.11,30%,15%
495,Crouzer,BXM,"['brimstone', 'omen', 'jett']",427,0.95,196.2,0.91,72%,126.9,0.70,0.38,0.08,0.08,24%,15%
496,flippy,SBE,"['skye', 'sova', 'sage']",2593,0.95,189.4,0.94,71%,125.6,0.67,0.30,0.07,0.08,26%,15%
497,BMV,UNC.DN,"['cypher', 'killjoy', 'sage']",2443,0.95,180.1,0.93,73%,117.7,0.65,0.31,0.06,0.08,29%,14%
498,subbey,RDA,"['sova', 'brimstone', 'omen']",3585,0.95,194.1,0.92,69%,127.7,0.68,0.27,0.07,0.07,30%,13%
499,Dizzy,(+3),"['sova', 'gekko', 'fade']",535,0.95,194.5,0.92,69%,126.8,0.68,0.29,0.09,0.10,32%,14%
500,6ixKey,RRQA,"['chamber', 'sova', 'raze']",720,0.95,197.2,0.94,68%,129.7,0.71,0.21,0.13,0.13,22%,19%
501,16Ch0ps,FCY,"['astra', 'cypher', 'jett']",464,0.95,210.2,0.91,64%,138.1,0.73,0.21,0.11,0.15,32%,12%
502,Asteriskk,NMSS,"['jett', 'omen', 'sage']",3839,0.95,177.3,0.94,72%,110.3,0.63,0.34,0.06,0.08,18%,15%
503,PAULTATO,4AM,"['jett', 'sage', 'killjoy']",912,0.95,186.5,0.84,68%,120.3,0.63,0.26,0.06,0.10,22%,12%
504,R1x,HDE,"['sova', 'omen', 'astra']",471,0.95,187.0,0.89,68%,117.8,0.64,0.30,0.08,0.06,28%,7%
505,ray4c,AE,"['raze', 'neon', 'reyna']",2818,0.95,224.1,0.96,70%,140.1,0.74,0.25,0.16,0.18,12%,24%
506,x,v,"['omen', 'astra', 'viper']",3128,0.95,175.0,0.91,71%,113.1,0.62,0.29,0.05,0.06,27%,16%
507,Yoshiii,RC,"['sova', 'jett', 'cypher']",442,0.95,194.6,0.84,71%,134.9,0.63,0.37,0.09,0.08,23%,11%
508,Rafaaaa,LES,"['phoenix', 'omen', 'jett']",1894,0.95,213.2,0.96,71%,136.8,0.73,0.22,0.11,0.12,25%,20%
509,beo,3T,"['jett', 'cypher', 'killjoy']",1486,0.95,214.8,0.98,67%,136.3,0.75,0.21,0.14,0.16,25%,24%
510,Chintu,IHC,"['kayo', 'raze', 'killjoy']",537,0.95,197.9,0.89,67%,131.9,0.67,0.37,0.08,0.11,35%,14%
511,Karin,(+4),"['killjoy', 'reyna', 'yoru']",317,0.95,203.1,0.90,66%,129.9,0.68,0.28,0.11,0.12,20%,11%
512,LBY,REQU,"['brimstone', 'astra', 'breach']",3540,0.94,177.1,0.88,72%,115.7,0.63,0.38,0.06,0.07,31%,10%
513,jkuro,JDG,"['yoru', 'jett', 'skye']",859,0.94,195.5,0.94,71%,125.3,0.68,0.32,0.09,0.11,22%,17%
514,Haetal,(+4),"['raze', 'reyna', 'kayo']",280,0.94,207.8,0.87,64%,135.2,0.70,0.27,0.13,0.13,21%,4%
515,Vuxqt,(+3),"['clove', 'omen', 'brimstone']",843,0.94,190.3,0.85,69%,126.0,0.66,0.39,0.07,0.08,32%,12%
516,benaf,T30,"['jett', 'raze', 'reyna']",1741,0.94,187.6,0.90,69%,124.4,0.67,0.29,0.09,0.10,24%,12%
517,LockM,TEC,"['breach', 'sova', 'cypher']",306,0.94,178.6,0.90,68%,124.2,0.62,0.20,0.06,0.07,30%,19%
518,JdFaker,PRX,"['sova', 'omen', 'brimstone']",2721,0.94,178.7,0.87,72%,115.4,0.59,0.34,0.06,0.06,17%,13%
519,HyPer,277,"['jett', 'sage', 'raze']",277,0.94,203.6,0.93,64%,134.6,0.73,0.10,0.18,0.14,31%,8%
520,B1ngXun,390,"['killjoy', 'cypher', 'clove']",390,0.94,192.3,0.92,67%,131.2,0.66,0.22,0.06,0.10,32%,17%
521,DxN,KZ,"['cypher', 'kayo', 'chamber']",2237,0.94,195.9,0.94,68%,130.7,0.69,0.18,0.12,0.12,21%,13%
522,drus9,Arch,"['reyna', 'killjoy', 'viper']",206,0.94,199.9,0.95,66%,131.6,0.69,0.18,0.09,0.06,23%,14%
523,jEEE,ZOL,"['astra', 'viper', 'sova']",2923,0.94,185.4,0.89,71%,124.1,0.64,0.34,0.07,0.09,27%,15%
524,pannyx,BMG,"['chamber', 'sova', 'jett']",384,0.94,189.0,0.91,67%,128.1,0.67,0.25,0.07,0.09,30%,11%
525,Mad22D,XOXO,"['omen', 'sova', 'fade']",300,0.94,213.8,0.89,64%,140.7,0.73,0.20,0.12,0.16,27%,5%
526,Gadoerzz,APH,"['jett', 'reyna', 'phoenix']",728,0.94,210.6,0.92,66%,134.1,0.73,0.25,0.13,0.14,25%,7%
527,DOXZ3R,AST,"['omen', 'astra', 'harbor']",1825,0.94,186.0,0.89,67%,125.0,0.65,0.26,0.06,0.07,27%,11%
528,Coyote,NE,"['jett', 'raze']",744,0.94,223.0,0.97,68%,145.9,0.77,0.16,0.18,0.17,24%,14%
529,veta,MITH,"['killjoy', 'cypher', 'raze']",255,0.94,218.0,0.99,76%,128.8,0.73,0.18,0.08,0.07,15%,9%
530,RozsteR,XOGG,"['breach', 'skye', 'jett']",434,0.94,220.4,0.92,68%,143.3,0.78,0.15,0.14,0.15,27%,6%
531,Derek,APH,"['viper', 'astra', 'brimstone']",910,0.94,193.1,0.95,71%,126.9,0.67,0.26,0.11,0.12,24%,13%
532,Draxi,OAS,"['brimstone', 'kayo', 'breach']",2777,0.94,174.0,0.89,74%,110.5,0.62,0.40,0.07,0.07,22%,16%
533,xyhond,207,"['sova', 'fade', 'gekko']",207,0.94,178.3,0.90,69%,126.0,0.63,0.29,0.05,0.06,32%,20%
534,Risu,ONIC,"['reyna', 'omen', 'killjoy']",211,0.94,199.6,0.89,73%,129.9,0.69,0.16,0.10,0.15,24%,5%
535,Hermione,MLT,"['sova', 'fade', 'omen']",424,0.94,189.4,0.87,66%,129.3,0.66,0.28,0.09,0.09,32%,5%
536,Dep,(+1),"['iso', 'neon', 'jett']",276,0.94,213.5,0.96,65%,146.7,0.76,0.15,0.15,0.13,31%,7%
537,xcool3,SDB,"['harbor', 'kayo', 'breach']",1096,0.94,184.9,0.92,68%,121.3,0.67,0.20,0.09,0.09,28%,15%
538,Jinx,BLZE,"['skye', 'killjoy', 'breach']",320,0.94,189.4,0.84,68%,124.2,0.66,0.42,0.06,0.08,24%,12%
539,Hakka,NXGA,"['killjoy', 'omen', 'viper']",355,0.94,171.8,0.87,71%,117.6,0.60,0.30,0.08,0.06,31%,16%
540,Eeyore,AE,"['cypher', 'jett', 'killjoy']",3970,0.94,195.6,0.95,68%,128.0,0.68,0.22,0.09,0.11,21%,16%
541,RIZKYMD,Bin,"['omen', 'breach', 'viper']",1780,0.94,187.1,0.94,74%,118.2,0.67,0.33,0.06,0.08,21%,15%
542,Ghost,SNK,"['jett', 'raze', 'sage']",3212,0.94,192.5,0.94,69%,124.6,0.70,0.21,0.10,0.11,31%,14%
543,starrz,CGW,"['cypher', 'breach', 'skye']",290,0.94,171.8,0.87,68%,112.8,0.60,0.36,0.06,0.05,27%,9%
544,Deadly10,RGE,"['jett', 'raze', 'sage']",5109,0.94,210.9,0.95,65%,137.7,0.73,0.18,0.17,0.15,27%,10%
545,Kairo,KZ,"['reyna', 'phoenix', 'jett']",900,0.94,204.0,0.92,68%,129.8,0.71,0.23,0.10,0.12,27%,14%
546,Teetawat,47,"['omen', 'killjoy', 'sage']",643,0.94,199.0,0.91,70%,134.8,0.69,0.21,0.09,0.10,27%,21%
547,Aryu,Kron,"['viper', 'breach', 'phoenix']",4184,0.94,175.0,0.90,70%,119.4,0.62,0.27,0.05,0.07,25%,14%
548,Kel,1MS,"['reyna', 'jett', 'killjoy']",349,0.94,208.3,0.92,70%,138.0,0.70,0.26,0.08,0.11,21%,8%
549,RAHHEY,230,"['astra', 'viper', 'omen']",230,0.94,185.5,0.94,67%,123.9,0.68,0.25,0.06,0.06,21%,13%
550,Antidote,RNTX,"['jett', 'sage', 'raze']",8412,0.94,181.4,0.96,69%,117.8,0.64,0.26,0.08,0.09,25%,16%
551,Logistaa,RVNT,"['killjoy', 'cypher', 'viper']",2477,0.94,187.4,0.91,66%,124.5,0.65,0.23,0.06,0.08,24%,10%
552,SGrap,S2,"['viper', 'killjoy', 'vyse']",558,0.94,191.3,0.94,66%,130.5,0.66,0.22,0.07,0.08,27%,10%
553,Kohliii,DXE,"['omen', 'sova', 'fade']",3056,0.94,185.0,0.84,71%,124.5,0.62,0.35,0.06,0.08,24%,11%
554,Edw4rd,0Zer,"['sage', 'astra', 'viper']",942,0.93,179.4,0.83,69%,117.2,0.60,0.38,0.07,0.10,23%,15%
555,Marcai,XOGG,"['neon', 'jett', 'raze']",441,0.93,223.5,0.91,68%,146.3,0.76,0.20,0.20,0.18,31%,19%
556,strixx,T69,"['jett', 'reyna', 'killjoy']",1146,0.93,209.0,0.90,64%,135.1,0.72,0.16,0.13,0.12,23%,12%
557,maitee,47,"['killjoy', 'cypher', 'jett']",1220,0.93,188.0,0.88,71%,124.8,0.64,0.26,0.07,0.08,23%,16%
558,astr0,OAS,"['omen', 'astra', 'viper']",1757,0.93,182.6,0.88,70%,122.6,0.65,0.30,0.06,0.07,30%,14%
559,Anko,MY,"['sage', 'reyna', 'yoru']",572,0.93,221.6,0.98,67%,140.0,0.77,0.22,0.15,0.17,18%,12%
560,Secre,TSA,"['neon', 'yoru', 'gekko']",408,0.93,196.4,0.86,69%,128.2,0.67,0.28,0.07,0.07,25%,8%
561,BánhMj,RLF,"['skye', 'killjoy', 'sova']",626,0.93,194.2,0.93,67%,128.6,0.70,0.23,0.06,0.09,29%,14%
562,jans0n,RDA,"['jett', 'raze', 'killjoy']",1124,0.93,186.6,0.89,66%,121.9,0.67,0.25,0.07,0.10,26%,8%
563,celll,Onge,"['killjoy', 'omen', 'cypher']",300,0.93,208.4,0.92,68%,142.9,0.71,0.22,0.13,0.15,25%,21%
564,DaFt,UNC.DN,"['jett', 'sova', 'chamber']",1730,0.93,209.0,0.90,69%,138.1,0.71,0.24,0.13,0.14,25%,13%
565,Zeus,NKT,"['sova', 'sage', 'killjoy']",764,0.93,197.6,0.97,73%,128.8,0.65,0.26,0.07,0.11,16%,12%
566,ALLR1GHTT,(+5),"['fade', 'viper', 'harbor']",835,0.93,178.7,0.86,70%,122.7,0.64,0.25,0.07,0.06,33%,12%
567,Flica,SALT,"['killjoy', 'raze', 'jett']",218,0.93,194.7,0.86,65%,132.9,0.68,0.17,0.09,0.09,21%,4%
568,Rambut4n,DXG,"['reyna', 'breach', 'sova']",1902,0.93,181.2,0.85,71%,123.9,0.60,0.32,0.07,0.08,21%,15%
569,Ivory,4F,"['viper', 'omen', 'brimstone']",1950,0.93,202.3,0.93,70%,131.4,0.70,0.25,0.11,0.12,19%,17%
570,Fayce,INFN,"['cypher', 'viper', 'killjoy']",389,0.93,179.1,0.87,69%,116.6,0.63,0.27,0.06,0.05,23%,13%
571,Erumaa,OGX,"['chamber', 'killjoy', 'cypher']",1526,0.93,186.1,0.91,69%,124.3,0.64,0.21,0.08,0.10,18%,13%
572,moefcute,UBT,"['jett', 'kayo', 'sage']",2422,0.93,210.7,0.95,65%,136.3,0.74,0.16,0.16,0.17,29%,15%
573,iNTRO,DK,"['brimstone', 'omen', 'phoenix']",249,0.93,195.3,0.92,67%,120.0,0.67,0.24,0.10,0.10,29%,7%
574,FonTuz,Z11,"['breach', 'skye', 'sova']",1691,0.93,179.2,0.88,70%,119.9,0.63,0.30,0.07,0.07,24%,16%
