,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
335,rey,OXR,"['phoenix', 'omen', 'sage']",679,0.73,163.2,0.71,66%,105.9,0.57,0.36,0.07,0.13,20%,11%
336,Ripper,(+2),"['yoru', 'cypher', 'kayo']",283,0.73,171.3,0.70,57%,108.9,0.59,0.19,0.12,0.14,22%,9%
337,Rixad,5KSt,"['astra', 'omen', 'killjoy']",654,0.73,161.8,0.67,60%,108.4,0.55,0.22,0.06,0.09,28%,7%
338,Maaatrix,3BL,"['breach', 'omen', 'killjoy']",769,0.72,168.5,0.72,61%,111.2,0.57,0.23,0.06,0.11,26%,16%
339,wLn,5KSt,"['cypher', 'viper', 'killjoy']",1102,0.72,151.6,0.67,61%,103.4,0.52,0.16,0.06,0.10,22%,10%
340,Zey,ALM,"['omen', 'brimstone', 'astra']",489,0.72,161.6,0.65,63%,105.4,0.54,0.32,0.06,0.11,27%,6%
341,LUNIX,SPL,"['jett', 'skye', 'raze']",373,0.72,157.8,0.67,56%,100.0,0.55,0.16,0.06,0.12,26%,12%
342,Seanny,Stoi,"['astra', 'viper', 'cypher']",221,0.71,175.5,0.75,62%,105.4,0.61,0.14,0.14,0.12,24%,
343,Exothy,NBL,"['skye', 'sova', 'breach']",497,0.71,161.2,0.62,56%,105.4,0.54,0.22,0.08,0.12,26%,8%
344,YURI,MLC,"['phoenix', 'jett', 'sage']",376,0.71,171.6,0.69,55%,110.5,0.59,0.17,0.07,0.16,29%,9%
345,Levy,GOT,"['breach', 'sage', 'killjoy']",201,0.71,158.7,0.68,59%,100.6,0.55,0.22,0.04,0.14,27%,3%
346,BABABEAST,FLCV,"['breach', 'sova', 'cypher']",447,0.71,136.9,0.66,66%,90.3,0.47,0.27,0.03,0.10,19%,9%
347,He11sing,3BL,"['killjoy', 'skye', 'sage']",239,0.71,162.1,0.67,59%,108.8,0.55,0.19,0.08,0.14,22%,11%
348,Mark,DRGN,"['killjoy', 'fade', 'chamber']",220,0.70,142.5,0.62,58%,94.3,0.48,0.27,0.08,0.10,24%,5%
349,Vandeta,DRGN,"['neon', 'jett', 'raze']",361,0.70,176.5,0.69,61%,116.4,0.59,0.18,0.15,0.20,23%,3%
350,FerrariPICK,MAC,"['raze', 'astra', 'sage']",228,0.70,170.1,0.70,57%,109.7,0.59,0.19,0.09,0.16,21%,14%
351,AvRaK,BJE,"['cypher', 'astra', 'omen']",469,0.70,141.3,0.64,57%,95.4,0.50,0.20,0.04,0.11,27%,14%
352,Mark,NBL,"['sova', 'sage', 'jett']",405,0.69,161.4,0.62,56%,111.5,0.54,0.15,0.08,0.14,29%,5%
353,Lord,ruben,"['sova', 'viper', 'sage']",289,0.69,158.3,0.63,58%,105.2,0.53,0.21,0.04,0.08,21%,8%
354,Zee,Dark,"['breach', 'omen', 'skye']",320,0.68,154.5,0.62,61%,98.9,0.51,0.33,0.07,0.13,16%,14%
355,Kyubi,T2G,"['killjoy', 'omen', 'breach']",220,0.68,149.1,0.63,63%,100.6,0.49,0.15,0.04,0.09,21%,11%
356,Aitch,Drag,"['sova', 'breach', 'raze']",348,0.66,135.7,0.51,65%,90.2,0.43,0.40,0.03,0.07,25%,11%
357,Md,(+1),"['clove', 'omen', 'deadlock']",237,0.66,153.3,0.64,62%,104.7,0.54,0.21,0.04,0.11,29%,13%
358,Marco,SKUL,"['viper', 'cypher', 'breach']",727,0.63,135.5,0.57,58%,92.1,0.47,0.21,0.06,0.10,29%,6%
359,EpicoN,281,['chamber'],281,0.63,127.7,0.61,60%,81.9,0.45,0.15,0.06,0.09,11%,8%
360,YazeedKai,283,"['jett', 'breach', 'sova']",283,0.63,137.4,0.55,57%,99.5,0.46,0.25,0.07,0.09,33%,3%
361,KnightJoe,Elso,"['raze', 'jett', 'cypher']",259,0.61,159.0,0.62,64%,106.4,0.52,0.25,0.11,0.15,20%,5%
362,Sujin,(+1),"['cypher', 'clove', 'omen']",212,0.60,141.2,0.56,55%,96.2,0.48,0.18,0.05,0.15,31%,
363,Animal,SKUL,"['breach', 'raze', 'kayo']",411,0.53,121.6,0.48,56%,81.5,0.41,0.32,0.03,0.12,28%,9%
