key ,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
3124,y0DISH,HLT,"{'chamber', 'jett', 'killjoy'}",495,0.79,154.5,0.78,66,100.7,0.57,0.18,0.06,0.08,29,13
3125,blocker,A3D,"{'sage', 'breach', 'skye'}",595,0.79,166.0,0.72,64,104.2,0.55,0.31,0.08,0.11,24,12
3126,deoz,NoM,"{'sova', 'phoenix', 'reyna'}",235,0.79,184.3,0.75,66,123.8,0.61,0.25,0.10,0.11,30,11
3127,Trepenn,UP,"{'sage', 'skye', 'breach'}",254,0.79,163.3,0.73,69,100.4,0.55,0.38,0.07,0.13,28,21
3128,Paula,Dea,"{'sova', 'viper', 'sage'}",354,0.79,157.7,0.74,65,108.9,0.56,0.29,0.05,0.08,22,18
3129,Satiqa,EG,"{'cypher', 'jett', 'raze'}",269,0.79,186.4,0.74,64,128.3,0.61,0.26,0.10,0.14,21,8
3130,Peter,INS,"{'sova', 'cypher', 'killjoy'}",600,0.79,149.7,0.67,66,97.7,0.51,0.26,0.05,0.09,25,6
3131,TRuve,Forf,"{'killjoy', 'cypher', 'raze'}",1851,0.79,192.5,0.78,65,129.8,0.64,0.30,0.11,0.14,25,12
3132,sim19,DIV,"{'sage', 'sova', 'killjoy'}",310,0.79,183.7,0.78,62,118.1,0.61,0.31,0.08,0.08,25,12
3133,Oktri,AW3,"{'omen', 'jett', 'raze'}",294,0.79,180.8,0.70,62,119.1,0.59,0.18,0.12,0.13,18,2
3134,Salty,Veni,"{'sage', 'astra', 'skye'}",1035,0.79,158.7,0.70,67,104.9,0.54,0.37,0.06,0.09,17,10
3135,nex,(+2),"{'jett', 'phoenix', 'cypher'}",546,0.79,204.2,0.89,63,125.4,0.72,0.15,0.14,0.19,23,17
3136,nookyyy,Valo,"{'sova', 'viper', 'brimstone'}",290,0.79,170.5,0.75,58,116.0,0.57,0.29,0.05,0.09,28,14
3137,Tommy,mGa,"{'sova', 'skye', 'kayo'}",381,0.79,166.8,0.73,66,108.9,0.58,0.38,0.07,0.11,33,5
3138,arch,B8,"{'raze', 'sage', 'breach'}",3952,0.79,158.3,0.74,66,106.1,0.55,0.28,0.06,0.09,23,16
3139,Vilperi,KINU,"{'cypher', 'killjoy', 'sova'}",969,0.79,166.2,0.72,62,109.6,0.55,0.23,0.07,0.09,20,10
3140,kingHaS,Acon,"{'omen', 'breach', 'killjoy'}",1811,0.79,152.6,0.75,64,100.9,0.54,0.26,0.06,0.09,23,12
3141,Sane,EK,"{'sage', 'sova', 'viper'}",876,0.79,162.6,0.72,61,113.2,0.55,0.27,0.06,0.11,24,10
3142,xPatrycksio,O2G,"{'chamber', 'jett', 'raze'}",312,0.79,187.0,0.79,65,127.3,0.63,0.21,0.11,0.17,23,14
3143,Ximy,MT,"{'neon', 'sage', 'kayo'}",774,0.79,169.7,0.75,66,109.5,0.59,0.35,0.08,0.14,29,14
3144,Molvn,Team,"{'breach', 'raze', 'sage'}",439,0.79,163.3,0.76,61,113.2,0.57,0.25,0.04,0.08,28,7
3145,nosby,(+3),"{'breach', 'sova', 'viper'}",359,0.79,148.1,0.75,67,97.6,0.53,0.28,0.02,0.04,26,2
3146,legiT,DOES,"{'cypher', 'killjoy', 'viper'}",242,0.79,172.2,0.72,64,119.4,0.55,0.18,0.07,0.12,19,15
3147,temoc,FNC,"{'cypher', 'breach', 'astra'}",327,0.79,156.5,0.70,64,108.6,0.53,0.26,0.07,0.08,21,17
3148,John9,All,"{'omen', 'viper', 'astra'}",1149,0.79,155.8,0.71,64,103.1,0.54,0.28,0.07,0.11,21,11
3149,shakie,DRAG,"{'chamber', 'sage', 'breach'}",222,0.79,178.6,0.79,59,116.6,0.61,0.19,0.10,0.14,27,11
3150,V1CE,LLH,"{'killjoy', 'cypher', 'sage'}",221,0.79,134.7,0.67,74,80.1,0.45,0.27,0.02,0.05,19,
3151,June,CGK,"{'killjoy', 'cypher'}",332,0.79,174.7,0.82,67,120.4,0.59,0.21,0.09,0.11,19,12
3152,unrivaled,4RL,"{'sova', 'fade'}",307,0.79,153.6,0.70,65,105.3,0.54,0.26,0.05,0.08,23,8
3153,rebelz,mm,"{'jett', 'raze', 'skye'}",297,0.79,182.0,0.78,69,121.9,0.64,0.19,0.15,0.14,27,
3154,MACHYY1,SMP,"{'brimstone', 'breach', 'sage'}",1052,0.79,160.0,0.72,67,100.3,0.55,0.30,0.08,0.12,21,8
3155,zRai,gief,"{'sage', 'sova', 'viper'}",543,0.79,156.7,0.66,60,108.9,0.53,0.22,0.06,0.09,27,6
3156,gRIGUAj,HGE,"{'raze', 'brimstone', 'omen'}",562,0.79,172.8,0.71,67,108.1,0.56,0.31,0.10,0.13,15,12
3157,Lara,ATNR,{'killjoy'},371,0.79,174.0,0.78,65,118.3,0.60,0.15,0.07,0.08,18,13
3158,TopLuciano,(+2),"{'omen', 'yoru', 'iso'}",219,0.79,181.5,0.74,69,117.9,0.60,0.32,0.11,0.14,29,14
3159,MARTHA,Bonk,"{'raze', 'jett'}",394,0.79,185.1,0.73,66,129.9,0.62,0.21,0.12,0.16,20,21
3160,Raiden,Anyw,"{'reyna', 'raze', 'killjoy'}",364,0.79,210.4,1.03,53,134.5,0.73,0.19,0.09,0.09,18,26
3161,belmonte,ANM,"{'sova', 'omen', 'brimstone'}",587,0.79,150.6,0.72,62,99.8,0.51,0.25,0.05,0.10,25,13
3162,Sammo,BPC,"{'killjoy', 'omen', 'reyna'}",264,0.79,171.5,0.75,59,107.8,0.62,0.21,0.07,0.14,29,16
3163,Shura,axol,"{'jett', 'raze', 'reyna'}",584,0.79,194.5,0.83,61,126.4,0.68,0.15,0.16,0.23,22,6
3164,zaina,GnG.W,"{'killjoy', 'sage', 'chamber'}",390,0.79,166.0,0.74,66,104.1,0.59,0.29,0.07,0.09,25,8
3165,pr0phet,K10,"{'raze', 'jett', 'omen'}",263,0.78,163.4,0.68,62,105.7,0.55,0.32,0.07,0.17,26,4
3166,ALLIN,Team,"{'cypher', 'sage', 'astra'}",2439,0.78,174.5,0.78,65,113.9,0.60,0.26,0.09,0.12,22,9
3167,Afellay9,YZ,"{'phoenix', 'sage', 'breach'}",208,0.78,157.8,0.67,65,108.6,0.53,0.41,0.05,0.09,24,8
3168,siigN,153,"{'reyna', 'jett', 'cypher'}",201,0.78,187.8,0.75,73,122.9,0.61,0.19,0.15,0.14,23,9
3169,Alora,(+7),"{'skye', 'breach', 'gekko'}",446,0.78,152.0,0.70,58,96.6,0.54,0.21,0.06,0.09,30,13
3170,pociong,hu1,"{'killjoy', 'phoenix', 'reyna'}",201,0.78,192.7,0.72,64,124.4,0.61,0.22,0.08,0.14,21,11
3171,Lando,AXL,"{'omen', 'sage', 'skye'}",566,0.78,164.2,0.73,66,108.0,0.58,0.32,0.07,0.11,26,11
3172,Daid,F1,"{'sova', 'breach', 'omen'}",210,0.78,176.5,0.71,58,118.4,0.60,0.14,0.06,0.12,24,10
3173,melloney,LXT,"{'skye', 'viper', 'killjoy'}",249,0.78,165.8,0.72,67,111.6,0.57,0.31,0.09,0.08,25,4
3174,Spitzer,NOVO.NI,"{'sova', 'viper', 'fade'}",505,0.78,159.0,0.66,66,111.0,0.51,0.29,0.05,0.09,14,10
3175,BulGameR,WYG,"{'jett', 'killjoy', 'cypher'}",206,0.78,172.6,0.76,62,109.0,0.59,0.14,0.08,0.13,17,3
3176,exayy,PRZ,"{'phoenix', 'reyna', 'raze'}",207,0.78,193.3,0.75,64,128.5,0.65,0.22,0.07,0.13,22,12
3177,Fanca,VX3,"{'sova', 'fade', 'sage'}",296,0.78,161.6,0.72,63,112.7,0.57,0.21,0.10,0.11,29,11
3178,RamsZZ,unde,"{'breach', 'kayo', 'skye'}",263,0.78,159.3,0.70,67,109.2,0.52,0.41,0.06,0.07,28,9
3179,summoNN,1M,"{'cypher', 'jett', 'brimstone'}",307,0.78,153.7,0.67,63,103.4,0.53,0.31,0.04,0.07,26,4
3180,Tishler,HEET,"{'sova', 'sage', 'breach'}",657,0.78,186.9,0.92,59,126.3,0.65,0.29,0.05,0.08,19,15
3181,furislayer,(+1),"{'sage', 'sova', 'omen'}",318,0.78,157.9,0.80,71,105.1,0.54,0.27,0.04,0.06,25,9
3182,Cille,HERO,"{'phoenix', 'omen', 'viper'}",3224,0.78,159.7,0.75,66,107.5,0.56,0.28,0.06,0.09,29,13
3183,jumi,XPER,"{'killjoy', 'viper', 'cypher'}",309,0.78,160.9,0.75,60,110.5,0.59,0.19,0.05,0.08,23,15
3184,VlaDéDé,LYO,"{'omen', 'breach', 'sage'}",1142,0.78,181.2,0.86,64,115.9,0.64,0.28,0.08,0.13,22,18
3185,nlykie,Eter,"{'jett', 'raze', 'neon'}",295,0.78,198.7,0.81,62,131.0,0.68,0.13,0.22,0.24,22,14
3186,Flarich,PURP,"{'sage', 'reyna', 'cypher'}",244,0.78,146.1,0.76,63,108.1,0.55,0.20,0.04,0.07,25,19
3187,dOME,TOG,"{'skye', 'breach', 'viper'}",293,0.78,167.3,0.72,65,108.9,0.57,0.32,0.08,0.12,32,7
3188,Cleopatra,PING,"{'raze', 'jett', 'sage'}",680,0.78,166.3,0.68,67,111.9,0.55,0.31,0.06,0.08,23,12
3189,allex,EMS,"{'omen', 'raze', 'sova'}",281,0.78,166.6,0.71,60,108.4,0.57,0.23,0.07,0.08,29,15
3190,nelv1,KMK,"{'jett', 'raze', 'cypher'}",443,0.78,187.3,0.76,58,121.7,0.65,0.16,0.13,0.16,25,14
3191,W4siLi,Lixa,"{'breach', 'skye', 'killjoy'}",470,0.78,161.7,0.77,67,106.2,0.57,0.20,0.07,0.09,24,22
3192,Noor,TWIS.O,"{'fade', 'tejo', 'clove'}",251,0.78,154.6,0.73,69,103.0,0.56,0.32,0.06,0.06,32,6
3193,Tinylady,ITB.P,"{'jett', 'sage', 'raze'}",421,0.78,188.4,0.76,64,122.6,0.62,0.21,0.12,0.19,23,10
3194,dash,BLX,"{'breach', 'killjoy', 'cypher'}",521,0.78,164.8,0.66,63,111.7,0.54,0.30,0.06,0.09,25,10
3195,benjo,DOES,"{'omen', 'sova', 'killjoy'}",376,0.77,171.6,0.70,63,113.9,0.56,0.22,0.08,0.14,25,14
3196,raaka,FH,"{'sage', 'killjoy', 'viper'}",333,0.77,156.2,0.71,60,109.4,0.55,0.20,0.06,0.08,24,3
3197,Mukke,Sunn,"{'sage', 'breach', 'phoenix'}",2179,0.77,164.3,0.73,65,109.6,0.57,0.32,0.06,0.11,25,12
3198,Nat,(+3),"{'deadlock', 'fade', 'vyse'}",215,0.77,162.0,0.65,58,115.0,0.52,0.18,0.06,0.09,23,3
3199,djaz,NFM,"{'killjoy', 'cypher', 'viper'}",349,0.77,173.3,0.68,61,112.6,0.56,0.18,0.09,0.09,20,12
3200,Shalaby,RAAD,"{'raze', 'skye', 'sage'}",440,0.77,183.6,0.78,68,119.0,0.60,0.25,0.11,0.15,21,9
3201,Rya,LLH,"{'jett', 'cypher', 'reyna'}",237,0.77,173.8,0.76,61,116.1,0.61,0.22,0.09,0.06,26,8
3202,hitti,HLT,"{'breach', 'reyna', 'tejo'}",643,0.77,153.9,0.71,65,100.5,0.54,0.33,0.07,0.09,35,8
3203,Silliam,SWEP,"{'fade', 'deadlock', 'sova'}",256,0.77,161.9,0.70,67,100.3,0.55,0.35,0.04,0.12,27,14
3204,KOBYLOVE,DIVA,"{'phoenix', 'sage', 'breach'}",569,0.77,165.9,0.71,63,109.3,0.56,0.33,0.04,0.09,20,7
3205,Pellow,MTF,"{'killjoy', 'cypher', 'sage'}",224,0.77,186.3,0.78,61,115.9,0.61,0.20,0.16,0.15,23,12
3206,Unbreakable,RV,"{'breach', 'jett', 'sova'}",695,0.77,157.1,0.72,66,103.5,0.54,0.27,0.05,0.09,24,14
3207,Lava,FFV,"{'viper', 'neon', 'jett'}",241,0.77,175.8,0.80,63,112.9,0.63,0.15,0.09,0.12,30,4
3208,ZanderM,Gief,"{'omen', 'viper', 'reyna'}",1223,0.77,162.2,0.74,63,108.2,0.57,0.24,0.08,0.12,23,15
3209,Nora,Colo,"{'jett', 'neon', 'raze'}",376,0.77,190.0,0.78,64,126.5,0.67,0.20,0.18,0.22,23,4
3210,APEX,O2G,"{'sage', 'sova', 'killjoy'}",380,0.77,172.1,0.72,57,118.9,0.59,0.19,0.07,0.12,26,5
3211,Chechuu,MT,"{'breach', 'omen', 'brimstone'}",1214,0.77,161.1,0.69,63,107.3,0.54,0.28,0.07,0.11,27,11
3212,iKill,HOF,"{'brimstone', 'viper', 'omen'}",218,0.77,169.0,0.68,61,119.9,0.57,0.25,0.09,0.10,33,4
3213,Kayn,GTZ,"{'breach', 'reyna', 'raze'}",790,0.77,168.8,0.71,66,106.2,0.57,0.31,0.08,0.14,25,8
3214,g0rdie,hu1,"{'raze', 'sova', 'breach'}",217,0.77,157.4,0.73,66,104.5,0.53,0.29,0.04,0.06,28,6
3215,Rokoo,Clic,"{'sova', 'skye', 'jett'}",349,0.77,175.9,0.78,56,114.4,0.62,0.19,0.07,0.13,21,18
3216,Syllene,FF,"{'raze', 'cypher', 'reyna'}",723,0.77,165.9,0.76,64,111.5,0.59,0.21,0.09,0.13,29,11
3217,MERZ,PLS,"{'killjoy', 'omen', 'harbor'}",1366,0.77,160.6,0.72,66,104.1,0.55,0.36,0.07,0.11,25,15
3218,Rryka,Cram,"{'sova', 'breach', 'kayo'}",494,0.76,143.6,0.64,68,94.0,0.48,0.48,0.02,0.06,21,14
3219,Noemium,LUA,"{'raze', 'jett', 'yoru'}",309,0.76,190.9,0.72,62,133.3,0.61,0.19,0.13,0.18,23,8
3220,felito,TOG,"{'jett', 'sova', 'fade'}",252,0.76,150.1,0.68,57,95.4,0.55,0.17,0.06,0.11,25,16
3221,b0rja,GG,"{'raze', 'killjoy', 'phoenix'}",739,0.76,191.4,0.80,63,126.1,0.64,0.18,0.13,0.16,24,18
3222,SnapS,Boos,"{'jett', 'sage', 'raze'}",778,0.76,161.9,0.75,63,106.5,0.56,0.18,0.09,0.14,30,8
3223,legoo,S2G,"{'reyna', 'raze', 'omen'}",1252,0.76,164.5,0.72,66,109.0,0.55,0.24,0.06,0.11,20,14
3224,dociless,SANGAL,"{'sage', 'killjoy', 'cypher'}",682,0.76,167.4,0.71,62,114.2,0.58,0.18,0.07,0.10,21,5
3225,guedeszy,FXL,"{'breach', 'astra', 'skye'}",392,0.76,150.7,0.69,67,101.6,0.53,0.34,0.05,0.09,22,20
3226,newzki,(+2),"{'sova', 'phoenix', 'sage'}",223,0.76,171.3,0.69,66,106.9,0.57,0.24,0.04,0.11,20,9
3227,storm,NÖF,"{'breach', 'sova', 'jett'}",354,0.76,156.1,0.68,62,104.4,0.51,0.27,0.07,0.10,23,11
3228,puckA,VosF,"{'astra', 'omen', 'viper'}",299,0.76,133.1,0.65,69,90.9,0.47,0.30,0.03,0.06,23,6
3229,Hax,HOF,"{'neon', 'jett', 'raze'}",222,0.76,187.2,0.74,57,122.1,0.65,0.15,0.15,0.21,35,
3230,Kyppi,Impr,"{'astra', 'viper', 'omen'}",218,0.76,148.9,0.66,65,98.3,0.53,0.28,0.07,0.08,18,10
3231,mavi,Myth,"{'omen', 'brimstone', 'killjoy'}",296,0.76,178.7,0.74,66,116.6,0.59,0.32,0.09,0.12,21,9
3232,pAn,Valo,"{'raze', 'jett'}",260,0.76,184.7,0.77,61,117.2,0.63,0.15,0.15,0.23,23,8
3233,Magni,SHIN,"{'jett', 'raze', 'astra'}",264,0.76,184.7,0.73,62,120.1,0.62,0.24,0.15,0.21,22,10
3234,luci,5STA,"{'killjoy', 'cypher', 'viper'}",278,0.76,157.0,0.74,60,95.5,0.56,0.15,0.07,0.11,25,8
3235,Pukytoo,LK,"{'sage', 'neon', 'jett'}",429,0.76,165.8,0.73,64,107.5,0.57,0.27,0.11,0.12,28,22
3236,Lissu,RZN,"{'fade', 'sova', 'cypher'}",387,0.76,157.6,0.72,64,105.1,0.57,0.24,0.06,0.13,18,16
3237,gmA,FUZO,"{'viper', 'brimstone', 'killjoy'}",737,0.76,155.4,0.72,62,104.7,0.55,0.20,0.05,0.11,26,16
3238,Destina,MadW,"{'sage', 'sova', 'killjoy'}",609,0.76,168.4,0.69,62,114.6,0.55,0.27,0.06,0.09,26,7
3239,VapeRoald,TD,"{'jett', 'phoenix', 'killjoy'}",206,0.76,176.4,0.71,61,115.6,0.60,0.16,0.13,0.19,21,6
3240,duy,cs,"{'sage', 'reyna', 'raze'}",708,0.75,145.1,0.67,61,99.8,0.53,0.25,0.05,0.08,36,13
3241,Sosorry,GTG,"{'omen', 'brimstone'}",210,0.75,145.0,0.69,68,101.6,0.50,0.40,0.05,0.04,30,4
3242,littlesataN1,GG,"{'breach', 'sage', 'astra'}",214,0.75,141.1,0.58,58,87.5,0.47,0.33,0.06,0.07,21,6
3243,amarneth,(+6),"{'sage', 'skye', 'breach'}",665,0.75,147.7,0.66,63,92.4,0.50,0.30,0.06,0.11,30,6
3244,Panamera,Tama,"{'astra', 'sova', 'kayo'}",303,0.75,161.0,0.66,60,108.8,0.55,0.24,0.06,0.12,17,2
3245,flowia,IWC.F,"{'kayo', 'killjoy', 'sage'}",483,0.75,168.6,0.75,61,109.5,0.61,0.13,0.08,0.09,25,13
3246,Miona,SANGAL,"{'sova', 'viper', 'killjoy'}",214,0.75,175.9,0.71,61,118.0,0.60,0.22,0.05,0.12,25,4
3247,Deken,NGF,"{'raze', 'jett', 'sage'}",201,0.75,181.7,0.79,67,111.3,0.61,0.24,0.06,0.05,27,3
3248,Noir,Lost,"{'sova', 'skye', 'fade'}",289,0.75,159.4,0.74,59,111.6,0.57,0.14,0.09,0.14,37,14
3249,DmGod,JH,"{'brimstone', 'omen', 'viper'}",373,0.75,185.9,0.78,61,124.3,0.64,0.18,0.10,0.14,22,15
3250,NKLS,OVA,"{'cypher', 'reyna', 'killjoy'}",1326,0.75,155.0,0.73,66,102.8,0.55,0.23,0.08,0.10,23,6
3251,Juja,IL,"{'brimstone', 'omen', 'astra'}",235,0.75,152.3,0.69,69,100.5,0.53,0.38,0.08,0.09,22,14
3252,yerk,Cryp,"{'cypher', 'killjoy', 'jett'}",459,0.75,181.7,0.72,53,122.0,0.63,0.14,0.16,0.21,20,11
3253,Musyka,DSY,"{'killjoy', 'cypher', 'jett'}",307,0.75,150.3,0.66,64,103.3,0.53,0.22,0.04,0.09,25,7
3254,euphoria,EMUs,"{'cypher', 'vyse', 'reyna'}",246,0.75,159.4,0.67,63,104.0,0.54,0.19,0.09,0.09,23,8
3255,traich,ECO,"{'breach', 'kayo', 'sage'}",352,0.75,148.4,0.71,68,99.3,0.49,0.29,0.08,0.15,24,9
3256,shortmonkei,UwU,"{'astra', 'viper', 'omen'}",221,0.75,155.1,0.63,57,101.4,0.51,0.29,0.10,0.09,29,
3257,Teltta,(+3),"{'breach', 'viper', 'cypher'}",270,0.75,188.8,0.68,54,124.0,0.61,0.15,0.08,0.13,26,4
3258,Danji,EK,"{'jett', 'neon', 'raze'}",393,0.75,178.6,0.72,62,121.9,0.60,0.18,0.14,0.16,27,22
3259,Jamieeee,AMT,"{'breach', 'killjoy', 'cypher'}",706,0.75,162.4,0.74,59,108.2,0.58,0.19,0.09,0.13,21,12
3260,SWAY,NOM.JR,"{'fade', 'astra', 'killjoy'}",323,0.75,152.4,0.65,65,105.1,0.51,0.23,0.04,0.07,25,13
3261,Aqua,MT,"{'cypher', 'killjoy', 'omen'}",942,0.75,146.6,0.68,64,98.4,0.52,0.32,0.04,0.09,31,15
3262,darkosek,Capr,"{'sova', 'brimstone', 'breach'}",461,0.75,166.7,0.71,62,113.9,0.57,0.27,0.05,0.10,24,5
3263,DRK,OTK,"{'viper', 'raze', 'astra'}",617,0.74,145.5,0.68,63,98.6,0.51,0.22,0.04,0.08,23,7
3264,redwesty,sard,"{'viper', 'omen', 'kayo'}",474,0.74,161.5,0.69,65,110.1,0.54,0.35,0.08,0.11,28,10
3265,Lami,SWAG,"{'breach', 'sova', 'fade'}",231,0.74,154.2,0.68,61,104.2,0.53,0.26,0.03,0.09,22,12
3266,Lunaw0w,NOM.L,"{'killjoy', 'skye', 'astra'}",236,0.74,177.8,0.68,59,119.4,0.58,0.20,0.07,0.14,17,7
3267,Hugstar,AvgJ,"{'raze', 'breach', 'jett'}",794,0.74,217.3,0.96,59,137.4,0.71,0.23,0.13,0.14,15,9
3268,Ché,EXA,"{'skye', 'breach', 'omen'}",407,0.74,162.1,0.71,63,107.2,0.57,0.30,0.05,0.12,28,15
3269,ZeydeR,(+3),"{'skye', 'fade', 'raze'}",397,0.74,165.3,0.71,64,109.8,0.56,0.25,0.06,0.12,21,14
3270,Aphel,(+1),"{'sage', 'killjoy', 'cypher'}",246,0.74,153.5,0.73,64,101.8,0.54,0.20,0.07,0.06,23,13
3271,miyo,234,"{'omen', 'cypher', 'killjoy'}",234,0.74,157.2,0.69,68,106.9,0.54,0.31,0.06,0.09,22,20
3272,RAYZZ,ZTA,"{'breach', 'killjoy', 'omen'}",819,0.74,163.4,0.75,61,105.6,0.59,0.21,0.08,0.10,18,15
3273,eggy,AKA,"{'fade', 'cypher', 'astra'}",442,0.74,148.0,0.65,57,98.7,0.52,0.28,0.06,0.08,28,10
3274,Sabine,201,"{'kayo', 'breach', 'sova'}",201,0.74,145.6,0.61,66,94.4,0.49,0.46,0.07,0.10,19,8
3275,Rasney,VosF,"{'omen', 'sova', 'skye'}",203,0.74,182.3,0.79,59,119.2,0.66,0.12,0.08,0.18,35,
3276,Desmo,LEV,"{'cypher', 'sova', 'breach'}",611,0.74,143.9,0.67,61,95.7,0.51,0.20,0.06,0.09,29,11
3277,Serina,GORG,"{'chamber', 'reyna', 'killjoy'}",346,0.74,169.4,0.71,58,113.4,0.57,0.13,0.09,0.10,22,5
3278,Flutura,GORG,"{'astra', 'omen', 'jett'}",303,0.74,186.8,0.72,59,124.9,0.62,0.18,0.17,0.19,26,17
3279,Stokesy,RUD,"{'brimstone', 'sage', 'omen'}",742,0.74,149.0,0.64,63,99.1,0.50,0.27,0.04,0.10,26,6
3280,bruhbruhfish,16,"{'killjoy', 'cypher', 'raze'}",300,0.74,168.8,0.74,64,112.8,0.58,0.16,0.09,0.11,32,3
3281,Vam,TU.O,"{'breach', 'sova', 'fade'}",251,0.74,161.4,0.65,65,110.1,0.53,0.37,0.07,0.10,29,7
3282,aztex,HG,"{'reyna', 'skye', 'sova'}",659,0.74,162.7,0.69,64,108.6,0.57,0.24,0.10,0.12,24,6
3283,piccalily,SSP,"{'brimstone', 'omen', 'viper'}",649,0.74,158.4,0.71,61,107.2,0.54,0.27,0.06,0.08,34,10
3284,Tey,GLD.GC,"{'sova', 'fade', 'breach'}",203,0.74,165.7,0.67,65,106.0,0.55,0.27,0.07,0.05,32,7
3285,perfect,CE,"{'breach', 'omen', 'viper'}",992,0.73,165.5,0.80,63,106.9,0.57,0.33,0.04,0.07,19,14
3286,dere,5exN,"{'sova', 'viper', 'raze'}",434,0.73,189.6,0.69,61,127.8,0.58,0.31,0.07,0.11,17,11
3287,menace,Lank,"{'sova', 'raze', 'sage'}",256,0.73,209.3,0.97,66,136.1,0.71,0.25,0.05,0.04,24,10
3288,HellRose,IRIS,"{'skye', 'sage', 'viper'}",512,0.73,163.1,0.66,63,108.0,0.53,0.34,0.08,0.14,16,16
3289,Palo,GG,"{'breach', 'sage', 'skye'}",347,0.73,144.7,0.63,68,97.2,0.50,0.33,0.06,0.16,28,9
3290,Narcius,MadW,"{'viper', 'astra', 'brimstone'}",740,0.73,164.4,0.69,63,111.9,0.56,0.26,0.04,0.11,22,8
3291,Abdulelah,(+2),"{'kayo', 'breach', 'astra'}",207,0.73,149.4,0.62,62,100.3,0.50,0.37,0.04,0.10,24,4
3292,ImMDez,Aspi,"{'killjoy', 'cypher', 'omen'}",629,0.73,167.8,0.70,60,109.1,0.55,0.28,0.12,0.14,21,23
3293,eDDi,(+6),"{'raze', 'jett', 'sage'}",461,0.73,181.8,0.77,63,115.1,0.61,0.29,0.05,0.06,18,3
3294,Lenny,BFG,"{'jett', 'cypher', 'raze'}",207,0.73,189.0,0.72,59,120.4,0.62,0.14,0.16,0.20,20,18
3295,reach,Colo,"{'breach', 'sova', 'skye'}",301,0.73,142.9,0.61,67,94.4,0.46,0.44,0.04,0.06,21,13
3296,jjuusob,(+3),"{'raze', 'killjoy', 'jett'}",272,0.73,152.3,0.67,61,104.3,0.54,0.18,0.06,0.13,26,8
3297,LDP,DRAG,"{'sage', 'astra', 'viper'}",466,0.73,162.7,0.67,63,113.1,0.55,0.30,0.08,0.12,23,5
3298,Naint,ZYG,"{'omen', 'sova', 'viper'}",500,0.73,159.1,0.71,62,103.3,0.52,0.27,0.06,0.14,23,7
3299,kayban,HOF,"{'raze', 'skye', 'sage'}",516,0.73,148.3,0.64,63,99.6,0.51,0.28,0.03,0.09,32,11
3300,aliya,NB,"{'skye', 'jett', 'gekko'}",411,0.73,144.1,0.65,64,100.3,0.50,0.27,0.02,0.11,21,15
3301,SixK9,Mill,"{'breach', 'raze', 'sage'}",250,0.73,181.7,0.67,64,118.4,0.57,0.36,0.12,0.13,29,6
3302,necaX,EGN,"{'phoenix', 'omen', 'killjoy'}",406,0.73,165.7,0.69,61,109.7,0.55,0.24,0.08,0.13,28,9
3303,w0dash,Capr,"{'skye', 'jett', 'raze'}",311,0.73,192.1,0.74,58,127.5,0.63,0.20,0.12,0.21,24,4
3304,allthewayPat,XPS,"{'astra', 'omen', 'brimstone'}",413,0.73,142.9,0.63,61,98.3,0.49,0.27,0.05,0.09,28,11
3305,Typos,(+2),"{'killjoy', 'viper', 'sage'}",246,0.73,156.8,0.69,62,106.3,0.53,0.23,0.10,0.11,25,15
3306,zorrele,GG,"{'omen', 'brimstone', 'viper'}",544,0.72,180.1,0.76,59,117.4,0.63,0.23,0.06,0.12,26,3
3307,ZeroGhost,NXT,"{'raze', 'breach', 'skye'}",256,0.72,153.7,0.66,65,107.7,0.54,0.26,0.05,0.12,24,8
3308,SUGABOB,(+2),"{'jett', 'omen', 'sage'}",234,0.72,167.1,0.69,66,103.3,0.55,0.24,0.12,0.14,20,7
3309,Neskko,Mega,"{'jett', 'killjoy', 'cypher'}",317,0.72,163.3,0.78,59,103.0,0.60,0.12,0.08,0.14,28,16
3310,darz,ANO,"{'omen', 'sage', 'viper'}",371,0.72,153.4,0.68,63,100.6,0.54,0.22,0.05,0.09,27,8
3311,DaNi,TGH,"{'reyna', 'skye', 'raze'}",319,0.72,158.6,0.68,65,109.1,0.55,0.20,0.09,0.14,22,
3312,Sigmundr,FOCU,"{'killjoy', 'jett', 'raze'}",590,0.72,167.1,0.71,63,111.5,0.55,0.23,0.10,0.11,15,11
3313,squeazy,DIV,"{'raze', 'sage', 'jett'}",367,0.72,141.5,0.67,61,97.0,0.53,0.22,0.05,0.08,30,8
3314,BazooM,Call,"{'omen', 'killjoy', 'astra'}",289,0.72,156.1,0.61,66,98.0,0.52,0.28,0.11,0.16,30,11
3315,Mavera,S2G,"{'sage', 'sova', 'cypher'}",1383,0.72,162.8,0.81,67,103.4,0.55,0.34,0.05,0.07,17,13
3316,Viv,XL.GC,"{'fade', 'sova', 'brimstone'}",424,0.72,153.1,0.65,68,98.8,0.53,0.40,0.06,0.09,18,2
3317,Hadi,Team,"{'astra', 'omen', 'viper'}",761,0.72,146.8,0.71,61,97.5,0.52,0.24,0.04,0.08,24,13
3318,corr0,TBG,"{'breach', 'sova', 'kayo'}",1625,0.72,135.6,0.63,67,90.1,0.46,0.37,0.04,0.07,19,8
