key ,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
1183,PsykovskY,(+1),"{'cypher', 'killjoy', 'sova'}",215,0.73,149.5,0.67,62,95.5,0.53,0.14,0.03,0.07,18,12
1184,IcaaaPftw,RDA,"{'breach', 'omen', 'jett'}",309,0.73,176.7,0.74,57,115.1,0.62,0.22,0.09,0.16,20,10
1185,Panda,DIE,"{'omen', 'viper'}",363,0.73,145.9,0.71,66,96.0,0.52,0.32,0.06,0.10,35,16
1186,diver,ABC,"{'jett', 'breach', 'killjoy'}",310,0.72,152.9,0.62,63,101.8,0.49,0.17,0.09,0.15,13,13
1187,Hirenkyaku,(+5),"{'breach', 'sova', 'viper'}",214,0.72,167.6,0.68,60,111.1,0.58,0.16,0.08,0.14,27,8
1188,jaymomo,S2,"{'killjoy', 'viper', 'kayo'}",241,0.72,144.8,0.65,60,107.2,0.52,0.26,0.05,0.09,23,8
1189,Near,AST,"{'sova', 'chamber', 'gekko'}",325,0.72,148.5,0.63,61,105.2,0.51,0.25,0.05,0.09,36,9
1190,Kuro,OG,"{'jett', 'neon', 'yoru'}",439,0.72,182.0,0.75,59,116.6,0.63,0.17,0.14,0.22,26,9
1191,omkar09,215,"{'omen', 'sage'}",215,0.72,161.3,0.75,57,101.1,0.62,0.22,0.05,0.09,28,11
1192,BOOMBURAPA,Z11,"{'omen', 'brimstone', 'reyna'}",1293,0.71,165.7,0.77,66,101.1,0.57,0.26,0.08,0.12,16,17
1193,vers4ce,2K,"{'jett', 'raze', 'neon'}",334,0.71,181.9,0.71,55,124.6,0.62,0.15,0.13,0.19,20,8
1194,V3nom,(+3),"{'reyna', 'astra', 'omen'}",299,0.71,153.6,0.71,61,101.4,0.57,0.22,0.07,0.12,26,18
1195,Mochiyx,BIGG,"{'jett', 'astra', 'viper'}",496,0.71,149.8,0.68,63,97.5,0.53,0.25,0.05,0.08,24,15
1196,Pecal,LCR,"{'breach', 'sova', 'sage'}",523,0.70,148.1,0.59,64,102.0,0.46,0.31,0.06,0.11,17,7
1197,KriminaL,FL,"{'sova', 'killjoy', 'breach'}",292,0.70,162.0,0.69,61,109.7,0.56,0.24,0.09,0.09,29,3
1198,kalliqt,BIGG.S,"{'killjoy', 'cypher', 'sova'}",283,0.70,152.4,0.67,58,106.0,0.52,0.16,0.06,0.09,21,7
1199,Orange,Panda,"{'raze', 'jett', 'reyna'}",419,0.70,172.3,0.67,61,119.6,0.57,0.16,0.13,0.20,17,11
1200,Regret,UR,"{'jett', 'reyna', 'brimstone'}",386,0.70,157.2,0.67,63,99.9,0.55,0.19,0.05,0.08,23,8
1201,RushB,NOM,"{'sova', 'breach', 'sage'}",269,0.70,139.2,0.60,65,96.3,0.47,0.26,0.05,0.08,21,11
1202,dumin,GE,"{'sova', 'jett', 'raze'}",308,0.70,167.6,0.63,58,113.3,0.55,0.18,0.14,0.17,26,10
1203,Brozey,VYG,"{'reyna', 'omen', 'phoenix'}",352,0.70,166.9,0.67,66,108.3,0.54,0.24,0.07,0.10,15,9
1204,Sam4irukanji,M42,"{'raze', 'sova', 'breach'}",209,0.70,152.1,0.61,61,106.8,0.51,0.24,0.07,0.14,23,3
1205,mas,NXL,"{'breach', 'gekko', 'skye'}",246,0.70,158.8,0.64,59,105.5,0.53,0.26,0.06,0.11,18,6
1206,ShuvFreakz,MLT,"{'sova', 'sage', 'skye'}",586,0.69,150.1,0.62,59,99.4,0.50,0.21,0.04,0.11,27,7
1207,BenJ,锦,"{'cypher', 'killjoy', 'breach'}",322,0.69,145.8,0.59,57,99.2,0.49,0.22,0.06,0.07,26,11
1208,Protagonist,MYS,"{'sova', 'skye', 'reyna'}",354,0.69,157.7,0.63,61,102.9,0.51,0.30,0.05,0.15,20,9
1209,Binks,T69,"{'raze', 'breach', 'killjoy'}",1253,0.69,178.6,0.68,60,120.8,0.57,0.26,0.09,0.19,14,9
1210,Blaize,LCR,"{'omen', 'jett', 'sage'}",355,0.69,168.4,0.61,59,109.6,0.54,0.24,0.08,0.14,17,5
1211,ChoBz,SUS,"{'jett', 'sage', 'sova'}",417,0.69,166.8,0.69,55,108.6,0.56,0.13,0.08,0.12,18,14
1212,BoNeS,VL,"{'viper', 'killjoy', 'cypher'}",854,0.69,156.6,0.68,61,103.1,0.55,0.21,0.07,0.11,29,6
1213,HOWBOUDAT,NTLN,"{'jett', 'neon', 'raze'}",210,0.68,178.4,0.66,55,113.6,0.58,0.20,0.13,0.20,15,11
1214,Naiko,BAS.K,"{'skye', 'breach', 'sova'}",328,0.68,146.1,0.63,65,100.6,0.51,0.33,0.05,0.12,22,17
1215,rTd,NXLGA,"{'jett', 'sage', 'reyna'}",228,0.67,162.3,0.61,59,109.2,0.52,0.21,0.11,0.17,18,28
1216,afterglow,(+2),"{'viper', 'kayo', 'breach'}",224,0.67,147.5,0.63,64,96.5,0.50,0.22,0.05,0.05,27,11
1217,fancy9,XLE,"{'cypher', 'sage', 'killjoy'}",584,0.67,154.5,0.65,58,107.2,0.54,0.15,0.06,0.12,25,13
1218,VADE,Z11,"{'viper', 'killjoy', 'cypher'}",478,0.67,129.4,0.63,62,87.2,0.46,0.22,0.06,0.10,32,17
1219,yvie,wiwi,"{'omen', 'cypher', 'killjoy'}",225,0.66,155.4,0.67,60,100.5,0.52,0.21,0.07,0.18,22,13
1220,QueYa,ROA,"{'breach', 'sova', 'harbor'}",538,0.66,153.4,0.60,61,100.4,0.50,0.29,0.06,0.09,28,11
1221,Suga,FSHR,"{'sova', 'killjoy', 'skye'}",333,0.65,155.6,0.59,57,105.8,0.49,0.28,0.05,0.10,19,13
1222,hacker,DXE,"{'killjoy', 'brimstone', 'omen'}",241,0.65,139.6,0.60,65,95.5,0.47,0.23,0.02,0.09,22,8
1223,Timm,(+3),"{'sage', 'omen', 'brimstone'}",304,0.65,146.9,0.69,64,87.1,0.52,0.23,0.06,0.14,21,9
1224,FErrr,DEWA,"{'sage', 'killjoy', 'yoru'}",285,0.65,158.9,0.62,61,101.9,0.52,0.25,0.08,0.13,17,9
1225,Cherzinga,SYNC,"{'brimstone', 'omen', 'sage'}",264,0.64,141.5,0.55,62,93.4,0.46,0.31,0.04,0.11,19,14
1226,REDE,208,"{'raze', 'sage'}",208,0.63,151.0,0.61,61,105.4,0.48,0.19,0.10,0.16,23,23
1227,TOR,XIA,"{'sova', 'sage', 'jett'}",293,0.63,161.9,0.71,62,109.1,0.54,0.31,0.06,0.09,12,9
1228,naikzera,322,"{'killjoy', 'viper'}",322,0.62,137.2,0.57,55,91.1,0.46,0.15,0.03,0.13,19,6
1229,Somethai,BAAM,"{'fade', 'sova', 'skye'}",495,0.62,147.4,0.59,55,98.3,0.50,0.28,0.08,0.16,29,18
1230,Erz4h,(+4),"{'killjoy', 'sage', 'brimstone'}",281,0.62,169.0,0.71,63,109.2,0.56,0.32,0.09,0.18,23,7
1231,DPJake,ABC,"{'omen', 'phoenix', 'reyna'}",206,0.61,149.2,0.67,58,95.1,0.53,0.16,0.06,0.05,20,5
1232,Surp33m,2V5,"{'cypher', 'viper', 'omen'}",211,0.60,134.8,0.59,59,93.4,0.45,0.19,0.03,0.09,23,7
1233,Caliburnho,full,"{'killjoy', 'cypher', 'jett'}",260,0.59,137.1,0.54,58,97.5,0.45,0.18,0.07,0.15,17,4
1234,Pigruto,CBD,"{'killjoy', 'sova', 'jett'}",384,0.59,122.8,0.53,54,85.9,0.42,0.16,0.04,0.10,22,9
1235,RZK,ALLG,"{'omen', 'jett', 'phoenix'}",265,0.58,162.1,0.66,48,104.9,0.52,0.16,0.08,0.12,13,7
1236,1ccug,VIC,"{'reyna', 'sage', 'omen'}",257,0.55,133.1,0.48,54,91.2,0.41,0.24,0.04,0.14,21,12
1237,Good,Guy,"{'phoenix', 'jett', 'sage'}",239,0.50,171.8,0.71,47,113.9,0.59,0.19,0.15,0.21,21,9
1238,BRZ,RGE,"{'cypher', 'killjoy', 'jett'}",335,0.49,167.6,0.75,53,105.0,0.59,0.16,0.08,0.14,21,
1239,CAS,ARC,"{'phoenix', 'reyna', 'cypher'}",244,0.47,146.2,0.66,54,92.2,0.51,0.20,0.06,0.09,16,25
1240,Pooh1Tap,SP,"{'jett', 'cypher', 'raze'}",1121,,232.7,1.22,,141.1,0.81,0.19,0.17,0.12,17,18
1241,NuanX,207,{'killjoy'},207,,151.7,0.80,,103.3,0.53,0.13,0.06,0.12,16,17
1242,Stoner,377,"{'cypher', 'omen'}",377,,158.5,0.69,,106.1,0.53,0.19,0.09,0.11,22,13
1243,J9Superfast,VVV,{'reyna'},259,,233.5,1.16,,146.3,0.84,0.22,0.07,0.07,18,18
1244,Razzor,RGE,"{'raze', 'phoenix'}",241,,226.8,0.89,,143.3,0.75,0.20,0.15,0.18,21,9
1245,Milk,CBT,"{'raze', 'phoenix', 'breach'}",703,,224.5,0.92,,144.4,0.73,0.24,0.14,0.18,17,4
1246,Jinnn,280,"{'sova', 'omen', 'breach'}",280,,170.5,0.82,,120.1,0.58,0.26,0.04,0.10,22,19
1247,mush2oom,MiTH,"{'sova', 'sage', 'killjoy'}",842,,160.5,0.80,,109.0,0.52,0.33,0.04,0.06,14,15
1248,t1toSAVAGE,Kuch,"{'omen', 'breach', 'brimstone'}",214,,168.3,0.83,,102.5,0.61,0.14,0.07,0.09,27,6
1249,heybay,TE,"{'jett', 'reyna', 'cypher'}",215,,197.4,0.96,,133.9,0.69,0.18,0.12,0.13,27,17
1250,YOU,XLG,"{'omen', 'sova', 'sage'}",215,,202.9,0.99,,133.7,0.71,0.26,0.09,0.14,20,9
1251,GANA,RIO,"{'brimstone', 'omen', 'breach'}",268,,190.6,0.95,,122.1,0.65,0.41,0.05,0.04,20,13
1252,Harry,HM,"{'cypher', 'killjoy'}",234,,160.5,0.79,,105.3,0.53,0.21,0.07,0.08,18,13
1253,BuZz,T1,{'jett'},234,,235.5,1.06,,142.4,0.81,0.18,0.19,0.18,22,10
1254,10X,E36,"{'raze', 'sova', 'sage'}",234,,178.4,0.81,,122.4,0.62,0.29,0.07,0.11,21,30
1255,nineten,(+1),"{'breach', 'jett', 'reyna'}",211,,165.5,0.66,,100.8,0.54,0.17,0.08,0.17,22,5
1256,fluke0137,244,"{'omen', 'brimstone'}",244,,198.6,0.93,,123.4,0.70,0.20,0.06,0.06,26,5
1257,Khegasi,CAVE,"{'breach', 'sova', 'jett'}",356,1.59,206.8,0.94,65,126.9,0.72,0.16,0.12,0.13,23,9
1258,bakkushaw,QLSH.S,"{'viper', 'breach', 'skye'}",346,1.27,238.4,1.29,78,149.4,0.86,0.40,0.10,0.07,29,8
1259,WISPERIOUS,AKA,"{'sova', 'raze', 'killjoy'}",226,1.24,240.9,1.05,82,160.6,0.79,0.34,0.11,0.09,21,14
1260,Leo,FNC,"{'omen', 'brimstone', 'sage'}",6624,1.24,219.9,1.28,79,143.8,0.78,0.36,0.07,0.04,22,14
1261,Jid,FOCU,"{'vyse', 'cypher', 'jett'}",257,1.23,239.2,1.33,73,156.9,0.87,0.17,0.13,0.05,40,12
1262,Jade,(+7),"{'jett', 'raze', 'neon'}",3013,1.23,251.8,1.25,75,157.5,0.89,0.34,0.15,0.11,31,21
1263,Peggyyyyy,(+4),"{'omen', 'killjoy', 'sova'}",343,1.22,223.5,1.06,72,146.6,0.80,0.22,0.09,0.06,29,11
1264,Vania,G2.G,"{'skye', 'sage', 'viper'}",5239,1.22,229.3,1.28,78,146.2,0.82,0.38,0.10,0.08,32,21
1265,Joliinaa,SK.N,"{'jett', 'neon', 'raze'}",5337,1.21,238.8,1.25,76,153.7,0.84,0.35,0.12,0.08,24,19
1266,Sayonara,VIT.RE,"{'yoru', 'cypher', 'sova'}",1107,1.20,245.2,1.30,76,160.6,0.87,0.29,0.12,0.09,33,18
1267,neph,(+8),"{'brimstone', 'jett', 'omen'}",1162,1.20,222.8,1.08,74,139.6,0.77,0.21,0.13,0.11,22,15
1268,fudgestars,(+1),"{'killjoy', 'vyse', 'iso'}",473,1.20,244.0,1.24,70,162.1,0.85,0.21,0.14,0.12,30,12
1269,lukyololo,EST,"{'neon', 'jett', 'raze'}",315,1.19,263.1,1.25,73,169.1,0.94,0.19,0.21,0.17,22,16
1270,k9lyos,F9,"{'cypher', 'killjoy', 'vyse'}",231,1.19,216.3,1.19,70,145.7,0.76,0.21,0.12,0.08,29,22
1271,Serenity,ING,"{'jett', 'iso'}",260,1.19,251.3,1.20,69,149.3,0.92,0.12,0.15,0.11,36,17
1272,Mary,FLCV,"{'sova', 'viper', 'jett'}",1271,1.18,255.4,1.26,73,167.2,0.89,0.23,0.17,0.14,31,20
1273,berryx,HVND,"{'breach', 'jett', 'raze'}",1337,1.18,255.8,1.22,70,163.7,0.90,0.19,0.21,0.16,29,18
1274,chapix,LIL,"{'neon', 'raze', 'phoenix'}",301,1.18,253.3,1.22,73,160.9,0.86,0.31,0.18,0.14,19,18
1275,Indra,TLM,"{'sova', 'breach', 'raze'}",1105,1.17,232.5,1.14,70,156.3,0.79,0.28,0.08,0.05,23,9
1276,rachell,Exal,"{'sova', 'cypher', 'phoenix'}",626,1.17,224.7,1.18,78,146.9,0.78,0.43,0.06,0.07,17,13
1277,Horcus,AG,{'jett'},200,1.17,244.1,1.12,69,148.3,0.84,0.15,0.16,0.14,21,21
1278,Neex,Unge,"{'breach', 'jett', 'raze'}",565,1.17,216.2,1.04,73,146.8,0.79,0.13,0.13,0.12,21,20
1279,N4RRATE,SEN,"{'raze', 'gekko', 'fade'}",1137,1.16,233.2,1.17,76,153.9,0.81,0.33,0.12,0.08,26,19
1280,jON4Y,EHXD,"{'jett', 'omen', 'sova'}",386,1.16,198.1,0.95,78,131.4,0.69,0.22,0.05,0.06,23,19
1281,JuicyOskar,5STA,"{'raze', 'tejo', 'breach'}",326,1.16,231.8,1.20,76,145.3,0.82,0.40,0.05,0.07,31,9
1282,LoraFPS,AKA,"{'raze', 'jett', 'yoru'}",359,1.16,246.2,1.11,68,162.8,0.87,0.16,0.14,0.13,32,14
1283,Chaza,BNK,"{'killjoy', 'viper', 'neon'}",704,1.16,225.6,1.25,73,153.1,0.81,0.19,0.12,0.10,28,24
1284,aNNja,Burb,"{'raze', 'jett', 'sage'}",3651,1.16,237.4,1.19,72,155.4,0.85,0.25,0.12,0.11,29,14
1285,Lar0k,BCF,"{'sage', 'phoenix', 'kayo'}",3033,1.16,207.9,1.17,75,134.8,0.73,0.38,0.08,0.07,32,20
1286,HyS,CWE,"{'raze', 'jett', 'skye'}",396,1.15,234.7,1.20,71,149.8,0.84,0.20,0.18,0.12,28,25
1287,kaajak,FNC,"{'omen', 'viper', 'astra'}",5250,1.15,242.4,1.22,71,155.9,0.86,0.16,0.18,0.14,35,16
1288,cNed,VLNT,"{'jett', 'raze', 'reyna'}",7539,1.15,244.3,1.23,72,154.6,0.87,0.17,0.17,0.13,26,13
1289,purp0,JL,"{'cypher', 'jett', 'raze'}",3445,1.15,234.0,1.21,73,149.7,0.83,0.20,0.17,0.12,36,16
1290,cLeVerLy,MAJT,"{'cypher', 'killjoy', 'viper'}",332,1.15,202.8,1.02,69,133.7,0.73,0.23,0.07,0.06,25,9
1291,Shao,NAVI,"{'raze', 'sova', 'phoenix'}",8182,1.15,211.7,1.20,76,137.1,0.75,0.32,0.07,0.06,30,19
1292,harambe,RBT,"{'jett', 'raze', 'omen'}",955,1.15,235.5,1.19,70,156.3,0.84,0.19,0.17,0.13,23,13
1293,ComeBack,M8,"{'jett', 'chamber', 'raze'}",3054,1.15,252.8,1.27,72,159.3,0.89,0.17,0.19,0.14,27,13
1294,jamter,CLS,"{'sova', 'raze', 'chamber'}",1022,1.14,210.7,1.18,73,136.9,0.74,0.26,0.06,0.06,36,16
1295,GSR,TLA,"{'breach', 'fade', 'tejo'}",1158,1.14,229.6,1.17,74,153.4,0.80,0.32,0.12,0.10,30,22
1296,nukkye,GX,"{'raze', 'jett', 'reyna'}",5548,1.14,240.4,1.18,74,157.7,0.81,0.28,0.12,0.10,21,19
1297,ness,GX.GC,"{'astra', 'jett', 'viper'}",6930,1.14,216.9,1.18,75,143.3,0.76,0.28,0.09,0.07,28,16
1298,JUGi,FKS,"{'jett', 'neon', 'reyna'}",2342,1.14,233.1,1.22,71,149.6,0.83,0.18,0.16,0.12,22,14
1299,trexx,TL,"{'raze', 'jett', 'skye'}",5337,1.14,229.6,1.14,75,150.1,0.78,0.35,0.11,0.10,19,16
1300,vo0kashu,DRG,"{'jett', 'raze', 'reyna'}",3046,1.14,224.8,1.16,74,147.5,0.79,0.26,0.10,0.09,27,18
1301,Toki,DVM.MI,"{'jett', 'raze', 'chamber'}",2613,1.14,236.9,1.15,72,152.9,0.82,0.27,0.17,0.13,28,21
1302,ScreaM,KC,"{'reyna', 'sage', 'breach'}",5652,1.14,251.9,1.23,73,161.4,0.87,0.22,0.17,0.12,33,13
1303,eva,GX.GC,"{'sova', 'sage', 'skye'}",3991,1.14,206.6,1.20,77,136.0,0.76,0.29,0.07,0.05,28,18
1304,tecoNe,(+2),"{'jett', 'reyna', 'omen'}",629,1.13,250.3,1.15,69,152.3,0.88,0.13,0.21,0.17,29,10
1305,szin,NB,"{'astra', 'raze', 'sova'}",380,1.13,204.2,1.06,74,127.0,0.75,0.40,0.08,0.07,33,19
1306,shinnok,MZP,"{'kayo', 'jett', 'phoenix'}",1804,1.13,209.6,1.11,73,140.5,0.75,0.25,0.08,0.07,28,18
1307,Alfajer,FNC,"{'raze', 'jett', 'phoenix'}",7466,1.13,229.9,1.21,73,152.5,0.83,0.18,0.13,0.10,30,17
1308,Chronicle,FNC,"{'raze', 'breach', 'sova'}",8894,1.13,219.4,1.16,75,143.8,0.76,0.33,0.10,0.09,24,15
1309,DaviH,CGN,"{'omen', 'viper', 'jett'}",4844,1.13,206.8,1.18,74,138.1,0.74,0.30,0.07,0.06,24,14
1310,lauress,FFV,"{'killjoy', 'cypher', 'reyna'}",4847,1.13,224.6,1.17,74,147.3,0.80,0.22,0.10,0.08,31,14
1311,mads,MDK,"{'skye', 'raze', 'sova'}",1636,1.12,232.2,1.12,73,153.5,0.82,0.23,0.13,0.11,21,13
1312,ALIVE,ACE,"{'raze', 'jett', 'skye'}",6704,1.12,232.0,1.16,71,148.0,0.82,0.16,0.18,0.14,24,15
1313,Sayf,VIT,"{'viper', 'sova', 'phoenix'}",7315,1.12,222.6,1.17,71,143.7,0.79,0.21,0.13,0.11,23,16
1314,Akita,G2.G,"{'reyna', 'phoenix', 'yoru'}",1944,1.12,256.4,1.16,70,166.3,0.89,0.16,0.22,0.18,28,21
1315,kuL,250,{'sova'},250,1.12,227.8,1.02,72,161.3,0.77,0.31,0.08,0.05,32,15
1316,elllement,CGN,"{'jett', 'reyna', 'sage'}",6052,1.12,239.7,1.17,71,157.3,0.84,0.18,0.18,0.14,26,18
1317,Padge,NIP.LI,"{'jett', 'chamber', 'raze'}",2517,1.12,243.2,1.16,71,157.4,0.86,0.16,0.16,0.14,29,21
1318,Spear,SUP,"{'jett', 'viper', 'cypher'}",468,1.12,215.8,1.17,73,146.9,0.78,0.23,0.09,0.08,31,14
1319,Derke,VIT,"{'jett', 'raze', 'omen'}",8488,1.12,249.5,1.20,71,158.3,0.87,0.19,0.21,0.18,26,19
1320,Keiko,TL,"{'reyna', 'phoenix', 'jett'}",4839,1.12,223.7,1.19,72,145.2,0.82,0.19,0.15,0.12,31,16
1321,mimi,G2.G,"{'astra', 'cypher', 'sage'}",6565,1.12,202.5,1.15,76,133.7,0.73,0.36,0.08,0.07,27,15
1322,sociablEE,BBL,"{'jett', 'raze', 'sova'}",7191,1.12,243.3,1.16,72,156.6,0.84,0.22,0.16,0.12,24,12
1323,B1SK,TU,"{'cypher', 'sova', 'jett'}",4465,1.11,242.6,1.16,69,153.4,0.86,0.15,0.23,0.18,24,15
1324,taraaaaaaaaaaaaa,MDK,"{'raze', 'jett', 'neon'}",545,1.11,249.6,1.14,71,159.3,0.88,0.16,0.22,0.18,23,13
1325,Mickebwoy,AXL,"{'sage', 'breach', 'phoenix'}",2131,1.11,204.1,1.07,74,133.6,0.72,0.32,0.06,0.05,23,15
1326,myhn,Bitf,"{'breach', 'sova', 'omen'}",292,1.11,204.1,1.02,75,130.4,0.73,0.36,0.06,0.04,27,12
1327,ViiZiionZzz,LP,"{'reyna', 'fade', 'jett'}",240,1.11,221.3,1.12,66,145.6,0.78,0.21,0.10,0.11,29,21
1328,Ruxic,NAVI,"{'astra', 'viper', 'brimstone'}",4068,1.11,213.1,1.12,75,139.9,0.75,0.37,0.09,0.08,29,16
1329,Leu,Boos,"{'jett', 'viper', 'sage'}",549,1.11,232.9,1.12,70,145.2,0.83,0.17,0.18,0.16,21,12
1330,BebeWHO,RLS,"{'sova', 'viper', 'breach'}",210,1.11,213.1,0.93,63,136.2,0.71,0.29,0.09,0.09,26,8
1331,DRSMURFFI,EK,"{'astra', 'omen', 'vyse'}",450,1.11,193.5,1.19,74,130.3,0.70,0.30,0.05,0.06,26,18
1332,them1s,KFLR,"{'brimstone', 'sova', 'sage'}",332,1.11,194.6,1.09,75,123.5,0.72,0.24,0.06,0.05,25,14
1333,Kada,M8,"{'jett', 'raze', 'sova'}",5058,1.11,223.8,1.17,72,143.1,0.80,0.22,0.12,0.10,29,13
1334,Haxtrax,S4,"{'breach', 'reyna', 'jett'}",2039,1.11,223.2,1.11,68,148.0,0.80,0.20,0.11,0.10,26,17
1335,Fezisss,RBT,"{'astra', 'cypher', 'omen'}",266,1.11,214.8,1.15,72,141.8,0.76,0.33,0.12,0.10,31,15
1336,PROFEK,BBL,"{'killjoy', 'chamber', 'sage'}",4552,1.11,208.3,1.14,74,136.9,0.75,0.34,0.09,0.07,28,12
1337,RAZORCONEE,(+1),"{'raze', 'reyna', 'sage'}",379,1.10,207.3,0.97,71,131.7,0.75,0.29,0.07,0.05,27,9
1338,PADII,Frac,"{'omen', 'jett', 'neon'}",271,1.10,212.8,1.07,67,145.6,0.77,0.17,0.07,0.10,33,15
1339,sheydos,MKOI,"{'sage', 'raze', 'phoenix'}",5765,1.10,211.3,1.20,74,138.1,0.76,0.24,0.08,0.06,27,15
1340,f1co,LIL,"{'raze', 'jett', 'cypher'}",467,1.10,213.7,1.16,70,144.0,0.80,0.19,0.09,0.08,32,19
1341,juliano,G2.G,"{'viper', 'sage', 'astra'}",1826,1.10,239.3,1.18,72,155.7,0.82,0.25,0.16,0.14,22,15
1342,DPS,OG,"{'breach', 'sova', 'omen'}",824,1.10,207.5,1.03,75,133.1,0.72,0.26,0.08,0.07,27,10
1343,nAts,TL,"{'cypher', 'killjoy', 'viper'}",7695,1.10,221.8,1.18,73,142.9,0.79,0.25,0.10,0.08,29,14
1344,Cloud,GX,"{'breach', 'jett', 'sova'}",6623,1.10,224.5,1.11,74,148.0,0.78,0.29,0.11,0.10,28,14
1345,Izuki,Stal,"{'killjoy', 'jett', 'viper'}",207,1.10,225.9,1.09,69,153.2,0.80,0.19,0.09,0.08,25,10
1346,Pa1ze,GMX,"{'jett', 'neon', 'chamber'}",1819,1.10,247.9,1.14,70,158.5,0.84,0.19,0.21,0.19,25,15
1347,Kaaru,RAF,"{'raze', 'jett', 'neon'}",476,1.10,233.0,1.17,70,148.8,0.81,0.19,0.15,0.18,27,16
1348,Fizzy,MOUZ,"{'omen', 'killjoy', 'cypher'}",5540,1.10,215.9,1.15,72,140.4,0.77,0.23,0.10,0.08,26,15
1349,Izzy,EF,"{'jett', 'raze', 'chamber'}",5995,1.10,226.3,1.19,71,144.9,0.81,0.16,0.17,0.14,25,14
1350,SUYGETSU,KC,"{'cypher', 'killjoy', 'jett'}",7721,1.10,205.7,1.15,74,135.7,0.75,0.23,0.08,0.06,33,15
1351,LizA,SK.N,"{'killjoy', 'viper', 'sage'}",3621,1.10,220.4,1.14,70,146.1,0.80,0.18,0.11,0.10,35,17
1352,Unbalance,Frui,"{'jett', 'breach', 'cypher'}",248,1.09,185.2,0.99,75,120.9,0.67,0.43,0.06,0.07,31,25
1353,barni,M28,"{'astra', 'brimstone', 'jett'}",441,1.09,206.4,1.05,73,135.5,0.75,0.31,0.07,0.08,26,8
1354,keila,FKS.S,"{'raze', 'reyna', 'jett'}",346,1.09,249.2,1.12,73,162.7,0.90,0.14,0.19,0.13,32,5
1355,Addicted,SAW,"{'sova', 'skye', 'sage'}",3589,1.09,190.9,1.07,74,128.5,0.68,0.32,0.06,0.05,30,13
1356,Slaxx,FUZO,"{'skye', 'breach', 'sage'}",312,1.09,198.5,1.03,71,127.8,0.71,0.35,0.04,0.05,28,6
1357,fluxxy,FMCL,"{'astra', 'omen', 'viper'}",3211,1.09,211.0,1.07,73,139.7,0.74,0.33,0.09,0.09,27,17
1358,Loita,BCF,"{'sova', 'skye', 'omen'}",3070,1.09,206.6,1.10,75,135.3,0.72,0.41,0.10,0.11,40,16
1359,bêk0,FF.Y,"{'jett', 'raze'}",276,1.09,230.3,1.14,76,147.5,0.78,0.20,0.16,0.10,17,11
1360,chiwa,JL,"{'cypher', 'killjoy', 'sova'}",6175,1.09,218.2,1.14,71,142.9,0.77,0.22,0.10,0.09,28,14
1361,Pl3H0n,no,"{'cypher', 'killjoy', 'astra'}",457,1.09,220.4,1.11,72,145.3,0.78,0.27,0.11,0.09,28,24
1362,PuriTy,SK.N,"{'fade', 'gekko', 'omen'}",2172,1.09,227.6,1.13,74,143.4,0.79,0.36,0.13,0.11,25,16
1363,KovaQ,VIT,"{'fade', 'sova', 'raze'}",3152,1.09,232.6,1.12,69,152.9,0.82,0.23,0.13,0.12,32,16
1364,lowel,BAR,"{'sage', 'sova', 'phoenix'}",3853,1.09,192.7,1.18,75,124.9,0.70,0.36,0.05,0.05,25,14
1365,Jady,VLNT,"{'cypher', 'sova', 'reyna'}",4948,1.09,218.5,1.13,73,141.3,0.77,0.32,0.09,0.07,32,14
1366,Famsii,DSY,"{'jett', 'kayo', 'chamber'}",3527,1.09,236.5,1.11,71,154.3,0.83,0.20,0.17,0.13,26,14
1367,Lime,MOUZ,"{'sage', 'sova', 'jett'}",4874,1.09,217.9,1.12,71,143.4,0.77,0.23,0.13,0.12,31,18
1368,proxima,HVND,"{'skye', 'viper', 'omen'}",4264,1.09,198.5,1.12,74,130.8,0.73,0.30,0.08,0.07,30,20
1369,Cla,NSR.IN,"{'reyna', 'raze', 'cypher'}",3368,1.09,231.3,1.12,73,150.7,0.81,0.22,0.15,0.13,21,18
1370,Kajuks,CG,"{'breach', 'raze', 'kayo'}",2334,1.09,219.9,1.08,71,145.0,0.77,0.30,0.12,0.09,28,18
1371,SRXZ,TMQ,"{'cypher', 'sage', 'killjoy'}",349,1.08,211.5,0.95,67,134.4,0.72,0.20,0.11,0.09,25,16
1372,Ruleh,AREA,"{'raze', 'jett'}",226,1.08,212.7,1.09,70,128.9,0.77,0.16,0.12,0.08,18,12
1373,MOLSI,APK,"{'omen', 'brimstone', 'sova'}",5281,1.08,213.9,1.08,73,142.0,0.74,0.34,0.09,0.08,27,13
1374,d3nZ,(+4),"{'killjoy', 'cypher', 'neon'}",251,1.08,223.7,1.13,69,153.8,0.82,0.14,0.12,0.09,34,13
1375,ardiis,NAVI,"{'sova', 'jett', 'raze'}",5090,1.08,230.2,1.13,72,146.9,0.79,0.30,0.13,0.10,21,14
1376,ara,GX,"{'raze', 'phoenix', 'skye'}",2554,1.08,225.3,1.09,71,148.0,0.80,0.18,0.17,0.14,27,13
1377,kamyk,M8,"{'cypher', 'killjoy', 'raze'}",5639,1.08,208.8,1.07,73,137.6,0.74,0.31,0.08,0.09,28,16
