,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
0,Khegasi,CAVE,"['breach', 'sova', 'jett']",356,1.59,206.8,0.94,65%,126.9,0.72,0.16,0.12,0.13,23%,9%
1,bakkushaw,QLSH.S,"['viper', 'breach', 'skye']",346,1.27,238.4,1.29,78%,149.4,0.86,0.40,0.10,0.07,29%,8%
2,WISPERIOUS,AKA,"['sova', 'raze', 'killjoy']",226,1.24,240.9,1.05,82%,160.6,0.79,0.34,0.11,0.09,21%,14%
3,Leo,FNC,"['omen', 'brimstone', 'sage']",6624,1.24,219.9,1.28,79%,143.8,0.78,0.36,0.07,0.04,22%,14%
4,Jid,FOCU,"['vyse', 'cypher', 'jett']",257,1.23,239.2,1.33,73%,156.9,0.87,0.17,0.13,0.05,40%,12%
5,Jade,(+7),"['jett', 'raze', 'neon']",3013,1.23,251.8,1.25,75%,157.5,0.89,0.34,0.15,0.11,31%,21%
6,Peggyyyyy,(+4),"['omen', 'killjoy', 'sova']",343,1.22,223.5,1.06,72%,146.6,0.80,0.22,0.09,0.06,29%,11%
7,Vania,G2.G,"['skye', 'sage', 'viper']",5239,1.22,229.3,1.28,78%,146.2,0.82,0.38,0.10,0.08,32%,21%
8,Joliinaa,SK.N,"['jett', 'neon', 'raze']",5337,1.21,238.8,1.25,76%,153.7,0.84,0.35,0.12,0.08,24%,19%
9,Sayonara,VIT.RE,"['yoru', 'cypher', 'sova']",1107,1.20,245.2,1.30,76%,160.6,0.87,0.29,0.12,0.09,33%,18%
10,neph,(+8),"['brimstone', 'jett', 'omen']",1162,1.20,222.8,1.08,74%,139.6,0.77,0.21,0.13,0.11,22%,15%
11,fudgestars,(+1),"['killjoy', 'vyse', 'iso']",473,1.20,244.0,1.24,70%,162.1,0.85,0.21,0.14,0.12,30%,12%
12,lukyololo,EST,"['neon', 'jett', 'raze']",315,1.19,263.1,1.25,73%,169.1,0.94,0.19,0.21,0.17,22%,16%
13,k9lyos,F9,"['cypher', 'killjoy', 'vyse']",231,1.19,216.3,1.19,70%,145.7,0.76,0.21,0.12,0.08,29%,22%
14,Serenity,ING,"['jett', 'iso']",260,1.19,251.3,1.20,69%,149.3,0.92,0.12,0.15,0.11,36%,17%
15,Mary,FLCV,"['sova', 'viper', 'jett']",1271,1.18,255.4,1.26,73%,167.2,0.89,0.23,0.17,0.14,31%,20%
16,berryx,HVND,"['breach', 'jett', 'raze']",1337,1.18,255.8,1.22,70%,163.7,0.90,0.19,0.21,0.16,29%,18%
17,chapix,LIL,"['neon', 'raze', 'phoenix']",301,1.18,253.3,1.22,73%,160.9,0.86,0.31,0.18,0.14,19%,18%
18,Indra,TLM,"['sova', 'breach', 'raze']",1105,1.17,232.5,1.14,70%,156.3,0.79,0.28,0.08,0.05,23%,9%
19,rachell,Exal,"['sova', 'cypher', 'phoenix']",626,1.17,224.7,1.18,78%,146.9,0.78,0.43,0.06,0.07,17%,13%
20,Horcus,AG,['jett'],200,1.17,244.1,1.12,69%,148.3,0.84,0.15,0.16,0.14,21%,21%
21,Neex,Unge,"['breach', 'jett', 'raze']",565,1.17,216.2,1.04,73%,146.8,0.79,0.13,0.13,0.12,21%,20%
22,N4RRATE,SEN,"['raze', 'gekko', 'fade']",1137,1.16,233.2,1.17,76%,153.9,0.81,0.33,0.12,0.08,26%,19%
23,jON4Y,EHXD,"['jett', 'omen', 'sova']",386,1.16,198.1,0.95,78%,131.4,0.69,0.22,0.05,0.06,23%,19%
24,JuicyOskar,5STA,"['raze', 'tejo', 'breach']",326,1.16,231.8,1.20,76%,145.3,0.82,0.40,0.05,0.07,31%,9%
25,LoraFPS,AKA,"['raze', 'jett', 'yoru']",359,1.16,246.2,1.11,68%,162.8,0.87,0.16,0.14,0.13,32%,14%
26,Chaza,BNK,"['killjoy', 'viper', 'neon']",704,1.16,225.6,1.25,73%,153.1,0.81,0.19,0.12,0.10,28%,24%
27,aNNja,Burb,"['raze', 'jett', 'sage']",3651,1.16,237.4,1.19,72%,155.4,0.85,0.25,0.12,0.11,29%,14%
28,Lar0k,BCF,"['sage', 'phoenix', 'kayo']",3033,1.16,207.9,1.17,75%,134.8,0.73,0.38,0.08,0.07,32%,20%
29,HyS,CWE,"['raze', 'jett', 'skye']",396,1.15,234.7,1.20,71%,149.8,0.84,0.20,0.18,0.12,28%,25%
30,kaajak,FNC,"['omen', 'viper', 'astra']",5250,1.15,242.4,1.22,71%,155.9,0.86,0.16,0.18,0.14,35%,16%
31,cNed,VLNT,"['jett', 'raze', 'reyna']",7539,1.15,244.3,1.23,72%,154.6,0.87,0.17,0.17,0.13,26%,13%
32,purp0,JL,"['cypher', 'jett', 'raze']",3445,1.15,234.0,1.21,73%,149.7,0.83,0.20,0.17,0.12,36%,16%
33,cLeVerLy,MAJT,"['cypher', 'killjoy', 'viper']",332,1.15,202.8,1.02,69%,133.7,0.73,0.23,0.07,0.06,25%,9%
34,Shao,NAVI,"['raze', 'sova', 'phoenix']",8182,1.15,211.7,1.20,76%,137.1,0.75,0.32,0.07,0.06,30%,19%
35,harambe,RBT,"['jett', 'raze', 'omen']",955,1.15,235.5,1.19,70%,156.3,0.84,0.19,0.17,0.13,23%,13%
36,ComeBack,M8,"['jett', 'chamber', 'raze']",3054,1.15,252.8,1.27,72%,159.3,0.89,0.17,0.19,0.14,27%,13%
37,jamter,CLS,"['sova', 'raze', 'chamber']",1022,1.14,210.7,1.18,73%,136.9,0.74,0.26,0.06,0.06,36%,16%
38,GSR,TLA,"['breach', 'fade', 'tejo']",1158,1.14,229.6,1.17,74%,153.4,0.80,0.32,0.12,0.10,30%,22%
39,nukkye,GX,"['raze', 'jett', 'reyna']",5548,1.14,240.4,1.18,74%,157.7,0.81,0.28,0.12,0.10,21%,19%
40,ness,GX.GC,"['astra', 'jett', 'viper']",6930,1.14,216.9,1.18,75%,143.3,0.76,0.28,0.09,0.07,28%,16%
41,JUGi,FKS,"['jett', 'neon', 'reyna']",2342,1.14,233.1,1.22,71%,149.6,0.83,0.18,0.16,0.12,22%,14%
42,trexx,TL,"['raze', 'jett', 'skye']",5337,1.14,229.6,1.14,75%,150.1,0.78,0.35,0.11,0.10,19%,16%
43,vo0kashu,DRG,"['jett', 'raze', 'reyna']",3046,1.14,224.8,1.16,74%,147.5,0.79,0.26,0.10,0.09,27%,18%
44,Toki,DVM.MI,"['jett', 'raze', 'chamber']",2613,1.14,236.9,1.15,72%,152.9,0.82,0.27,0.17,0.13,28%,21%
45,ScreaM,KC,"['reyna', 'sage', 'breach']",5652,1.14,251.9,1.23,73%,161.4,0.87,0.22,0.17,0.12,33%,13%
46,eva,GX.GC,"['sova', 'sage', 'skye']",3991,1.14,206.6,1.20,77%,136.0,0.76,0.29,0.07,0.05,28%,18%
47,tecoNe,(+2),"['jett', 'reyna', 'omen']",629,1.13,250.3,1.15,69%,152.3,0.88,0.13,0.21,0.17,29%,10%
48,szin,NB,"['astra', 'raze', 'sova']",380,1.13,204.2,1.06,74%,127.0,0.75,0.40,0.08,0.07,33%,19%
49,shinnok,MZP,"['kayo', 'jett', 'phoenix']",1804,1.13,209.6,1.11,73%,140.5,0.75,0.25,0.08,0.07,28%,18%
50,Alfajer,FNC,"['raze', 'jett', 'phoenix']",7466,1.13,229.9,1.21,73%,152.5,0.83,0.18,0.13,0.10,30%,17%
51,Chronicle,FNC,"['raze', 'breach', 'sova']",8894,1.13,219.4,1.16,75%,143.8,0.76,0.33,0.10,0.09,24%,15%
52,DaviH,CGN,"['omen', 'viper', 'jett']",4844,1.13,206.8,1.18,74%,138.1,0.74,0.30,0.07,0.06,24%,14%
53,lauress,FFV,"['killjoy', 'cypher', 'reyna']",4847,1.13,224.6,1.17,74%,147.3,0.80,0.22,0.10,0.08,31%,14%
54,mads,MDK,"['skye', 'raze', 'sova']",1636,1.12,232.2,1.12,73%,153.5,0.82,0.23,0.13,0.11,21%,13%
55,ALIVE,ACE,"['raze', 'jett', 'skye']",6704,1.12,232.0,1.16,71%,148.0,0.82,0.16,0.18,0.14,24%,15%
56,Sayf,VIT,"['viper', 'sova', 'phoenix']",7315,1.12,222.6,1.17,71%,143.7,0.79,0.21,0.13,0.11,23%,16%
57,Akita,G2.G,"['reyna', 'phoenix', 'yoru']",1944,1.12,256.4,1.16,70%,166.3,0.89,0.16,0.22,0.18,28%,21%
58,kuL,250,['sova'],250,1.12,227.8,1.02,72%,161.3,0.77,0.31,0.08,0.05,32%,15%
59,elllement,CGN,"['jett', 'reyna', 'sage']",6052,1.12,239.7,1.17,71%,157.3,0.84,0.18,0.18,0.14,26%,18%
60,Padge,NIP.LI,"['jett', 'chamber', 'raze']",2517,1.12,243.2,1.16,71%,157.4,0.86,0.16,0.16,0.14,29%,21%
61,Spear,SUP,"['jett', 'viper', 'cypher']",468,1.12,215.8,1.17,73%,146.9,0.78,0.23,0.09,0.08,31%,14%
62,Derke,VIT,"['jett', 'raze', 'omen']",8488,1.12,249.5,1.20,71%,158.3,0.87,0.19,0.21,0.18,26%,19%
63,Keiko,TL,"['reyna', 'phoenix', 'jett']",4839,1.12,223.7,1.19,72%,145.2,0.82,0.19,0.15,0.12,31%,16%
64,mimi,G2.G,"['astra', 'cypher', 'sage']",6565,1.12,202.5,1.15,76%,133.7,0.73,0.36,0.08,0.07,27%,15%
65,sociablEE,BBL,"['jett', 'raze', 'sova']",7191,1.12,243.3,1.16,72%,156.6,0.84,0.22,0.16,0.12,24%,12%
66,B1SK,TU,"['cypher', 'sova', 'jett']",4465,1.11,242.6,1.16,69%,153.4,0.86,0.15,0.23,0.18,24%,15%
67,taraaaaaaaaaaaaa,MDK,"['raze', 'jett', 'neon']",545,1.11,249.6,1.14,71%,159.3,0.88,0.16,0.22,0.18,23%,13%
68,Mickebwoy,AXL,"['sage', 'breach', 'phoenix']",2131,1.11,204.1,1.07,74%,133.6,0.72,0.32,0.06,0.05,23%,15%
69,myhn,Bitf,"['breach', 'sova', 'omen']",292,1.11,204.1,1.02,75%,130.4,0.73,0.36,0.06,0.04,27%,12%
70,ViiZiionZzz,LP,"['reyna', 'fade', 'jett']",240,1.11,221.3,1.12,66%,145.6,0.78,0.21,0.10,0.11,29%,21%
71,Ruxic,NAVI,"['astra', 'viper', 'brimstone']",4068,1.11,213.1,1.12,75%,139.9,0.75,0.37,0.09,0.08,29%,16%
72,Leu,Boos,"['jett', 'viper', 'sage']",549,1.11,232.9,1.12,70%,145.2,0.83,0.17,0.18,0.16,21%,12%
73,BebeWHO,RLS,"['sova', 'viper', 'breach']",210,1.11,213.1,0.93,63%,136.2,0.71,0.29,0.09,0.09,26%,8%
74,DRSMURFFI,EK,"['astra', 'omen', 'vyse']",450,1.11,193.5,1.19,74%,130.3,0.70,0.30,0.05,0.06,26%,18%
75,them1s,KFLR,"['brimstone', 'sova', 'sage']",332,1.11,194.6,1.09,75%,123.5,0.72,0.24,0.06,0.05,25%,14%
76,Kada,M8,"['jett', 'raze', 'sova']",5058,1.11,223.8,1.17,72%,143.1,0.80,0.22,0.12,0.10,29%,13%
77,Haxtrax,S4,"['breach', 'reyna', 'jett']",2039,1.11,223.2,1.11,68%,148.0,0.80,0.20,0.11,0.10,26%,17%
78,Fezisss,RBT,"['astra', 'cypher', 'omen']",266,1.11,214.8,1.15,72%,141.8,0.76,0.33,0.12,0.10,31%,15%
79,PROFEK,BBL,"['killjoy', 'chamber', 'sage']",4552,1.11,208.3,1.14,74%,136.9,0.75,0.34,0.09,0.07,28%,12%
80,RAZORCONEE,(+1),"['raze', 'reyna', 'sage']",379,1.10,207.3,0.97,71%,131.7,0.75,0.29,0.07,0.05,27%,9%
81,PADII,Frac,"['omen', 'jett', 'neon']",271,1.10,212.8,1.07,67%,145.6,0.77,0.17,0.07,0.10,33%,15%
82,sheydos,MKOI,"['sage', 'raze', 'phoenix']",5765,1.10,211.3,1.20,74%,138.1,0.76,0.24,0.08,0.06,27%,15%
83,f1co,LIL,"['raze', 'jett', 'cypher']",467,1.10,213.7,1.16,70%,144.0,0.80,0.19,0.09,0.08,32%,19%
84,juliano,G2.G,"['viper', 'sage', 'astra']",1826,1.10,239.3,1.18,72%,155.7,0.82,0.25,0.16,0.14,22%,15%
85,DPS,OG,"['breach', 'sova', 'omen']",824,1.10,207.5,1.03,75%,133.1,0.72,0.26,0.08,0.07,27%,10%
86,nAts,TL,"['cypher', 'killjoy', 'viper']",7695,1.10,221.8,1.18,73%,142.9,0.79,0.25,0.10,0.08,29%,14%
87,Cloud,GX,"['breach', 'jett', 'sova']",6623,1.10,224.5,1.11,74%,148.0,0.78,0.29,0.11,0.10,28%,14%
88,Izuki,Stal,"['killjoy', 'jett', 'viper']",207,1.10,225.9,1.09,69%,153.2,0.80,0.19,0.09,0.08,25%,10%
89,Pa1ze,GMX,"['jett', 'neon', 'chamber']",1819,1.10,247.9,1.14,70%,158.5,0.84,0.19,0.21,0.19,25%,15%
90,Kaaru,RAF,"['raze', 'jett', 'neon']",476,1.10,233.0,1.17,70%,148.8,0.81,0.19,0.15,0.18,27%,16%
91,Fizzy,MOUZ,"['omen', 'killjoy', 'cypher']",5540,1.10,215.9,1.15,72%,140.4,0.77,0.23,0.10,0.08,26%,15%
92,Izzy,EF,"['jett', 'raze', 'chamber']",5995,1.10,226.3,1.19,71%,144.9,0.81,0.16,0.17,0.14,25%,14%
93,SUYGETSU,KC,"['cypher', 'killjoy', 'jett']",7721,1.10,205.7,1.15,74%,135.7,0.75,0.23,0.08,0.06,33%,15%
94,LizA,SK.N,"['killjoy', 'viper', 'sage']",3621,1.10,220.4,1.14,70%,146.1,0.80,0.18,0.11,0.10,35%,17%
95,Unbalance,Frui,"['jett', 'breach', 'cypher']",248,1.09,185.2,0.99,75%,120.9,0.67,0.43,0.06,0.07,31%,25%
96,barni,M28,"['astra', 'brimstone', 'jett']",441,1.09,206.4,1.05,73%,135.5,0.75,0.31,0.07,0.08,26%,8%
97,keila,FKS.S,"['raze', 'reyna', 'jett']",346,1.09,249.2,1.12,73%,162.7,0.90,0.14,0.19,0.13,32%,5%
98,Addicted,SAW,"['sova', 'skye', 'sage']",3589,1.09,190.9,1.07,74%,128.5,0.68,0.32,0.06,0.05,30%,13%
99,Slaxx,FUZO,"['skye', 'breach', 'sage']",312,1.09,198.5,1.03,71%,127.8,0.71,0.35,0.04,0.05,28%,6%
100,fluxxy,FMCL,"['astra', 'omen', 'viper']",3211,1.09,211.0,1.07,73%,139.7,0.74,0.33,0.09,0.09,27%,17%
101,Loita,BCF,"['sova', 'skye', 'omen']",3070,1.09,206.6,1.10,75%,135.3,0.72,0.41,0.10,0.11,40%,16%
102,bêk0,FF.Y,"['jett', 'raze']",276,1.09,230.3,1.14,76%,147.5,0.78,0.20,0.16,0.10,17%,11%
103,chiwa,JL,"['cypher', 'killjoy', 'sova']",6175,1.09,218.2,1.14,71%,142.9,0.77,0.22,0.10,0.09,28%,14%
104,Pl3H0n,no,"['cypher', 'killjoy', 'astra']",457,1.09,220.4,1.11,72%,145.3,0.78,0.27,0.11,0.09,28%,24%
105,PuriTy,SK.N,"['fade', 'gekko', 'omen']",2172,1.09,227.6,1.13,74%,143.4,0.79,0.36,0.13,0.11,25%,16%
106,KovaQ,VIT,"['fade', 'sova', 'raze']",3152,1.09,232.6,1.12,69%,152.9,0.82,0.23,0.13,0.12,32%,16%
107,lowel,BAR,"['sage', 'sova', 'phoenix']",3853,1.09,192.7,1.18,75%,124.9,0.70,0.36,0.05,0.05,25%,14%
108,Jady,VLNT,"['cypher', 'sova', 'reyna']",4948,1.09,218.5,1.13,73%,141.3,0.77,0.32,0.09,0.07,32%,14%
109,Famsii,DSY,"['jett', 'kayo', 'chamber']",3527,1.09,236.5,1.11,71%,154.3,0.83,0.20,0.17,0.13,26%,14%
110,Lime,MOUZ,"['sage', 'sova', 'jett']",4874,1.09,217.9,1.12,71%,143.4,0.77,0.23,0.13,0.12,31%,18%
111,proxima,HVND,"['skye', 'viper', 'omen']",4264,1.09,198.5,1.12,74%,130.8,0.73,0.30,0.08,0.07,30%,20%
112,Cla,NSR.IN,"['reyna', 'raze', 'cypher']",3368,1.09,231.3,1.12,73%,150.7,0.81,0.22,0.15,0.13,21%,18%
113,Kajuks,CG,"['breach', 'raze', 'kayo']",2334,1.09,219.9,1.08,71%,145.0,0.77,0.30,0.12,0.09,28%,18%
114,SRXZ,TMQ,"['cypher', 'sage', 'killjoy']",349,1.08,211.5,0.95,67%,134.4,0.72,0.20,0.11,0.09,25%,16%
115,Ruleh,AREA,"['raze', 'jett']",226,1.08,212.7,1.09,70%,128.9,0.77,0.16,0.12,0.08,18%,12%
116,MOLSI,APK,"['omen', 'brimstone', 'sova']",5281,1.08,213.9,1.08,73%,142.0,0.74,0.34,0.09,0.08,27%,13%
117,d3nZ,(+4),"['killjoy', 'cypher', 'neon']",251,1.08,223.7,1.13,69%,153.8,0.82,0.14,0.12,0.09,34%,13%
118,ardiis,NAVI,"['sova', 'jett', 'raze']",5090,1.08,230.2,1.13,72%,146.9,0.79,0.30,0.13,0.10,21%,14%
119,ara,GX,"['raze', 'phoenix', 'skye']",2554,1.08,225.3,1.09,71%,148.0,0.80,0.18,0.17,0.14,27%,13%
120,kamyk,M8,"['cypher', 'killjoy', 'raze']",5639,1.08,208.8,1.07,73%,137.6,0.74,0.31,0.08,0.09,28%,16%
121,aeiden,BSO,"['sova', 'omen', 'raze']",977,1.08,201.4,0.99,70%,130.7,0.71,0.23,0.08,0.07,33%,13%
122,stimx,BeeN,"['sage', 'breach', 'raze']",1381,1.08,230.0,1.07,69%,148.5,0.78,0.23,0.16,0.16,20%,16%
123,amy,G2.G,"['viper', 'sage', 'astra']",5753,1.08,208.1,1.15,74%,140.3,0.76,0.23,0.09,0.08,33%,16%
124,klaudia,O1O,"['reyna', 'skye', 'viper']",3760,1.08,215.1,1.07,75%,140.6,0.75,0.39,0.09,0.09,24%,14%
125,jduh,QAD.GC,"['astra', 'viper', 'jett']",4428,1.08,204.3,1.06,72%,133.8,0.73,0.34,0.08,0.07,30%,17%
126,malfY,Team,"['sage', 'raze', 'jett']",358,1.08,246.3,1.12,65%,153.6,0.84,0.18,0.18,0.16,22%,14%
127,Wo0t,TH,"['viper', 'astra', 'omen']",4895,1.08,222.4,1.10,73%,144.4,0.77,0.31,0.13,0.11,34%,19%
128,globeX,MKF,"['omen', 'raze', 'jett']",1932,1.08,208.0,1.05,74%,137.3,0.72,0.38,0.11,0.09,23%,14%
129,Killu,1TAP,"['jett', 'sova', 'breach']",3134,1.08,208.2,1.08,70%,137.0,0.75,0.16,0.11,0.08,29%,14%
130,PaniC,RV,"['kayo', 'breach', 'raze']",280,1.08,241.8,1.09,70%,156.2,0.85,0.20,0.16,0.17,30%,14%
131,Vitie,TSE,"['sova', 'omen', 'astra']",2680,1.08,212.3,1.07,74%,136.6,0.75,0.37,0.08,0.08,31%,19%
132,archiw0w,KPI,"['skye', 'jett', 'breach']",1511,1.08,215.2,1.10,73%,139.0,0.77,0.29,0.14,0.10,23%,15%
133,ngiN,AT,"['viper', 'astra', 'cypher']",805,1.08,218.3,1.11,69%,143.5,0.76,0.20,0.07,0.06,24%,15%
134,runneR,GX,"['sage', 'breach', 'raze']",3767,1.08,227.9,1.08,72%,147.6,0.78,0.27,0.15,0.12,23%,17%
135,qu1ckz,(+2),"['skye', 'fade', 'breach']",777,1.08,214.1,1.04,72%,145.8,0.76,0.30,0.06,0.06,32%,8%
136,WanZeru,SM,"['jett', 'raze', 'neon']",2337,1.08,241.8,1.09,70%,158.6,0.83,0.19,0.19,0.17,23%,17%
137,lexa,TWIS.O,"['jett', 'viper', 'sage']",1214,1.08,216.5,1.06,72%,144.1,0.76,0.25,0.10,0.09,27%,17%
138,Polvi,FMG,"['raze', 'jett', 'killjoy']",5237,1.08,238.7,1.08,71%,152.2,0.81,0.22,0.19,0.18,20%,15%
139,EXTREMEE,Team,"['cypher', 'killjoy', 'omen']",639,1.07,192.3,1.00,71%,125.8,0.70,0.23,0.06,0.06,22%,7%
140,Less,VIT,"['viper', 'cypher', 'astra']",828,1.07,202.4,1.12,71%,132.6,0.74,0.25,0.06,0.08,30%,17%
141,yetujey,FUT,"['cypher', 'sage', 'killjoy']",4662,1.07,199.7,1.12,72%,132.7,0.72,0.20,0.09,0.08,26%,16%
142,Fit1nho,BAR,"['breach', 'jett', 'raze']",5692,1.07,220.9,1.11,73%,140.6,0.77,0.21,0.16,0.13,25%,14%
143,Slaughter,FB,"['brimstone', 'astra', 'omen']",958,1.07,191.2,1.05,73%,123.5,0.68,0.39,0.05,0.05,31%,13%
144,Enzo,MDR,"['raze', 'sova', 'sage']",7714,1.07,197.3,1.03,74%,132.3,0.66,0.36,0.07,0.06,20%,15%
145,Minny,M8,"['cypher', 'killjoy', 'sage']",5025,1.07,209.2,1.11,71%,137.5,0.75,0.25,0.09,0.09,31%,16%
146,Scorteck,EXA,"['sova', 'sage', 'breach']",311,1.07,198.8,1.01,69%,126.5,0.72,0.24,0.05,0.04,29%,11%
147,star,NPR,"['jett', 'raze', 'neon']",728,1.07,222.0,1.07,68%,146.9,0.79,0.19,0.16,0.13,31%,13%
148,krejz,BAR,"['raze', 'jett', 'chamber']",1204,1.07,233.5,1.14,67%,152.8,0.83,0.14,0.19,0.17,31%,12%
149,Jesse,JL,"['sova', 'reyna', 'cypher']",5060,1.07,209.5,1.07,72%,137.7,0.75,0.30,0.10,0.09,31%,16%
150,RICHi,Xpec,"['killjoy', 'cypher', 'omen']",708,1.07,200.8,1.12,70%,134.0,0.73,0.22,0.07,0.07,33%,18%
151,bravo,PXL,"['jett', 'breach', 'skye']",527,1.07,204.5,1.02,73%,136.9,0.72,0.36,0.07,0.09,34%,16%
152,Felix,SGE,"['breach', 'skye', 'sage']",3087,1.07,199.5,1.03,73%,135.0,0.69,0.33,0.07,0.07,28%,11%
153,marteen,KC,"['breach', 'raze', 'jett']",4256,1.07,221.6,1.08,71%,144.4,0.78,0.22,0.15,0.14,27%,16%
154,Moe40,XL,"['sage', 'viper', 'breach']",3331,1.07,209.4,1.09,74%,139.5,0.73,0.32,0.09,0.08,29%,18%
155,Vuubit,FMG,"['killjoy', 'sage', 'viper']",2569,1.07,216.1,1.07,73%,139.3,0.77,0.32,0.10,0.09,32%,17%
156,Tian,GB,"['jett', 'reyna', 'sage']",2538,1.07,235.4,1.16,66%,145.3,0.85,0.11,0.19,0.16,29%,15%
157,MCD,SKÅL,"['brimstone', 'omen', 'sage']",955,1.07,193.3,1.04,69%,129.8,0.70,0.21,0.08,0.06,29%,14%
158,anesilia,KC.GC,"['skye', 'fade', 'sova']",2108,1.07,200.7,1.05,77%,133.8,0.70,0.47,0.08,0.07,24%,18%
159,jannyXD,FLK,"['jett', 'raze', 'chamber']",3698,1.07,232.1,1.14,72%,147.1,0.82,0.17,0.19,0.16,25%,17%
160,nvrfear,BOA,"['sova', 'jett', 'fade']",1229,1.07,202.2,1.06,74%,135.3,0.73,0.30,0.07,0.06,32%,19%
161,diseased,SNS,"['sage', 'reyna', 'astra']",1277,1.07,200.8,1.07,70%,131.9,0.72,0.25,0.09,0.08,26%,16%
162,yaggert,287,"['viper', 'cypher', 'killjoy']",287,1.07,209.4,1.17,69%,136.9,0.76,0.16,0.09,0.08,32%,20%
163,aNguiSt,MZP,"['raze', 'jett', 'sage']",3464,1.07,206.8,1.12,70%,140.5,0.76,0.18,0.09,0.08,33%,13%
164,Totts,YARI,"['breach', 'jett', 'kayo']",279,1.07,208.7,1.07,76%,136.0,0.72,0.36,0.10,0.11,19%,26%
165,rehn,LEO,"['yoru', 'fade', 'sova']",397,1.07,224.9,1.08,70%,126.9,0.78,0.26,0.11,0.09,31%,17%
166,zyn,LEO,"['sova', 'chamber', 'fade']",406,1.07,198.6,1.05,76%,138.3,0.69,0.33,0.07,0.04,26%,10%
167,Elizabeth,SES,"['sova', 'kayo', 'viper']",647,1.07,192.8,1.00,74%,135.3,0.68,0.33,0.04,0.05,21%,18%
168,Dro9,NiL,"['sova', 'raze', 'fade']",552,1.07,213.4,1.03,73%,139.5,0.70,0.32,0.08,0.08,13%,15%
169,DH,NÖF,"['raze', 'sage', 'chamber']",847,1.07,219.5,0.99,72%,144.2,0.74,0.34,0.11,0.13,16%,14%
170,Cunha20,FLK,"['reyna', 'killjoy', 'astra']",1320,1.07,195.5,1.08,76%,128.6,0.72,0.37,0.07,0.06,41%,10%
171,Quv3n,OXJ,"['jett', 'chamber', 'sage']",751,1.06,219.3,1.19,67%,137.8,0.79,0.13,0.17,0.15,24%,11%
172,xenp1o,RTZN,"['cypher', 'killjoy', 'chamber']",1032,1.06,194.9,1.04,72%,131.1,0.69,0.21,0.08,0.05,25%,12%
173,pyrolll,KC,"['jett', 'raze', 'skye']",4007,1.06,205.7,1.04,71%,136.0,0.73,0.29,0.11,0.10,29%,15%
174,Chryss,Vexed,"['raze', 'sova', 'phoenix']",366,1.06,227.4,1.02,67%,140.0,0.78,0.18,0.14,0.10,20%,16%
175,waddle,DSY,"['sova', 'sage', 'reyna']",5145,1.06,198.6,1.05,73%,131.8,0.69,0.31,0.07,0.07,29%,17%
176,Keodo,SPRX,"['killjoy', 'omen', 'cypher']",449,1.06,219.4,1.02,65%,140.9,0.76,0.22,0.10,0.08,28%,15%
177,sterben,GAL,"['sova', 'omen', 'brimstone']",6518,1.06,204.7,1.05,72%,134.5,0.72,0.33,0.09,0.10,30%,17%
178,zAAz,G2.G,"['skye', 'breach', 'sage']",1239,1.06,198.0,1.11,76%,131.6,0.72,0.31,0.08,0.07,30%,22%
179,Jesmu,OF,"['sova', 'sage', 'chamber']",2076,1.06,203.7,1.03,74%,134.4,0.71,0.35,0.06,0.08,22%,19%
180,Kwixy,ESC,"['sova', 'killjoy', 'breach']",4135,1.06,193.0,0.98,73%,131.8,0.66,0.38,0.07,0.06,28%,14%
181,Nille,WHO,"['jett', 'cypher', 'killjoy']",2491,1.06,203.2,1.09,72%,136.1,0.72,0.20,0.07,0.07,22%,13%
182,Elite,KC,"['killjoy', 'cypher', 'sage']",3732,1.06,204.4,1.10,71%,135.6,0.73,0.18,0.08,0.07,38%,15%
183,troizyyy,BOA,"['yoru', 'killjoy', 'omen']",1442,1.06,202.7,1.02,71%,136.0,0.71,0.33,0.11,0.09,24%,13%
184,1ncu,WIZ,"['astra', 'viper', 'omen']",433,1.06,194.0,1.02,72%,127.0,0.70,0.36,0.05,0.06,27%,9%
185,HolyM0Ly,EX0,"['killjoy', 'sage', 'viper']",381,1.06,216.3,1.07,70%,145.4,0.77,0.18,0.09,0.06,24%,10%
186,Aranel,NOVO.NI,"['viper', 'brimstone', 'killjoy']",430,1.06,197.1,1.00,71%,132.3,0.73,0.23,0.04,0.06,32%,12%
187,shramez,Team,"['raze', 'viper', 'jett']",971,1.06,195.1,1.06,74%,130.8,0.68,0.33,0.08,0.07,23%,15%
188,Anima,EF,"['breach', 'sage', 'kayo']",3360,1.06,193.1,1.03,74%,128.7,0.67,0.40,0.06,0.06,26%,13%
189,deyten,CLS,"['sage', 'chamber', 'breach']",788,1.06,209.6,1.07,69%,139.7,0.76,0.28,0.11,0.10,31%,13%
190,Sp1ke,CG,"['jett', 'viper', 'omen']",3553,1.06,222.8,1.10,69%,144.1,0.78,0.19,0.17,0.15,22%,18%
191,safiaa,KC.GC,"['brimstone', 'killjoy', 'raze']",3058,1.06,206.2,1.10,72%,140.8,0.74,0.22,0.10,0.08,30%,14%
192,SHNAZNNNN,IW,"['sova', 'breach', 'skye']",478,1.06,199.8,1.01,70%,129.8,0.67,0.32,0.04,0.06,25%,14%
