,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
1711,Breinholt,Venn,"['jett', 'cypher', 'killjoy']",222,0.83,183.4,0.82,64%,125.9,0.66,0.16,0.09,0.18,29%,21%
1712,mimi,DVM.MI,"['skye', 'astra', 'brimstone']",1679,0.83,172.9,0.81,66%,110.1,0.61,0.30,0.06,0.10,37%,10%
1713,stolen,APE,"['sova', 'fade', 'astra']",526,0.83,169.3,0.80,63%,112.1,0.59,0.29,0.06,0.10,26%,13%
1714,Kraît,MCS,"['sova', 'sage', 'viper']",631,0.83,181.3,0.80,65%,119.3,0.62,0.25,0.07,0.11,27%,11%
1715,Fractioned,WYL,"['jett', 'raze', 'iso']",537,0.83,191.8,0.84,67%,131.1,0.67,0.19,0.17,0.21,22%,11%
1716,SunSet,010,"['jett', 'kayo', 'sage']",208,0.83,183.8,0.85,68%,120.9,0.66,0.25,0.07,0.14,34%,8%
1717,NowaXxZang,CG,"['cypher', 'astra', 'brimstone']",2038,0.83,168.5,0.79,68%,110.4,0.59,0.33,0.07,0.09,25%,13%
1718,Azzii,Igni,"['kayo', 'breach', 'reyna']",792,0.83,182.7,0.81,63%,118.5,0.65,0.26,0.11,0.15,25%,10%
1719,ch1wie,ACE,"['jett', 'chamber', 'cypher']",298,0.83,167.9,0.82,64%,110.2,0.62,0.12,0.07,0.09,20%,9%
1720,Wake,AF,"['jett', 'brimstone', 'omen']",293,0.83,181.0,0.81,66%,116.5,0.63,0.33,0.13,0.12,25%,13%
1721,patagod,EP,"['killjoy', 'omen', 'cypher']",1827,0.83,186.0,0.85,68%,119.2,0.64,0.25,0.10,0.11,21%,17%
1722,Koneko,TOG,"['raze', 'breach', 'skye']",824,0.83,189.9,0.83,66%,125.9,0.65,0.27,0.13,0.18,23%,15%
1723,howlsv,WIZ,"['cypher', 'sova', 'sage']",779,0.83,175.6,0.76,64%,115.7,0.60,0.31,0.08,0.11,26%,14%
1724,Vinice,IMP,"['jett', 'raze', 'sova']",694,0.83,172.0,0.76,65%,114.7,0.59,0.24,0.06,0.12,21%,12%
1725,indear,TN1,"['viper', 'reyna', 'omen']",352,0.83,171.9,0.78,64%,118.7,0.59,0.27,0.09,0.11,25%,10%
1726,divide,ACE,"['breach', 'reyna', 'jett']",256,0.83,182.6,0.84,60%,121.8,0.66,0.15,0.09,0.15,28%,23%
1727,Nessa,IRIS,"['astra', 'reyna', 'viper']",741,0.83,178.2,0.79,64%,117.8,0.63,0.24,0.09,0.12,20%,13%
1728,KugelMitSahne,237,"['sova', 'breach']",237,0.83,184.3,0.74,61%,122.1,0.59,0.26,0.09,0.10,22%,20%
1729,PeterBarker,EMUs,"['skye', 'kayo', 'breach']",586,0.83,183.4,0.82,66%,119.2,0.65,0.31,0.12,0.14,26%,13%
1730,Easylife,FTW.EVO,"['cypher', 'killjoy', 'omen']",308,0.83,162.9,0.69,61%,104.6,0.55,0.22,0.04,0.07,22%,5%
1731,Deria,Vien,"['kayo', 'breach', 'viper']",244,0.83,171.0,0.82,66%,117.3,0.63,0.32,0.05,0.05,36%,18%
1732,Xivi,EnRo,"['omen', 'raze', 'phoenix']",688,0.83,170.1,0.79,64%,110.6,0.60,0.28,0.07,0.13,26%,13%
1733,Rebounter,PvS,"['jett', 'killjoy', 'sage']",255,0.83,167.3,0.79,63%,111.1,0.58,0.19,0.09,0.15,27%,14%
1734,zelo,QOR,"['breach', 'jett', 'chamber']",414,0.83,169.4,0.78,62%,110.3,0.59,0.23,0.08,0.15,23%,8%
1735,Jaikoo,NiL,"['jett', 'viper', 'breach']",383,0.83,191.2,0.80,63%,125.6,0.66,0.17,0.09,0.13,29%,8%
1736,MALFOy,ALL,"['breach', 'sova', 'viper']",725,0.83,187.8,0.86,63%,121.6,0.65,0.25,0.07,0.10,25%,5%
1737,swagzor,NOVO,"['jett', 'yoru', 'raze']",505,0.83,195.9,0.84,66%,133.6,0.68,0.17,0.16,0.20,26%,
1738,Chevin11,NS,"['sova', 'fade', 'viper']",230,0.83,176.3,0.70,61%,113.1,0.58,0.35,0.05,0.10,16%,9%
1739,furyan,FXL,"['raze', 'sova', 'jett']",1355,0.83,188.1,0.78,65%,124.9,0.63,0.28,0.13,0.15,20%,14%
1740,Sirius,Stri,"['jett', 'raze', 'omen']",278,0.83,184.4,0.72,63%,118.6,0.59,0.42,0.13,0.13,20%,11%
1741,Neiker,SZK,"['breach', 'sova', 'sage']",1050,0.83,170.0,0.80,63%,114.7,0.61,0.26,0.07,0.09,31%,17%
1742,Kleisy,MadW,"['raze', 'reyna', 'jett']",722,0.83,198.9,0.82,62%,133.9,0.67,0.19,0.16,0.19,24%,10%
1743,Luie,UP.F,"['sova', 'sage', 'breach']",380,0.83,158.6,0.77,65%,104.3,0.59,0.24,0.07,0.09,35%,17%
1744,ibonata,FB,"['skye', 'kayo', 'breach']",1040,0.83,155.9,0.75,70%,104.1,0.53,0.39,0.06,0.08,22%,5%
1745,otom,RTZN,"['jett', 'breach', 'cypher']",1520,0.83,215.5,0.89,67%,134.7,0.73,0.24,0.16,0.18,24%,15%
1746,m4skTV,(+5),"['sage', 'killjoy', 'sova']",330,0.83,149.3,0.69,64%,107.4,0.51,0.37,0.03,0.09,15%,14%
1747,Maxildez,252,"['killjoy', 'cypher', 'viper']",252,0.83,146.8,0.62,62%,101.9,0.51,0.19,0.08,0.12,23%,6%
1748,Uglomer,KUM,"['breach', 'sova', 'omen']",256,0.83,176.3,0.71,64%,119.9,0.59,0.29,0.06,0.08,20%,7%
1749,TviQ,OG,"['omen', 'sova', 'sage']",488,0.83,189.3,0.85,67%,117.5,0.64,0.29,0.11,0.10,20%,11%
1750,Renestein,WITC,"['raze', 'breach', 'jett']",246,0.83,184.8,0.71,61%,129.2,0.59,0.22,0.09,0.14,19%,7%
1751,frenzaa,AKU,"['cypher', 'killjoy', 'sage']",480,0.83,173.3,0.76,62%,118.4,0.58,0.16,0.05,0.08,25%,9%
1752,SetriKK,Cryp,"['sage', 'killjoy', 'cypher']",257,0.83,162.1,0.75,62%,104.9,0.58,0.21,0.05,0.05,23%,10%
1753,Birdho,SD,"['omen', 'sova', 'jett']",219,0.83,202.3,0.85,60%,135.9,0.70,0.19,0.13,0.18,29%,15%
1754,Sm1le,VCGN,"['chamber', 'jett', 'raze']",289,0.82,184.6,0.83,61%,120.1,0.66,0.15,0.17,0.20,26%,8%
1755,GRIXERN,Risi,"['brimstone', 'omen', 'tejo']",256,0.82,166.8,0.78,66%,115.1,0.59,0.29,0.07,0.07,31%,10%
1756,Neyes,(+3),"['deadlock', 'breach', 'kayo']",205,0.82,158.9,0.76,65%,111.8,0.59,0.27,0.03,0.08,30%,15%
1757,woody,WFNT,"['raze', 'cypher', 'omen']",489,0.82,188.9,0.82,65%,118.3,0.65,0.21,0.09,0.13,17%,15%
1758,Lukey,LP,"['jett', 'neon', 'raze']",697,0.82,200.7,0.87,66%,126.8,0.71,0.12,0.17,0.19,25%,8%
1759,esavgabiN,CG,"['sova', 'skye', 'kayo']",445,0.82,160.7,0.74,66%,115.6,0.53,0.34,0.04,0.12,26%,16%
1760,aster,HGE,"['gekko', 'kayo', 'sage']",321,0.82,177.1,0.80,66%,121.2,0.64,0.33,0.03,0.07,29%,3%
1761,Aegis,BK,"['jett', 'kayo', 'sage']",1089,0.82,190.3,0.85,63%,119.4,0.65,0.18,0.15,0.15,22%,10%
1762,KONEQT,BGN,"['omen', 'brimstone', 'astra']",1727,0.82,183.1,0.85,65%,115.9,0.64,0.22,0.08,0.10,27%,10%
1763,Amy1ne,XPER,"['skye', 'breach', 'jett']",217,0.82,186.2,0.85,67%,118.3,0.67,0.22,0.15,0.21,31%,11%
1764,xTribune,UOL,"['omen', 'brimstone', 'reyna']",1563,0.82,174.6,0.84,66%,111.5,0.61,0.23,0.07,0.10,25%,16%
1765,Mais,AKA,"['cypher', 'fade', 'sova']",375,0.82,158.4,0.72,62%,106.6,0.56,0.21,0.07,0.07,28%,13%
1766,giuden51,MK,"['cypher', 'reyna', 'sage']",411,0.82,198.8,0.93,66%,131.3,0.72,0.22,0.13,0.17,26%,3%
1767,darka1,VOIC,"['astra', 'killjoy', 'viper']",239,0.82,175.6,0.80,61%,116.8,0.60,0.17,0.06,0.10,27%,23%
1768,slajmon,RG,"['raze', 'skye', 'breach']",386,0.82,172.1,0.75,61%,111.1,0.61,0.26,0.06,0.08,21%,10%
1769,crovex,FKS.S,"['omen', 'sova', 'viper']",667,0.82,165.9,0.78,66%,110.7,0.57,0.24,0.05,0.07,20%,15%
1770,Kirich,Team,"['cypher', 'jett', 'raze']",260,0.82,182.0,0.86,63%,120.5,0.66,0.14,0.09,0.10,25%,7%
1771,JunJun,REY,"['skye', 'reyna', 'killjoy']",306,0.82,171.9,0.82,63%,111.4,0.62,0.19,0.08,0.08,26%,8%
1772,chilling,Frog,"['reyna', 'raze', 'sage']",313,0.82,176.0,0.76,63%,117.2,0.60,0.31,0.11,0.13,27%,31%
1773,Maiko,PLS,"['skye', 'reyna', 'breach']",1509,0.82,183.0,0.81,66%,118.7,0.63,0.25,0.07,0.12,24%,13%
1774,Joanne,MJY.M,"['chamber', 'viper', 'sova']",310,0.82,165.8,0.78,65%,113.8,0.56,0.21,0.04,0.08,22%,10%
1775,Tobco,WeS,"['viper', 'killjoy', 'cypher']",253,0.82,175.6,0.77,61%,116.5,0.60,0.28,0.08,0.08,22%,14%
1776,STAVINCI,ATN,"['breach', 'raze', 'reyna']",2626,0.82,163.2,0.77,67%,108.0,0.58,0.36,0.07,0.10,32%,15%
1777,solo88,Gui,"['cypher', 'killjoy', 'astra']",467,0.82,191.7,0.80,65%,127.7,0.64,0.18,0.11,0.16,26%,7%
1778,AiyvaN,241,"['astra', 'jett']",241,0.82,177.9,0.81,71%,116.3,0.62,0.21,0.17,0.15,24%,18%
1779,bitterzie,Vals,"['jett', 'raze', 'phoenix']",546,0.82,182.1,0.83,66%,119.6,0.67,0.23,0.16,0.18,22%,17%
1780,R4VE,HLT,"['omen', 'astra', 'sova']",674,0.82,163.4,0.81,61%,103.3,0.59,0.19,0.05,0.07,25%,11%
1781,Ralbai,(+7),"['sage', 'skye', 'omen']",504,0.82,180.0,0.74,63%,125.2,0.61,0.28,0.09,0.14,22%,11%
1782,Rudi,100T,"['killjoy', 'astra', 'jett']",704,0.82,173.5,0.74,67%,115.5,0.59,0.31,0.08,0.12,18%,13%
1783,magl0r,SHN,"['jett', 'skye', 'astra']",229,0.82,183.3,0.84,65%,118.1,0.66,0.22,0.10,0.09,35%,15%
1784,Eluny,XPER,"['viper', 'brimstone', 'astra']",443,0.82,161.4,0.69,66%,109.6,0.55,0.35,0.06,0.08,18%,7%
1785,SyD,SKÅL,"['killjoy', 'sage', 'breach']",655,0.82,168.5,0.75,64%,110.6,0.57,0.30,0.06,0.11,17%,13%
1786,Reason,RTZN,"['sage', 'sova', 'fade']",308,0.82,157.1,0.71,64%,106.1,0.55,0.26,0.06,0.07,24%,21%
1787,dNEL,MIDS,"['killjoy', 'cypher', 'jett']",246,0.82,178.5,0.74,63%,112.7,0.61,0.23,0.08,0.10,23%,8%
1788,hany,Yaku,"['brimstone', 'viper', 'cypher']",614,0.82,163.8,0.72,66%,113.8,0.56,0.27,0.06,0.07,22%,9%
1789,Jaytato,EYG,"['astra', 'viper', 'cypher']",228,0.82,163.0,0.74,68%,108.7,0.54,0.32,0.07,0.07,18%,11%
1790,Tymek,Nativz,"['killjoy', 'cypher', 'viper']",261,0.81,158.8,0.64,67%,106.3,0.53,0.26,0.04,0.07,24%,9%
1791,jimbk,LONE,"['sova', 'viper', 'fade']",256,0.81,164.2,0.78,67%,103.1,0.57,0.30,0.08,0.06,28%,13%
1792,daNN,BJK,"['jett', 'sova', 'breach']",263,0.81,192.2,0.83,62%,124.9,0.67,0.18,0.13,0.16,27%,12%
1793,Naero,S2G,"['omen', 'astra', 'sova']",208,0.81,165.7,0.69,65%,111.2,0.55,0.26,0.04,0.07,29%,10%
1794,ViIi,(+3),"['sova', 'omen', 'skye']",222,0.81,159.8,0.76,68%,109.2,0.55,0.23,0.06,0.10,28%,10%
1795,s3mig0d,THEX,"['brimstone', 'viper', 'omen']",991,0.81,166.6,0.75,67%,106.9,0.58,0.24,0.07,0.14,24%,22%
1796,Saun0ja,SKIP,"['kayo', 'sova', 'brimstone']",222,0.81,163.5,0.75,64%,112.1,0.56,0.21,0.06,0.11,21%,13%
1797,Arthas,LGE,"['omen', 'viper', 'sova']",1395,0.81,189.7,0.84,65%,120.0,0.65,0.24,0.09,0.12,25%,15%
1798,snk,Band,"['sova', 'skye', 'raze']",211,0.81,159.7,0.74,64%,103.9,0.56,0.26,0.06,0.11,27%,10%
1799,weber,TH,"['cypher', 'killjoy', 'breach']",412,0.81,150.9,0.76,66%,102.7,0.55,0.26,0.04,0.06,35%,13%
1800,SH4WQ,AKU,"['omen', 'jett', 'skye']",229,0.81,167.3,0.69,66%,104.7,0.56,0.28,0.09,0.10,24%,19%
1801,HyDrO,SSP,"['chamber', 'jett', 'neon']",646,0.81,175.2,0.82,65%,110.8,0.60,0.18,0.11,0.17,20%,14%
1802,Katana,(+2),"['omen', 'cypher', 'killjoy']",462,0.81,176.7,0.78,68%,116.4,0.60,0.23,0.06,0.08,21%,8%
1803,Ross,WYL,"['jett', 'sage', 'raze']",716,0.81,187.4,0.80,64%,127.4,0.65,0.20,0.11,0.14,29%,14%
1804,Targonca,Forf,"['jett', 'raze', 'sova']",402,0.81,187.3,0.80,60%,125.9,0.66,0.14,0.10,0.16,32%,19%
1805,dshq,HEET,"['sova', 'kayo', 'breach']",260,0.81,168.0,0.71,60%,117.7,0.57,0.25,0.07,0.14,16%,16%
1806,sae2,FF,"['omen', 'raze', 'viper']",628,0.81,135.0,0.71,68%,88.6,0.48,0.31,0.03,0.04,17%,14%
1807,Kiiyo,3D,"['reyna', 'omen', 'brimstone']",1133,0.81,171.4,0.76,66%,111.6,0.59,0.28,0.08,0.13,22%,11%
1808,skypzz,HOF,"['killjoy', 'breach', 'omen']",338,0.81,165.3,0.72,62%,112.2,0.57,0.22,0.05,0.10,21%,13%
1809,Maximoose,XENE,"['omen', 'brimstone', 'astra']",270,0.81,194.2,0.74,63%,126.8,0.62,0.24,0.07,0.07,16%,5%
1810,eetuss,(+4),"['jett', 'raze', 'brimstone']",281,0.81,168.2,0.76,65%,114.7,0.58,0.19,0.11,0.12,24%,3%
1811,Sferon,boti,"['omen', 'jett', 'brimstone']",1367,0.81,180.9,0.80,63%,117.1,0.62,0.26,0.10,0.13,25%,12%
1812,Julie,TOG,"['viper', 'sova', 'kayo']",1383,0.81,163.4,0.74,67%,111.8,0.56,0.30,0.05,0.08,25%,12%
1813,Morphiw0w,QM,"['raze', 'reyna', 'cypher']",1230,0.81,178.1,0.75,66%,115.4,0.59,0.27,0.09,0.12,21%,8%
1814,Fonk,GG,"['skye', 'killjoy', 'kayo']",390,0.81,190.2,0.80,65%,125.7,0.64,0.22,0.12,0.13,23%,
1815,Hazard,EST,"['reyna', 'chamber', 'jett']",395,0.81,179.7,0.75,67%,119.7,0.62,0.28,0.09,0.14,19%,10%
1816,PLUCKZ,PNT,"['reyna', 'raze', 'kayo']",283,0.81,178.4,0.72,58%,116.1,0.60,0.22,0.05,0.10,21%,4%
1817,envi,Simp,"['jett', 'killjoy', 'raze']",230,0.81,183.6,0.82,63%,122.9,0.63,0.19,0.13,0.12,20%,8%
1818,superstar,MT,"['breach', 'kayo', 'skye']",742,0.81,177.3,0.79,67%,120.6,0.62,0.27,0.07,0.09,27%,15%
1819,nixoon,HAVU,"['breach', 'raze', 'sova']",4834,0.81,161.7,0.77,70%,103.7,0.56,0.35,0.07,0.10,20%,12%
1820,Kaalz,Vacu,"['raze', 'jett', 'sage']",386,0.81,188.3,0.84,67%,120.6,0.65,0.17,0.13,0.13,25%,20%
1821,Razvy,TOPG,"['raze', 'cypher', 'killjoy']",496,0.81,164.0,0.74,66%,110.3,0.58,0.21,0.06,0.10,24%,2%
1822,foxoé,Abso,"['jett', 'raze', 'killjoy']",399,0.81,198.3,0.77,59%,129.3,0.66,0.19,0.11,0.13,13%,
1823,Ptf0x,FTW,"['skye', 'viper', 'omen']",317,0.81,168.1,0.71,62%,110.7,0.56,0.27,0.07,0.08,24%,10%
1824,Lily,398,"['cypher', 'killjoy', 'chamber']",398,0.81,171.9,0.86,61%,111.3,0.61,0.19,0.08,0.09,29%,7%
1825,hindberjum,IRIS,"['sova', 'viper', 'omen']",730,0.81,175.5,0.74,63%,120.7,0.59,0.26,0.10,0.12,22%,13%
1826,ANGE1,NAVI,"['brimstone', 'omen', 'phoenix']",7967,0.81,184.4,0.84,67%,118.7,0.63,0.27,0.12,0.13,31%,15%
1827,julia,KPI.S,"['chamber', 'killjoy', 'sage']",596,0.81,181.6,0.82,65%,125.0,0.62,0.15,0.12,0.16,32%,13%
1828,tigene,LLH,"['sage', 'breach', 'killjoy']",2718,0.81,164.7,0.77,65%,108.0,0.56,0.29,0.06,0.10,19%,15%
1829,HeadHunter,(+2),"['sage', 'omen', 'brimstone']",397,0.81,173.3,0.79,62%,110.4,0.62,0.25,0.07,0.14,26%,23%
1830,flyuh,MKOI,"['killjoy', 'kayo', 'breach']",528,0.81,179.5,0.79,68%,121.2,0.62,0.26,0.07,0.11,25%,11%
1831,Izzy,CBA,"['cypher', 'killjoy', 'sage']",454,0.81,170.0,0.74,68%,106.0,0.57,0.22,0.07,0.10,12%,11%
1832,Wizard,010,"['cypher', 'sage', 'viper']",720,0.80,169.2,0.74,65%,111.4,0.57,0.27,0.07,0.11,23%,17%
1833,ParTyy,Bloo,"['breach', 'skye', 'kayo']",623,0.80,161.1,0.74,64%,108.8,0.56,0.24,0.08,0.10,29%,16%
1834,KAATAHA,NB,"['cypher', 'skye', 'sage']",232,0.80,151.2,0.76,63%,95.8,0.53,0.27,0.07,0.06,27%,17%
1835,LATEKS,NAVI,"['omen', 'brimstone', 'killjoy']",2304,0.80,171.6,0.82,70%,111.1,0.59,0.30,0.07,0.09,20%,16%
1836,jenn,Salt,"['skye', 'breach', 'kayo']",208,0.80,172.0,0.77,61%,111.0,0.61,0.24,0.08,0.13,31%,15%
1837,Panic,AG,"['sova', 'breach', 'skye']",1480,0.80,160.8,0.78,66%,102.2,0.56,0.32,0.05,0.08,30%,14%
1838,xKyjote,GG,"['raze', 'killjoy', 'omen']",611,0.80,168.3,0.76,59%,117.9,0.59,0.14,0.07,0.12,28%,9%
1839,Moestii,(+3),"['breach', 'killjoy', 'sage']",282,0.80,150.1,0.72,63%,96.7,0.54,0.36,0.06,0.10,27%,8%
1840,NSD,ORG,"['sova', 'skye', 'jett']",289,0.80,160.2,0.73,63%,109.4,0.57,0.17,0.07,0.14,25%,6%
1841,nightmareK,NOM,"['breach', 'omen', 'astra']",298,0.80,150.9,0.71,64%,97.7,0.53,0.28,0.05,0.06,24%,7%
1842,lekyy,FUZO,"['jett', 'phoenix', 'raze']",329,0.80,179.7,0.73,59%,119.0,0.62,0.17,0.12,0.18,27%,10%
1843,z0rn,(+4),"['jett', 'phoenix', 'reyna']",294,0.80,182.4,0.73,62%,119.5,0.62,0.16,0.11,0.13,27%,29%
1844,inari,GMX.L,"['chamber', 'killjoy', 'viper']",324,0.80,160.8,0.72,65%,110.2,0.56,0.36,0.07,0.09,25%,11%
1845,dathuaaN,BK,"['reyna', 'breach', 'killjoy']",1089,0.80,159.0,0.75,64%,108.2,0.55,0.18,0.05,0.08,23%,15%
1846,InsaneDINI,Boda,"['jett', 'killjoy', 'neon']",215,0.80,185.1,0.80,65%,123.6,0.64,0.18,0.11,0.16,24%,13%
1847,Eskild1k,fisk,"['sova', 'skye', 'killjoy']",423,0.80,179.9,0.74,61%,123.5,0.60,0.25,0.11,0.15,33%,2%
1848,elaa,(+3),"['sova', 'fade', 'harbor']",494,0.80,163.0,0.73,66%,107.8,0.56,0.30,0.06,0.06,23%,7%
1849,Apagam,Wyge,"['raze', 'neon', 'jett']",320,0.80,191.1,0.78,63%,124.5,0.63,0.18,0.18,0.22,17%,10%
1850,LionClaw,HG,"['breach', 'omen', 'sage']",1096,0.80,163.5,0.79,68%,102.8,0.58,0.33,0.05,0.08,21%,15%
1851,Volte,Ping,"['breach', 'sage', 'skye']",392,0.80,165.4,0.73,70%,104.2,0.55,0.38,0.04,0.10,17%,2%
1852,Morthe,MT,"['breach', 'jett', 'raze']",525,0.80,185.7,0.78,62%,124.1,0.63,0.17,0.15,0.20,24%,7%
1853,AnjK,AMT,"['raze', 'reyna', 'killjoy']",856,0.80,206.3,0.85,68%,129.8,0.68,0.24,0.11,0.15,16%,16%
1854,rhagee,NOVO,"['jett', 'sage', 'raze']",585,0.80,183.0,0.77,63%,120.6,0.61,0.21,0.08,0.10,22%,17%
1855,zino1x,CLS,"['skye', 'sova', 'fade']",223,0.80,161.2,0.71,66%,102.4,0.55,0.36,0.05,0.06,19%,9%
1856,jugeN,JKRS,"['raze', 'jett', 'omen']",555,0.80,196.5,0.79,65%,125.4,0.65,0.16,0.15,0.19,28%,7%
1857,Dokusei,ERAH,"['sova', 'clove', 'tejo']",212,0.80,165.9,0.74,64%,118.1,0.55,0.25,0.08,0.09,40%,7%
1858,Vity,FIVE,"['cypher', 'omen', 'reyna']",721,0.80,161.1,0.69,68%,107.5,0.53,0.24,0.04,0.07,21%,10%
1859,q,NXT,"['skye', 'breach', 'viper']",803,0.80,167.6,0.75,63%,112.5,0.58,0.27,0.08,0.11,27%,10%
1860,Tajna,IWC.F,"['sova', 'sage', 'brimstone']",620,0.80,153.3,0.69,67%,101.2,0.51,0.32,0.03,0.04,29%,13%
1861,AthE,3G,"['jett', 'kayo', 'sage']",263,0.80,169.6,0.78,66%,108.9,0.62,0.22,0.11,0.17,30%,18%
1862,BrzoTrciTarmi,(+7),"['cypher', 'jett', 'reyna']",343,0.80,160.4,0.71,64%,114.0,0.57,0.25,0.07,0.10,26%,10%
1863,Mark,Frac,"['sova', 'fade', 'viper']",355,0.80,169.6,0.72,65%,111.3,0.58,0.28,0.07,0.08,38%,13%
1864,CloudTail,Boda,"['sova', 'cypher', 'sage']",273,0.80,173.3,0.76,69%,115.0,0.58,0.25,0.06,0.09,18%,7%
1865,Maggos,FF,"['reyna', 'jett', 'breach']",228,0.80,176.2,0.76,66%,111.1,0.62,0.25,0.11,0.13,31%,12%
1866,Brädi,WYL,"['killjoy', 'sage', 'cypher']",1650,0.79,158.1,0.70,67%,102.6,0.53,0.40,0.07,0.11,24%,12%
1867,y0DISH,HLT,"['chamber', 'jett', 'killjoy']",495,0.79,154.5,0.78,66%,100.7,0.57,0.18,0.06,0.08,29%,13%
1868,blocker,A3D,"['sage', 'breach', 'skye']",595,0.79,166.0,0.72,64%,104.2,0.55,0.31,0.08,0.11,24%,12%
1869,deoz,NoM,"['sova', 'phoenix', 'reyna']",235,0.79,184.3,0.75,66%,123.8,0.61,0.25,0.10,0.11,30%,11%
1870,Trepenn,UP,"['sage', 'skye', 'breach']",254,0.79,163.3,0.73,69%,100.4,0.55,0.38,0.07,0.13,28%,21%
1871,Paula,Dea,"['sova', 'viper', 'sage']",354,0.79,157.7,0.74,65%,108.9,0.56,0.29,0.05,0.08,22%,18%
1872,Satiqa,EG,"['cypher', 'jett', 'raze']",269,0.79,186.4,0.74,64%,128.3,0.61,0.26,0.10,0.14,21%,8%
1873,Peter,INS,"['sova', 'cypher', 'killjoy']",600,0.79,149.7,0.67,66%,97.7,0.51,0.26,0.05,0.09,25%,6%
1874,TRuve,Forf,"['killjoy', 'cypher', 'raze']",1851,0.79,192.5,0.78,65%,129.8,0.64,0.30,0.11,0.14,25%,12%
1875,sim19,DIV,"['sage', 'sova', 'killjoy']",310,0.79,183.7,0.78,62%,118.1,0.61,0.31,0.08,0.08,25%,12%
1876,Oktri,AW3,"['omen', 'jett', 'raze']",294,0.79,180.8,0.70,62%,119.1,0.59,0.18,0.12,0.13,18%,2%
1877,Salty,Veni,"['sage', 'astra', 'skye']",1035,0.79,158.7,0.70,67%,104.9,0.54,0.37,0.06,0.09,17%,10%
1878,nex,(+2),"['jett', 'phoenix', 'cypher']",546,0.79,204.2,0.89,63%,125.4,0.72,0.15,0.14,0.19,23%,17%
1879,nookyyy,Valo,"['sova', 'viper', 'brimstone']",290,0.79,170.5,0.75,58%,116.0,0.57,0.29,0.05,0.09,28%,14%
1880,Tommy,mGa,"['sova', 'skye', 'kayo']",381,0.79,166.8,0.73,66%,108.9,0.58,0.38,0.07,0.11,33%,5%
1881,arch,B8,"['raze', 'sage', 'breach']",3952,0.79,158.3,0.74,66%,106.1,0.55,0.28,0.06,0.09,23%,16%
1882,Vilperi,KINU,"['cypher', 'killjoy', 'sova']",969,0.79,166.2,0.72,62%,109.6,0.55,0.23,0.07,0.09,20%,10%
1883,kingHaS,Acon,"['omen', 'breach', 'killjoy']",1811,0.79,152.6,0.75,64%,100.9,0.54,0.26,0.06,0.09,23%,12%
1884,Sane,EK,"['sage', 'sova', 'viper']",876,0.79,162.6,0.72,61%,113.2,0.55,0.27,0.06,0.11,24%,10%
1885,xPatrycksio,O2G,"['chamber', 'jett', 'raze']",312,0.79,187.0,0.79,65%,127.3,0.63,0.21,0.11,0.17,23%,14%
1886,Ximy,MT,"['neon', 'sage', 'kayo']",774,0.79,169.7,0.75,66%,109.5,0.59,0.35,0.08,0.14,29%,14%
1887,Molvn,Team,"['breach', 'raze', 'sage']",439,0.79,163.3,0.76,61%,113.2,0.57,0.25,0.04,0.08,28%,7%
1888,nosby,(+3),"['breach', 'sova', 'viper']",359,0.79,148.1,0.75,67%,97.6,0.53,0.28,0.02,0.04,26%,2%
1889,legiT,DOES,"['cypher', 'killjoy', 'viper']",242,0.79,172.2,0.72,64%,119.4,0.55,0.18,0.07,0.12,19%,15%
1890,temoc,FNC,"['cypher', 'breach', 'astra']",327,0.79,156.5,0.70,64%,108.6,0.53,0.26,0.07,0.08,21%,17%
1891,John9,All,"['omen', 'viper', 'astra']",1149,0.79,155.8,0.71,64%,103.1,0.54,0.28,0.07,0.11,21%,11%
1892,shakie,DRAG,"['chamber', 'sage', 'breach']",222,0.79,178.6,0.79,59%,116.6,0.61,0.19,0.10,0.14,27%,11%
1893,V1CE,LLH,"['killjoy', 'cypher', 'sage']",221,0.79,134.7,0.67,74%,80.1,0.45,0.27,0.02,0.05,19%,
1894,June,CGK,"['killjoy', 'cypher']",332,0.79,174.7,0.82,67%,120.4,0.59,0.21,0.09,0.11,19%,12%
1895,unrivaled,4RL,"['sova', 'fade']",307,0.79,153.6,0.70,65%,105.3,0.54,0.26,0.05,0.08,23%,8%
1896,rebelz,mm,"['jett', 'raze', 'skye']",297,0.79,182.0,0.78,69%,121.9,0.64,0.19,0.15,0.14,27%,
1897,MACHYY1,SMP,"['brimstone', 'breach', 'sage']",1052,0.79,160.0,0.72,67%,100.3,0.55,0.30,0.08,0.12,21%,8%
1898,zRai,gief,"['sage', 'sova', 'viper']",543,0.79,156.7,0.66,60%,108.9,0.53,0.22,0.06,0.09,27%,6%
1899,gRIGUAj,HGE,"['raze', 'brimstone', 'omen']",562,0.79,172.8,0.71,67%,108.1,0.56,0.31,0.10,0.13,15%,12%
1900,Lara,ATNR,['killjoy'],371,0.79,174.0,0.78,65%,118.3,0.60,0.15,0.07,0.08,18%,13%
1901,TopLuciano,(+2),"['omen', 'yoru', 'iso']",219,0.79,181.5,0.74,69%,117.9,0.60,0.32,0.11,0.14,29%,14%
1902,MARTHA,Bonk,"['raze', 'jett']",394,0.79,185.1,0.73,66%,129.9,0.62,0.21,0.12,0.16,20%,21%
