,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
143,Saya,RIG.L,"['killjoy', 'fade', 'breach']",401,0.92,180.1,0.91,67%,125.0,0.63,0.21,0.07,0.07,19%,16%
144,kokuya,ADV,"['killjoy', 'sova', 'brimstone']",493,0.92,181.5,0.83,66%,118.8,0.61,0.21,0.05,0.05,18%,15%
145,Healing,(+8),"['skye', 'kayo', 'breach']",653,0.91,196.9,0.88,69%,124.6,0.67,0.36,0.10,0.12,15%,11%
146,Wolverine,SRP,"['raze', 'jett', 'clove']",344,0.91,212.6,0.92,66%,138.7,0.75,0.15,0.15,0.20,29%,8%
147,Aletheia,SPX,"['jett', 'breach', 'reyna']",504,0.91,211.6,0.93,67%,126.6,0.72,0.18,0.14,0.14,23%,9%
148,ade,CR,"['omen', 'viper', 'astra']",1009,0.91,171.7,0.89,69%,109.4,0.62,0.28,0.07,0.08,23%,15%
149,YoWamu,NFX,"['jett', 'viper', 'omen']",2026,0.91,203.8,0.92,67%,135.9,0.70,0.23,0.13,0.16,28%,15%
150,Derialy,NFX,"['sova', 'sage', 'killjoy']",2975,0.91,178.4,0.90,68%,118.6,0.63,0.21,0.07,0.09,27%,13%
151,Allen,BCS,"['omen', 'killjoy', 'astra']",2565,0.91,175.6,0.87,72%,116.5,0.60,0.35,0.07,0.08,21%,16%
152,Anthem,CGZ,"['chamber', 'killjoy', 'kayo']",2059,0.91,181.8,0.87,72%,123.3,0.63,0.30,0.07,0.10,25%,12%
153,Xandrite,G8S,"['viper', 'omen', 'brimstone']",476,0.91,188.3,0.86,66%,126.6,0.62,0.24,0.09,0.06,16%,10%
154,NeruFi,CGZ,"['skye', 'sova', 'cypher']",645,0.91,182.5,0.90,71%,119.5,0.62,0.28,0.06,0.07,21%,12%
155,Chay,DLT,"['killjoy', 'omen', 'brimstone']",895,0.90,181.0,0.81,69%,119.8,0.61,0.38,0.08,0.10,32%,11%
156,Mametu,RRX,"['cypher', 'vyse', 'clove']",200,0.90,195.7,0.92,66%,127.7,0.72,0.15,0.11,0.16,31%,21%
157,crow,ZETA,"['sage', 'raze', 'sova']",3725,0.90,168.7,0.90,73%,113.4,0.58,0.33,0.05,0.06,22%,12%
158,million,MRSH,"['phoenix', 'omen', 'brimstone']",1349,0.90,184.8,0.84,70%,122.3,0.62,0.43,0.07,0.12,19%,14%
159,Jinbey,BCS,"['sova', 'raze', 'neon']",462,0.90,204.0,0.93,68%,133.0,0.74,0.17,0.12,0.17,27%,11%
160,ryota-,RID,"['sova', 'sage', 'phoenix']",839,0.90,191.7,0.89,70%,119.1,0.67,0.34,0.08,0.10,27%,10%
161,Yamada,IGZ,"['viper', 'yoru', 'kayo']",657,0.90,171.7,0.83,67%,113.0,0.61,0.40,0.07,0.09,26%,19%
162,kurozooted,BABO,"['fade', 'jett', 'sage']",1022,0.90,178.7,0.84,70%,119.6,0.62,0.29,0.06,0.09,22%,8%
163,Caucasus,FL.GC,"['omen', 'sova', 'brimstone']",277,0.90,167.6,0.85,73%,109.5,0.58,0.37,0.06,0.06,24%,6%
164,iNTRO,DK,"['kayo', 'skye', 'sova']",211,0.90,197.0,0.94,67%,133.0,0.69,0.34,0.07,0.08,32%,10%
165,BlackWiz,NFX,"['breach', 'viper', 'astra']",4123,0.90,173.6,0.87,70%,113.1,0.62,0.35,0.06,0.09,26%,16%
166,Gb0x,SYS,"['killjoy', 'astra', 'cypher']",368,0.90,194.8,0.81,63%,126.1,0.65,0.26,0.07,0.08,20%,11%
167,sakurai,CGZ,"['jett', 'sova', 'sage']",2177,0.89,188.4,0.88,69%,121.1,0.66,0.29,0.10,0.12,31%,16%
168,taru,DFMA,"['viper', 'omen', 'sova']",530,0.89,184.3,0.81,62%,125.7,0.63,0.26,0.07,0.10,31%,9%
169,C1ndeR,SLT,"['reyna', 'raze', 'killjoy']",558,0.89,197.5,0.85,68%,127.1,0.66,0.25,0.08,0.12,20%,16%
170,TORANECO,SZ,"['omen', 'viper', 'astra']",2573,0.89,172.4,0.84,71%,114.7,0.59,0.37,0.07,0.08,21%,14%
171,FeitaL,SPX,"['omen', 'phoenix', 'raze']",651,0.89,166.7,0.80,67%,112.7,0.59,0.24,0.06,0.07,18%,6%
172,Xiaonuo,NFX,"['skye', 'astra', 'viper']",614,0.89,176.1,0.87,70%,114.2,0.64,0.36,0.08,0.08,27%,18%
173,Kaminari,RIG,"['sage', 'cypher', 'raze']",1931,0.89,194.0,0.93,66%,121.1,0.68,0.20,0.12,0.14,22%,13%
174,YuuMac,SYS,"['reyna', 'sova', 'jett']",386,0.89,179.3,0.81,63%,113.8,0.63,0.21,0.10,0.11,19%,18%
175,Curumi,FL.GC,"['fade', 'sova', 'breach']",1391,0.88,176.8,0.82,70%,113.9,0.60,0.43,0.08,0.09,20%,14%
176,Flax,CGZ,"['kayo', 'raze', 'phoenix']",1437,0.88,178.7,0.85,66%,119.8,0.63,0.21,0.09,0.11,33%,14%
177,Daichi,QT,"['phoenix', 'omen', 'breach']",323,0.88,158.0,0.75,73%,109.5,0.56,0.31,0.06,0.10,25%,11%
178,barce,NFX,"['omen', 'brimstone', 'breach']",1485,0.88,180.7,0.99,71%,116.1,0.64,0.26,0.06,0.06,23%,14%
179,PingSong,FL.GC,"['fade', 'sova', 'skye']",705,0.88,185.0,0.82,69%,120.4,0.62,0.32,0.09,0.08,28%,12%
180,Frxeez,IGZ,"['neon', 'jett', 'raze']",577,0.88,209.1,0.89,67%,134.9,0.71,0.20,0.17,0.23,22%,18%
181,HANE,RIG.L,"['gekko', 'kayo', 'breach']",276,0.88,185.3,0.83,72%,123.0,0.65,0.40,0.09,0.09,32%,12%
182,Zennakukin,SZ,"['sova', 'skye', 'breach']",1305,0.88,180.0,0.86,67%,121.6,0.62,0.26,0.08,0.10,25%,18%
183,Show,G8S,"['jett', 'omen', 'viper']",427,0.88,197.1,0.94,66%,126.4,0.71,0.18,0.13,0.13,19%,14%
184,Mochirrrr,(+5),"['breach', 'fade', 'sova']",357,0.87,166.5,0.80,69%,112.2,0.57,0.36,0.03,0.06,20%,9%
185,take,RC,"['cypher', 'omen', 'brimstone']",733,0.87,157.8,0.80,69%,105.4,0.58,0.31,0.05,0.09,29%,17%
186,mityu,DLTT.GC,"['breach', 'skye', 'kayo']",332,0.87,158.9,0.73,73%,102.4,0.53,0.44,0.06,0.05,21%,17%
187,K1llgrave,RIG,"['sova', 'killjoy', 'chamber']",506,0.87,191.5,0.80,65%,129.4,0.63,0.27,0.10,0.11,23%,21%
188,Serment,SIB,"['breach', 'sage', 'skye']",375,0.87,178.7,0.80,67%,113.7,0.63,0.30,0.07,0.07,22%,7%
189,RIA,IGZ,"['viper', 'omen', 'astra']",604,0.87,185.2,0.85,66%,122.2,0.62,0.25,0.08,0.09,20%,13%
190,RIPablo,IGZ,"['sage', 'omen', 'brimstone']",2173,0.86,161.7,0.80,70%,105.8,0.57,0.35,0.06,0.07,23%,12%
191,Pepper,NTH,"['chamber', 'raze', 'sage']",1119,0.86,180.8,0.89,69%,118.5,0.64,0.21,0.09,0.12,19%,11%
192,Zoe,RRX,"['jett', 'neon', 'skye']",360,0.86,205.7,0.85,66%,133.2,0.70,0.24,0.16,0.18,30%,6%
193,sakura,NIXV,"['killjoy', 'cypher', 'raze']",913,0.86,181.5,0.84,68%,120.0,0.65,0.25,0.09,0.10,35%,14%
194,miya,DRX.CH,"['sova', 'fade']",259,0.86,172.5,0.82,71%,119.3,0.61,0.29,0.05,0.07,27%,3%
195,Norisen,QTD,"['omen', 'breach', 'sova']",2535,0.86,171.8,0.83,69%,112.0,0.58,0.30,0.07,0.09,23%,15%
196,Neal,X,"['reyna', 'jett', 'yoru']",205,0.86,183.8,0.87,64%,121.5,0.66,0.20,0.13,0.21,17%,8%
197,FifTy,SRZ,"['sova', 'raze', 'cypher']",304,0.85,181.1,0.77,65%,116.8,0.61,0.25,0.05,0.08,20%,7%
198,krenn,SZ.GC,"['harbor', 'kayo', 'raze']",311,0.85,174.9,0.83,65%,120.2,0.62,0.20,0.05,0.14,24%,13%
199,arm1e,E36,"['omen', 'breach', 'sova']",559,0.85,173.4,0.79,65%,113.1,0.60,0.27,0.06,0.10,27%,11%
200,Rem,BCS,"['jett', 'skye', 'kayo']",368,0.85,206.2,0.85,61%,127.2,0.71,0.16,0.18,0.14,27%,6%
201,lucky,SOL.GC,"['cypher', 'viper', 'killjoy']",492,0.85,181.6,0.80,65%,121.8,0.63,0.38,0.09,0.11,19%,7%
202,Npoint,SG,"['cypher', 'killjoy', 'harbor']",634,0.84,162.4,0.79,71%,110.4,0.56,0.26,0.06,0.07,14%,16%
203,SSeeS,DFM,"['sage', 'breach', 'omen']",1243,0.84,155.4,0.81,68%,99.3,0.55,0.34,0.05,0.08,32%,14%
204,Osanpo,FEL,"['breach', 'sova', 'sage']",418,0.84,152.0,0.70,63%,98.5,0.52,0.24,0.03,0.10,18%,16%
205,Merununtius,MTR,"['kayo', 'breach', 'tejo']",455,0.84,174.7,0.79,67%,115.8,0.60,0.38,0.05,0.09,26%,17%
206,Skyfull,VL,"['fade', 'sova', 'jett']",710,0.84,177.3,0.80,67%,120.3,0.61,0.26,0.08,0.11,20%,10%
207,Zerost,(+2),"['cypher', 'killjoy', 'fade']",465,0.84,167.7,0.83,64%,109.3,0.59,0.20,0.06,0.12,19%,10%
208,Han,SIB,"['omen', 'brimstone', 'cypher']",261,0.84,167.0,0.76,67%,116.4,0.57,0.26,0.08,0.07,29%,14%
209,Ache,(+2),"['raze', 'jett', 'neon']",425,0.84,185.8,0.83,64%,122.0,0.64,0.20,0.14,0.16,19%,12%
210,Neu,SSQ,"['omen', 'gekko', 'fade']",232,0.84,145.7,0.76,67%,96.1,0.56,0.34,0.03,0.07,21%,13%
211,Kamuro,NVG,"['sova', 'raze', 'omen']",651,0.83,174.2,0.82,67%,120.5,0.59,0.24,0.08,0.10,21%,13%
212,Misaya,QTD,"['breach', 'skye', 'sage']",3357,0.83,164.8,0.75,71%,105.1,0.56,0.40,0.06,0.09,16%,13%
213,Chocol4tE,SZ,"['viper', 'breach', 'skye']",792,0.83,165.1,0.82,65%,103.4,0.58,0.27,0.05,0.06,20%,18%
214,hyouka,HIT,"['omen', 'brimstone', 'killjoy']",809,0.83,168.0,0.82,66%,110.3,0.58,0.23,0.07,0.07,21%,7%
215,kuro,DFMA,"['omen', 'vyse', 'astra']",243,0.83,179.3,0.77,66%,113.3,0.62,0.36,0.05,0.10,31%,11%
216,Shuzz,SZ,"['raze', 'viper', 'breach']",335,0.82,207.0,0.93,66%,130.7,0.72,0.23,0.10,0.11,27%,11%
217,Kapi,RRX,"['omen', 'viper', 'brimstone']",519,0.82,164.5,0.78,67%,110.4,0.58,0.29,0.07,0.07,30%,11%
218,R1va,DLT,"['fade', 'jett', 'neon']",397,0.82,178.5,0.79,65%,118.5,0.61,0.23,0.11,0.14,30%,19%
